0.335,2nd,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Wed Aug 02 16:37:26 2017,bag,8,1,basic latent features,ignore,none,asis,1,,,,,,,,,,,,,,,
0.879,2nd,0.85,0.015,0.122,0.067,Sat Aug 05 22:21:41 2017,avNNet,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,223,297,adaptive_cv,32,8,5,4,11,1.17908739407287E-005,FALSE,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 22:21:43 2017,bag,8,1,polynomial C1 t C2,ignore,none,range01,2,,,,,,,,,,,,,,,
0.965,2nd,0.932,0.009,0.055,0.02,Sat Aug 05 22:31:50 2017,bagEarth,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,225,607,adaptive_cv,32,8,5,4,15,2,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 22:32:21 2017,bagEarthGCV,8,1,polynomial C1 t C2,ignore,none,range01,31,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 22:32:31 2017,bam,8,1,polynomial C1 t C2,ignore,none,range01,10,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 22:32:32 2017,bartMachine,8,1,polynomial C1 t C2,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 22:32:36 2017,bayesglm,8,1,polynomial C1 t C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 22:33:20 2017,blasso,8,1,polynomial C1 t C2,ignore,none,range01,44,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 22:33:47 2017,blassoAveraged,8,1,polynomial C1 t C2,ignore,none,range01,27,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 22:34:13 2017,bridge,8,1,polynomial C1 t C2,ignore,none,range01,26,,,,,,,,,,,,,,,
0,2nd,-0.027,0.117,0.837,0.556,Sat Aug 05 22:54:57 2017,BstLm,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,233,1244,adaptive_cv,32,8,5,4,28,0.118049225,,,,,
0.106,2nd,0.065,0.103,0.761,0.497,Sat Aug 05 22:55:41 2017,cforest,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,234,43,adaptive_cv,32,8,5,4,9,,,,,,
0.075,2nd,-0.002,0.114,0.816,0.514,Sat Aug 05 22:56:17 2017,ctree,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,235,36,adaptive_cv,32,8,5,4,0.0541181555,,,,,,
0.075,2nd,-0.002,0.108,0.816,0.514,Sat Aug 05 22:57:09 2017,ctree2,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,236,51,adaptive_cv,32,8,5,4,8,0.089820493,,,,,
0.828,2nd,0.83,0.025,0.139,0.095,Sat Aug 05 23:36:09 2017,cubist,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,237,2340,adaptive_cv,32,8,5,4,92,2,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 23:36:21 2017,DENFIS,8,1,polynomial C1 t C2,ignore,none,range01,12,,,,,,,,,,,,,,,
-0.465,2nd,-0.305,0.119,1.063,0.815,Sat Aug 05 23:36:57 2017,dnn,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,239,36,adaptive_cv,32,8,5,4,11,13,10,0.0044603781,0.0577907839,,
0.954,2nd,0.935,0.013,NA,NA,Sat Aug 05 23:37:37 2017,earth,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,240,40,adaptive_cv,32,8,5,4,13,2,,,,,
0.069,2nd,0.113,0.106,0.723,0.518,Sat Aug 05 23:38:00 2017,elm,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,241,22,adaptive_cv,32,8,5,4,18,tansig,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sat Aug 05 23:38:10 2017,enet,8,1,polynomial C1 t C2,ignore,none,range01,10,,,,,,,,,,,,,,,
0.43,2nd,0.467,0.069,0.434,0.317,Sun Aug 06 00:06:11 2017,evtree,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,243,1680,adaptive_cv,32,8,5,4,1.1707691588,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:06:12 2017,extraTrees,8,1,polynomial C1 t C2,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:06:27 2017,foba,8,1,polynomial C1 t C2,ignore,none,range01,15,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:06:35 2017,gam,8,1,polynomial C1 t C2,ignore,none,range01,7,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:06:44 2017,gamboost,8,1,polynomial C1 t C2,ignore,none,range01,9,,,,,,,,,,,,,,,
-0.141,2nd,-0.123,0.119,0.915,0.635,Sun Aug 06 00:08:59 2017,gamSpline,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,248,135,adaptive_cv,32,8,5,4,1.6543000797,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:09:03 2017,gaussprLinear,8,1,polynomial C1 t C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:09:45 2017,gaussprPoly,8,1,polynomial C1 t C2,ignore,none,range01,42,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:11:29 2017,gaussprRadial,8,1,polynomial C1 t C2,ignore,none,range01,104,,,,,,,,,,,,,,,
0.505,2nd,0.475,0.069,0.428,0.275,Sun Aug 06 00:18:10 2017,gbm,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,252,400,adaptive_cv,32,8,5,4,4947,4,0.0167040169,8,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:22:32 2017,gbm_h2o,8,1,polynomial C1 t C2,ignore,none,range01,261,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:22:36 2017,gcvEarth,8,1,polynomial C1 t C2,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:22:39 2017,glm,8,1,polynomial C1 t C2,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.154,2nd,-0.127,0.117,0.918,0.642,Sun Aug 06 00:22:43 2017,glm.nb,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,256,4,adaptive_cv,32,8,5,4,identity,,,,,,
-0.035,2nd,-0.05,0.121,0.856,0.576,Sun Aug 06 00:23:06 2017,glmboost,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,257,22,adaptive_cv,32,8,5,4,27,no,,,,,
0.017,2nd,-0.01,0.118,0.823,0.547,Sun Aug 06 00:23:19 2017,glmnet,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,258,13,adaptive_cv,32,8,5,4,0.3120300493,0.7329879042,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:27:40 2017,glmnet_h2o,8,1,polynomial C1 t C2,ignore,none,range01,260,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:27:47 2017,glmStepAIC,8,1,polynomial C1 t C2,ignore,none,range01,7,,,,,,,,,,,,,,,
-0.013,2nd,-0.02,0.115,0.831,0.564,Sun Aug 06 00:29:06 2017,icr,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,261,79,adaptive_cv,32,8,5,4,1,,,,,,
-0.115,2nd,-0.101,0.122,0.897,0.62,Sun Aug 06 00:29:09 2017,kernelpls,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,262,3,adaptive_cv,32,8,5,4,1,,,,,,
0.239,2nd,0.207,0.087,0.646,0.423,Sun Aug 06 00:33:25 2017,kknn,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,263,256,adaptive_cv,32,8,5,4,73,2.5161637925,epanechnikov,,,,
0.242,2nd,0.19,0.089,0.66,0.421,Sun Aug 06 00:33:56 2017,knn,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,264,30,adaptive_cv,32,8,5,4,4,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:34:07 2017,krlsPoly,8,1,polynomial C1 t C2,ignore,none,range01,11,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:34:19 2017,krlsRadial,8,1,polynomial C1 t C2,ignore,none,range01,11,,,,,,,,,,,,,,,
0.014,2nd,-0.014,0.118,0.826,0.548,Sun Aug 06 00:34:38 2017,lars,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,267,19,adaptive_cv,32,8,5,4,0.0148714499,,,,,,
-0.046,2nd,-0.057,0.115,0.861,0.582,Sun Aug 06 00:34:58 2017,lars2,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,268,20,adaptive_cv,32,8,5,4,5,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:35:03 2017,lasso,8,1,polynomial C1 t C2,ignore,none,range01,5,,,,,,,,,,,,,,,
-0.109,2nd,-0.092,0.119,0.89,0.617,Sun Aug 06 00:35:33 2017,leapBackward,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,270,29,adaptive_cv,32,8,5,4,4,,,,,,
-0.133,2nd,-0.113,0.12,0.907,0.63,Sun Aug 06 00:36:01 2017,leapForward,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,271,28,adaptive_cv,32,8,5,4,7,,,,,,
-0.133,2nd,-0.113,0.119,0.907,0.63,Sun Aug 06 00:36:29 2017,leapSeq,8,1,polynomial C1 t C2,ignore,none,range01,0.8147351591,random,272,28,adaptive_cv,32,8,5,4,7,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:36:32 2017,lm,8,1,polynomial C1 t C2,ignore,none,range01,2,,,,,,,,,,,,,,,
Fail,2nd,Fail,Fail,Fail,Fail,Sun Aug 06 00:36:37 2017,lmStepAIC,8,1,polynomial C1 t C2,ignore,none,range01,5,,,,,,,,,,,,,,,
