gam,0,0,0,0,1,0,0,0
dnn,0.004,0,0,0.05,17,0,0.007,0.018
relaxo,0.076,0,0,0.951612903225806,17,0.01,0.106,0.623
svmLinear3,0.07,0,0,0.552158273381295,17,0,0.251,0.408
qrf,0.257,0,0,1,17,0.491,0.774,0.909
BstLm,0.121,0,0.00444444444444444,1,17,0.164,0.323,0.45
lars2,0.178,0,0.02,1,17,0.307,0.514,0.748
elm,0.188,0,0.028028028028028,1,17,0.482,0.698,0.818
kernelpls,0.196,0,0.029029029029029,1,17,0.559,0.698,0.818
simpls,0.196,0,0.029029029029029,1,17,0.559,0.698,0.818
widekernelpls,0.196,0,0.03003003003003,1,17,0.555,0.698,0.818
leapBackward,0.196,0,0.032032032032032,1,17,0.551,0.719,0.817
leapForward,0.197,0,0.032032032032032,1,17,0.551,0.719,0.817
leapSeq,0.197,0,0.032032032032032,1,17,0.563,0.72,0.821
glmnet,0.192,0,0.035035035035035,0.971,17,0.498,0.695,0.823
glmboost,0.195,0,0.035035035035035,1,17,0.527,0.697,0.824
lars,0.195,0,0.037037037037037,1,17,0.51,0.69,0.822
svmLinear2,0.163,0,0.04004004004004,1,17,0.493,0.548,0.712
xgbTree,0.215,0,0.0500500500500501,0.884,17,0.503,0.562,0.65
icr,0.197,0,0.065,1,17,0.559,0.698,0.818
pcr,0.197,0,0.07,1,17,0.559,0.698,0.818
rpart2,0.244,0,0.129819662594532,0.821931589537223,16,0.575,0.689,0.724
ctree,0.276,0,0.138663967611336,1,17,0.58,0.733,0.815
ctree2,0.277,0,0.162955465587045,1,17,0.58,0.707,0.815
rpart,0.302,0,0.224083769633508,1,17,0.575,0.763,0.842
knn,0.166,0,0.245639534883721,0.615,17,0.299,0.332,0.443
cforest,0.296,0,0.284444444444444,0.999,17,0.61,0.732,0.839
kknn,0.232,0,0.307053941908714,0.823,17,0.437,0.472,0.563
rqlasso,0.259,0.001001001001001,0.335,1,17,0.793,0.827,0.981
foba,0.296,0,0.348547717842324,1,11,0.757,0.771,0.907
gamSpline,0.285,0,0.365145228215768,1,17,0.707,0.871,0.963
glm.nb,0.232,0,0.406639004149378,1,13,0.649,0.755,0.901
evtree,0.317,0,0.419087136929461,1,17,0.595,0.615,0.804
rqnc,0.267,0.001001001001001,0.426388888888889,1,17,0.791,0.824,0.981
ranger,0.363,0,0.483769633507853,0.99,17,0.745,0.818,0.954
RRFglobal,0.379,0,0.491099476439791,0.988,17,0.778,0.825,0.973
parRF,0.362,0,0.501570680628272,0.991,17,0.748,0.822,0.951
rf,0.365,0,0.504712041884817,0.99,17,0.744,0.824,0.953
Rborist,0.385,0,0.512041884816754,0.994,17,0.777,0.821,0.946
gbm,0.347,0,0.54954954954955,0.972,17,0.753,0.843,0.906
ppr,0.418,0,0.553553553553554,0.991951710261569,17,0.817,0.923,0.957
msaenet,0.554,0.341,0.555811871227364,0.770623742454728,2,0.642,0.685,0.728
RRF,0.405,0,0.601659453540515,0.989,16,0.784,0.843,0.97
xgbLinear,0.418,0,0.643895348837209,1,17,0.842,0.884,0.98
neuralnet,0.388,0,0.686910994764398,0.927,17,0.854,0.899,0.923
avNNet,0.412,0,0.701834928453633,0.975,18,0.874,0.901,0.954
nnet,0.424,0,0.747093023255814,0.971,17,0.877,0.925,0.938
pcaNNet,0.416,0,0.757194244604317,0.97,17,0.819,0.909,0.936
bagEarth,0.464,0,0.787769784172662,1,17,0.96,0.965,1
earth,0.456,0,0.81981981981982,1,17,0.926,0.956,0.978
cubist,0.505,0,0.941236559139785,1,16,1,1,1
