ifs smooth -C2-C3&C2+C3 onC1,42,-0.244,-0.166,-0.097,-0.044,0,-0.103,-1,-1,-0.363,-0.137,0,-0.468
poly C1 ^ C2,42,-0.371,-0.156,-0.051,0,0.096,-0.074,-1,-0.882,-0.226,0,1,-0.254
sparsity NA,9,-0.083,-0.064,-0.05,0,0.007,-0.036,-1,-0.288,-0.2,0,0.047,-0.219
colinerity middle is correct,42,-0.038,-0.019,-0.016,-0.005,0.044,-0.009,-0.057,-0.014,-0.012,-0.005,0.077,-0.004
composite 1,46,-0.078,-0.03,-0.01,0.006,0.04,-0.013,-1,-0.196,-0.054,0.015,0.304,-0.2
noise in predictors,42,-0.053,-0.017,-0.007,0.01,0.07,-0.001,-0.062,-0.013,-0.005,0.009,0.141,0.002
Spread thinly,42,-0.065,-0.019,-0.001,0.008,0.146,0.004,-0.238,-0.029,-0.001,0.005,0.287,-0.002
basic latent features,52,-0.076,0,0,0.01,0.142,0.009,-0.059,0,0,0.006,0.573,0.027
poly C1 t C2 t C3,42,-0.197,0,0,0,0,-0.014,-1,0,0,0,0,-0.181
bm C1 ^ 2,42,-0.094,-0.001,0,0.02,0.246,0.021,-0.595,-0.001,0,0.011,0.444,0.016
bm C1 ^ .5,42,-0.051,-0.014,0,0.008,0.236,0.012,-0.141,-0.009,0,0.007,0.202,0.011
bm C1 ^ -2,42,-0.002,0,0,0,0,0,-1,0,0,0,0,-0.024
poly C1 t C2,42,-0.046,0,0,0.032,0.131,0.018,-1,0,0,0.049,1,0.076
poly C1 t C2 t C3^1d3,42,-0.224,-0.07,0,0,0.062,-0.033,-1,-0.094,0,0,0.484,-0.129
ifs 1 & -1 on C1,42,-0.438,-0.201,0,0.053,0.329,-0.031,-1,-1,0,0.035,0.327,-0.329
ifs nested 2 layer,42,-0.007,0,0,0.021,0.099,0.014,-1,0,0,0.247,1,0.133
median subtraction in each row,42,-0.121,-0.023,0,0,0.015,-0.017,-1,-0.87,0,0,0.556,-0.263
colinerity unnecessary,42,-0.025,0,0,0.025,0.137,0.016,-0.048,0,0,0.018,0.218,0.022
sparsity 20,42,-0.05,-0.001,0,0,0.036,0,-1,-0.056,0,0,1,-0.012
composite complete,42,-0.085,-0.015,0,0.008,0.114,0.001,-0.423,-0.013,0,0.009,0.196,-0.004
ifs C2+C3 & C4+C5 on C1,42,-0.113,-0.054,0,0.029,0.341,0.009,-1,-0.28,0.001,0.087,0.842,-0.099
rescale isotonic addition ran bin,42,-0.04,-0.003,0.002,0.024,0.065,0.009,-0.034,-0.002,0.001,0.02,0.073,0.011
composite 2,46,-0.061,-0.029,0.004,0.044,0.07,0.006,-0.208,-0.061,0.016,0.105,0.201,0.015
mean subtraction in each row,42,-0.035,0,0.008,0.039,0.16,0.028,-0.571,0,0.016,0.167,0.581,0.059
bm 1dC1,42,-0.194,0,0.008,0.07,0.311,0.046,-1,0,0.806,1,1,0.487
bm sin(C2),42,-0.006,0.006,0.01,0.028,0.185,0.028,-0.094,0.003,0.006,0.022,0.222,0.025
outliers,42,-0.052,-0.005,0.013,0.062,0.338,0.04,-1,-0.004,0.016,0.101,1,0.063
rescale isotonic addition,42,-0.013,0.007,0.014,0.025,0.128,0.023,-0.015,0.005,0.008,0.023,0.272,0.028
needles in haystack,38,-0.027,0,0.016,0.032,0.079,0.021,-1,0,0.02,0.239,1,0.152
quantilization,42,-0.079,0.013,0.022,0.037,0.137,0.028,-0.088,0.008,0.012,0.028,0.298,0.033
bm log(C1),42,-0.162,-0.02,0.022,0.056,0.249,0.016,-0.388,-0.021,0.021,0.065,1,0.021
needles hay noise,37,-0.02,0,0.028,0.057,0.105,0.031,-0.233,0,0.065,0.326,1,0.202
ifs C1 & C2 on C1,42,-0.055,0,0.039,0.094,0.258,0.056,-0.19,0,0.044,0.148,1,0.096
ifs C2 & -C2 on C1,42,-0.013,0.009,0.044,0.123,0.344,0.075,-0.2,0.007,0.219,0.711,1,0.364
ifs C2 & C3t2 on C4g1.5,42,-0.035,0.012,0.048,0.091,0.258,0.06,-0.045,0.011,0.048,0.092,1,0.075
sparsity 0,42,-0.026,0.032,0.052,0.086,0.109,0.051,-0.056,0.041,0.082,0.105,0.177,0.07
rescale 4 poly,42,-0.137,0,0.055,0.105,0.214,0.057,-1,0,0.071,0.337,1,0.157
ifs -C2-C3 & C2+C3 on C1,42,-0.017,0.025,0.062,0.095,0.206,0.066,-0.168,0.073,0.388,1,1,0.445
ifs C1&C2 on random,42,0.038,0.087,0.123,0.151,0.247,0.121,0.098,0.159,0.21,0.289,0.6,0.24
