dnn,0.012,0,0,0.308760683760684,74,0.004,0.012,0.03
superpc,0.104,0,0,0.965269461077844,64,0.018,0.129,0.65
WM,0.105,0,0,0.708,69,0.197,0.245,0.372
qrf,0.179,0,0,1,73,0.257,0.484,0.706
krlsPoly,0.047,0,0.024906600249066,0.348600508905852,73,0.073,0.115,0.171
evtree,0.194,0,0.0910910910910911,1,73,0.313,0.432,0.531
rpart2,0.209,0,0.139,1,75,0.338,0.423,0.624
pcr,0.278,0,0.150523930897763,1,70,0.459,0.704,0.93
rpart,0.194,0,0.155763239875389,1,75,0.31,0.374,0.564
bam,0.108,0,0.184057971014493,0.938837920489297,4,0.399,0.579,0.759
ctree,0.204,0,0.18597846202993,1,50,0.316,0.458,0.541
ctree2,0.208,0,0.209803418803419,1,46,0.314,0.458,0.534
rpart1SE,0.222,0,0.214285714285714,1,75,0.361,0.485,0.64
relaxo,0.267,0,0.221221221221221,1,73,0.533,0.734,0.959
knn,0.202,0,0.245179063360882,0.967640918580376,73,0.362,0.416,0.558
xgbTree,0.243,0,0.245939675174014,1,75,0.484,0.55,0.714
randomGLM,0.19,0.264993026499303,0.264993026499303,0.264993026499303,1,0.265,0.265,0.265
BstLm,0.277,0,0.271309771309771,0.997,75,0.475,0.597,0.877
SBC,0.232,0,0.282,0.749700598802395,49,0.421,0.489,0.649
nnet,0.321,0,0.29635150812065,1,70,0.534,0.812,0.929
gbm,0.301,0,0.302243596963485,0.940940940940941,72,0.561,0.659,0.775
elm,0.362,0,0.302521008403361,1,73,0.697,0.944,1
avNNet,0.316,0,0.303,1,69,0.513,0.738,0.909
pcaNNet,0.324,0,0.309160305343511,1,71,0.492,0.817,0.931
kknn,0.231,0,0.311,0.776047904191617,71,0.401,0.465,0.528
avNNe,0.335,0.335,0.335,0.335,1,0.335,0.335,0.335
kernelpls,0.396,0,0.375481896058046,1,70,0.798,0.945,1
cforest,0.311,0,0.398601612115291,0.998,66,0.492,0.537,0.708
treebag,0.308,0,0.40384601255391,1,74,0.552,0.618,0.738
gam,0.117,0,0.406249168993485,0.568115942028986,4,0.472,0.504,0.536
icr,0.394,0,0.411594202898551,1,71,0.698,0.941,1
bayesglm,0.381,0,0.412831241283124,1,75,0.699,0.946,1
simpls,0.395,0,0.415406701708279,1,70,0.767,0.938,0.999
widekernelpls,0.398,0,0.415406701708279,1,70,0.774,0.951,0.999
lm,0.393,0,0.418094085207976,1,72,0.778,0.944,1
glm,0.393,0,0.418094085207976,1,72,0.743,0.95,1
svmLinear3,0.372,0,0.418141592920354,0.968,63,0.695,0.843,0.927
blasso,0.374,0,0.421302489780751,0.998,74,0.726,0.937,0.968
ridge,0.394,0,0.422391857506361,1,73,0.793,0.953,1
ranger,0.369,0,0.426966292134831,0.999,73,0.634,0.712,0.903
msaenet,0.433,0,0.437206954998191,1,30,0.822,0.933,1
lars2,0.395,0,0.437504382742209,1,70,0.745,0.938,0.999
parRF,0.371,0,0.441011235955056,1,73,0.623,0.698,0.863
blassoAveraged,0.379,0,0.44625641025641,0.998,74,0.726,0.941,0.978
plsRglm,0.4,0,0.450516245840673,1,74,0.774,0.944,1
glmStepAIC,0.414,0,0.451814273841212,1,70,0.805,0.945,1
lmStepAIC,0.415,0,0.451814273841212,1,70,0.811,0.945,1
bridge,0.383,0,0.45203679369251,0.999,74,0.728,0.944,0.981
glmnet,0.423,0,0.456196581196581,1,73,0.912,0.948,0.969
ppr,0.446,0,0.458289055209583,1,70,0.937,0.979,0.998
rf,0.367,0,0.464037122969838,0.999,73,0.631,0.694,0.886
xgbLinear,0.383,0,0.466814159292035,1,75,0.66,0.772,0.948
RRFglobal,0.372,0,0.467889908256881,1,73,0.618,0.711,0.924
lars,0.428,0,0.472629949415664,1,72,0.846,0.937,0.97
krlsRadial,0.439,0,0.480351170568562,0.998998998998999,72,0.863,0.942,0.994
leapBackward,0.417,0,0.482300884955752,1,59,0.781,0.934,1
enet,0.41,0,0.483176347462062,1,74,0.749,0.914,0.96
lasso,0.427,0,0.48469387755102,1,73,0.879,0.947,0.975
spikeslab,0.415,0,0.491879350348028,1,63,0.863,0.955,1
RRF,0.391,0,0.494199535962877,1,73,0.687,0.724,0.913
gamSpline,0.457,0,0.500295770482106,1,70,0.921,0.957,1
spls,0.428,0,0.506619914720159,1,72,0.888,0.958,1
bagEarthGCV,0.433,0,0.508905852417303,1,73,0.917,0.965,0.998
foba,0.427,0,0.511457423870417,1,72,0.81,0.953,1
leapSeq,0.488,0,0.521367521367521,1,43,0.93,0.971,1
Rborist,0.401,0,0.534181244433694,1,64,0.666,0.729,0.928
gcvEarth,0.455,0,0.550365389256885,1,70,0.938,0.976,1
bartMachine,0.393,0,0.56211961722488,0.998,54,0.646,0.733,0.82
glmboost,0.513,0,0.583853482260184,1,48,0.934,0.956,0.999
extraTrees,0.424,0,0.584,1,47,0.671,0.727,0.906
leapForward,0.477,0,0.587006960556845,1,47,0.911,0.959,1
svmLinear2,0.506,0,0.605975673732683,1,50,0.925,0.939,0.953
rlm,0.472,0,0.607012674525365,1,70,0.943,0.987,1
gamboost,0.506,0,0.609183673469388,1,49,0.94,0.978,0.985
bagEarth,0.535,0,0.691011235955056,1,73,0.937,0.963,0.994
earth,0.532,0,0.70577463193658,1,70,0.909,0.951,0.986
qrnn,0.502,0,0.720511457871008,1,70,0.94,0.994,1
cubist,0.582,0,0.924103660727588,1,76,0.987,0.999,1
glm.nb,0.928,0.941317365269461,0.998998998998999,1,3,0.999,1,1
