noise in predictors,210,80,10,0.428571428571429
bm C1 ^ .5,210,81,10,0.433333333333333
ifs C2 & C3t2 on C4g1.5,210,82,10,0.438095238095238
quantilization,210,82,10,0.438095238095238
composite 2,210,82,10,0.438095238095238
ifs C1&C2 on random,210,83,10,0.442857142857143
colinerity middle is correct,210,83,10,0.442857142857143
Spread thinly,210,83,10,0.442857142857143
sparsity 0,210,83,10,0.442857142857143
composite 1,210,83,10,0.442857142857143
bm log(C1),210,84,10,0.447619047619048
poly C1 ^ C2,210,84,10,0.447619047619048
poly C1 t C2 t C3,210,84,10,0.447619047619048
composite complete,210,84,10,0.447619047619048
rescale isotonic addition ran bin,212,85,10,0.44811320754717
bm C1 ^ -2,210,85,10,0.452380952380952
colinerity unnecessary,212,86,10,0.452830188679245
rescale isotonic addition,214,87,10,0.453271028037383
bm C1 ^ 2,210,86,10,0.457142857142857
ifs nested 2 layer,210,86,10,0.457142857142857
sparsity 20,210,86,10,0.457142857142857
ifs C1 & C2 on C1,212,87,10,0.457547169811321
median subtraction in each row,214,88,10,0.457943925233645
rescale 4 poly,214,88,10,0.457943925233645
ifs smooth -C2-C3&C2+C3 onC1,216,89,10,0.458333333333333
bm sin(C2),218,90,10,0.458715596330275
ifs C2+C3 & C4+C5 on C1,218,90,10,0.458715596330275
ifs -C2-C3 & C2+C3 on C1,214,89,10,0.462616822429907
mean subtraction in each row,214,89,10,0.462616822429907
bm 1dC1,218,92,10,0.467889908256881
basic latent features,215,91,10,0.469767441860465
poly C1 t C2,212,90,10,0.471698113207547
ifs C2 & -C2 on C1,218,94,10,0.477064220183486
ifs 1 & -1 on C1,222,98,10,0.486486486486487
poly C1 t C2 t C3^1d3,222,99,10,0.490990990990991
outliers,210,94,10,0.495238095238095
needles hay noise,22,11,0,0.5
needles in haystack,203,113,10,0.605911330049261
sparsity NA,208,188,1,0.908653846153846
random,85,82,0,0.964705882352941
