regr.featureless,0.018,0,0,0.939075630252101,80,0.002,0.007,0.03
regr.elmNN,0.026,0,0,0.941176470588235,78,0.008,0.042,0.112
regr.h2o.glm,0.12,0,0,0.815,11,0.208,0.36,0.619
regr.frbs,0.147,0,0.0699909602682265,0.939075630252101,78,0.228,0.338,0.499
regr.ctree,0.215,0,0.11479170142101,1,80,0.385,0.486,0.701
regr.bst,0.181,0,0.148860673300592,0.96958174904943,78,0.319,0.403,0.689
regr.rpart,0.22,0,0.155708175031218,1,78,0.359,0.499,0.628
regr.rknn,0.167,0,0.1945,0.94327731092437,78,0.3,0.349,0.446
regr.fnn,0.197,0,0.204,0.953781512605042,78,0.319,0.446,0.586
regr.evtree,0.248,0,0.244,1,78,0.387,0.537,0.663
regr.LiblineaRL2L2SVR,0.274,0,0.248117107942974,0.966157205240175,78,0.57,0.662,0.922
regr.slim,0.325,0,0.253773536895674,1,78,0.606,0.903,0.978
regr.h2o.deeplearning,0.303,0,0.268,0.955172413793104,77,0.702,0.807,0.852
regr.xgboost,0.225,0,0.306601659751037,0.930672268907563,76,0.437,0.562,0.612
regr.cforest,0.242,0,0.310580152671756,0.947478991596639,80,0.421,0.473,0.6
regr.nodeHarvest,0.283,0,0.329,0.988,77,0.466,0.547,0.75
regr.rvm,0.291,0,0.332629180905043,0.940993788819876,76,0.52,0.667,0.742
avNNe,0.335,0.335,0.335,0.335,1,0.335,0.335,0.335
regr.h2o.randomForest,0.267,0,0.346289752650177,0.936974789915966,77,0.477,0.531,0.631
regr.randomForestSRC,0.257,0,0.35366083668381,0.939075630252101,80,0.438,0.543,0.637
regr.gausspr,0.288,0,0.380114503816794,0.936974789915966,78,0.541,0.62,0.691
regr.cvglmnet,0.376,0,0.388959100204499,1,78,0.859,0.957,0.968
regr.glm,0.373,0,0.396382483370288,1,78,0.833,0.957,1
regr.lm,0.373,0,0.396382483370288,1,78,0.833,0.957,1
regr.pcr,0.374,0,0.396382483370288,1,78,0.833,0.957,1
regr.plsr,0.373,0,0.396382483370288,1,78,0.833,0.957,1
regr.rsm,0.373,0,0.396382483370288,1,78,0.833,0.957,1
regr.gbm,0.344,0,0.463104325699746,0.973,77,0.618,0.733,0.819
regr.LiblineaRL2L1SVR,0.359,0,0.471020076817758,1,78,0.697,0.83,0.961
regr.h2o.gbm,0.352,0,0.473460721868365,0.995,77,0.601,0.698,0.779
regr.RRF,0.371,0,0.489537696081819,0.981152993348115,76,0.639,0.754,0.94
regr.blackboost,0.383,0,0.502851957479907,0.968335035750766,78,0.703,0.767,0.856
regr.randomForest,0.389,0,0.521074441320112,1,76,0.657,0.777,0.903
regr.ranger,0.39,0,0.531,1,75,0.656,0.805,0.903
regr.ksvm,0.435,0,0.535788288288288,0.991701244813278,76,0.871,0.924,0.95
regr.bartMachine,0.411,0,0.550063371356147,1,79,0.698,0.781,0.863
regr.earth,0.452,0,0.550564301552106,1,74,0.944,0.973,1
regr.mars,0.455,0,0.562562562562563,1,74,0.931,0.98,1
regr.svm,0.441,0,0.572788288288288,0.997955010224949,76,0.86,0.936,0.947
regr.extraTrees,0.428,0,0.573049707602339,1,76,0.729,0.849,0.941
regr.glmboost,0.419,0,0.60097514365807,1,76,0.868,0.946,1
regr.glmnet,0.419,0,0.614080998291525,1,76,0.89,0.97,0.991
regr.gamboost,0.438,0,0.617617617617618,1,78,0.875,0.943,0.992
regr.brnn,0.484,0,0.632508833922262,1,75,0.937,0.969,0.978
regr.nnet,0.501,0,0.639552631578947,1,72,0.95,0.972,0.99
regr.mob,0.469,0,0.64519056261343,1,74,0.925,0.97,1
regr.km,0.565,0,0.771405204460966,1,74,0.917,0.955,0.973
regr.cubist,0.546,0,0.8775,1,80,0.99,1,1
