0.753,0.662,-0.182,0.33,0.7
-1.278,-1.019,1.068,0.128,0.998
-0.337,0.175,-2.476,-0.81,-0.06
-0.223,-1.081,-0.089,-0.268,1.159
-0.461,0.206,-1.6,-0.308,1.785
0.607,0.756,0.676,-0.027,-0.857
-2.848,0.217,-1.462,0.135,0.486
-0.649,-1.541,-0.29,0.86,0.62
0.384,1.103,-2.383,-0.086,-0.102
0.123,-0.213,-1.469,-0.322,0.28
3.375,1.169,0.685,-0.118,-0.852
1.472,0.151,1.239,0.213,-2.1
-0.413,0.589,-1.342,-1.621,0.195
-2.279,-2.502,0.157,0.295,0.671
-1.737,0.08,0.398,-0.806,-1.49
0.326,-0.387,0.113,-3.547,1.677
0.296,-0.93,0.285,0.439,0.901
-0.512,1.999,-1.119,-0.162,0.955
1.059,0.586,1.296,0.329,0.821
1.594,0.39,0.697,-0.306,-1.153
1.262,1.881,-2.179,0.375,-3.027
-2.497,0.102,-0.802,0.442,-0.521
1.69,-0.805,-0.675,-0.775,-0.325
-0.039,0.872,0.045,-1.151,-0.435
-1.747,-0.891,-1.234,-0.422,1.455
4.184,1.307,1.229,2.185,-0.044
-3.678,-0.952,-0.107,0.327,0.394
-0.354,-1.569,1.04,0.523,-1.329
0.739,0.765,0.634,1.728,-0.488
1.585,1.451,1.203,-0.523,-1.433
-1.701,-2.024,0.018,-0.116,-1.323
-2.008,-0.622,-0.511,0.924,-1.315
-1.691,-2.925,1.224,0.323,-0.291
-1.383,-1.402,1.593,-1.851,-0.279
-1.887,0.111,0.348,0.573,1.936
0.202,0.433,0.578,0.753,-0.898
-1.976,0.654,-1.324,1.942,0.11
-0.258,-1.388,1.016,-0.523,2.856
-2.238,-1.321,-1.53,-0.714,-0.088
0.028,0.825,-2.821,-1.17,-0.421
-0.769,-1.823,-0.136,0.185,-0.059
-0.175,0.318,0.759,-0.35,1.119
0.719,-0.476,0.599,-1.718,1.044
2.718,1.158,0.034,0.841,0.975
-0.355,-0.396,0.143,-1.164,-0.372
0.901,1.555,0.59,-0.139,-0.74
-3.291,-0.317,0.359,-0.086,0.141
-0.854,0.086,-0.836,0.806,-0.607
-0.749,0.573,0.285,-1.102,0.546
3.571,0.748,2.086,-0.726,0.582
-0.882,1.346,-0.972,-1.068,0.106
0.027,1.723,-1.409,-0.43,-1.451
2.124,1.513,0.752,-0.17,1.209
1.755,-0.588,0.667,-0.358,-0.018
-1.074,0.641,-1.591,1.577,-1.978
-2.537,-0.577,-0.633,-0.523,0.794
1.137,-0.729,0.585,-0.774,0.458
3.098,0.964,1.734,-0.596,-0.177
4.062,-1.294,1.663,-0.964,0.626
-0.083,-1.128,-0.557,0.654,-0.526
4.33,3.012,-0.018,-0.124,1.832
0.708,0.476,-0.566,1.912,-1.102
2.274,1.196,0.262,-0.865,2.092
2.946,1.663,0.166,0.261,1.254
-0.432,-0.019,1.54,0.362,-1.243
2.743,-0.385,0.955,0.208,0.196
-2.082,-0.989,-0.339,-0.32,-0.238
-2.191,-0.613,0.376,-1.165,-0.289
1.026,-0.007,0.02,-0.152,0.536
-1.071,0.348,0.216,2.158,-1.042
0.867,0.806,-0.744,-0.825,0.103
2.051,-0.539,0.194,-1.085,-0.865
4.625,0.925,0.527,-0.817,-0.245
-3.838,-1.152,-2.085,-0.486,-1.31
-0.981,-0.102,-0.175,-0.279,-1.047
-2.659,-0.032,-1.355,0.88,-0.08
0.257,-1.639,1.029,-1.339,-0.862
-1.431,-0.945,1.713,0.784,1.9
0.653,-1.359,1.273,-0.886,0.521
0.439,1.326,-0.54,0.564,-0.059
-2.562,-0.884,0.038,-0.988,0.652
-0.758,0.854,-0.491,-1.378,0.637
1.318,0.036,1.339,-0.241,-2.027
1.658,-0.79,0.312,0.043,1.011
1.757,1.67,-0.767,-0.195,-0.417
-1.342,-0.575,-0.603,0.162,1.786
-0.408,1.149,-1.001,-0.592,-1.935
2.319,-0.499,1.123,-1.233,-0.639
-0.163,-0.294,-0.138,-0.091,0.33
0.714,0.603,0.475,0.659,-0.238
0.178,0.111,0.375,-1.185,-0.897
0.039,1.43,0.207,-0.014,-0.503
-1.306,-1.448,0.175,-1.584,0.305
-2.61,-1.681,-1.548,-0.478,0.809
0.468,-1.373,-0.231,0.377,0.542
0.982,-0.752,0.968,0.496,1.133
0.963,1.401,-0.394,-0.14,-2.253
-0.78,0.064,-0.328,0.343,-0.17
-1.018,-1.627,-0.452,-0.226,-2.195
0.22,-0.958,-0.368,0.392,1.599
