glm,2,4,3.33333333333333,4
lm,2,4,3.33333333333333,4
bayesglm,2,4,3.66666666666667,5
enet,4,4,4,4
glm.nb,4,4,4,4
rpart1SE,4,4,4,4
gcvEarth,3,4,4.33333333333333,6
lasso,5,5,5,5
lmStepAIC,4,5,5,6
glmStepAIC,4,6,5.33333333333333,6
blasso,6,6,6,6
bridge,6,6,6,6
blassoAveraged,7,7,7,7
krlsPoly,7,7,7,7
leapForward,3,7,8,15
pcr,2,8,8.38888888888889,16
leapBackward,2,8.5,8.85,16
leapSeq,5,8.5,9.4,16
rpart,2,9,8.88888888888889,14
lars2,4,9,9.35,16
simpls,2,9,9.5,22
kernelpls,2,10,9.55,18
krlsRadial,10,10,10,10
rpart2,3,10,10.2352941176471,18
elm,4,11,10.9,18
earth,5,11,10.9473684210526,18
widekernelpls,2,11,11,20
relaxo,5,11,12.7222222222222,33
foba,3,11.5,10.75,20
knn,2,11.5,10.95,17
lars,5,12,10.95,17
glmnet,4,12,13.3684210526316,23
svmRadial,5,13.5,13.6666666666667,25
svmRadialSigma,4,14,13.7222222222222,26
ppr,5,14.5,14.5,33
svmRadialCost,10,15,15.6111111111111,25
svmLinear3,6,15.5,15.2777777777778,29
ctree2,6,15.5,16.3,32
rf,6,15.5,18.8888888888889,39
treebag,16,16,16,16
ranger,5,16.5,15.6666666666667,24
svmPoly,6,16.5,26.3888888888889,148
ctree,5,17.5,17.1,33
dnn,9,18,17.9,27
kknn,11,19,21.15,37
gbm,13,19,23.1666666666667,47
nnet,8,19.5,19.9444444444444,43
pcaNNet,11,19.5,21.5,39
bagEarthGCV,14,20,22,32
cforest,5,20.5,23.85,51
icr,7,21.5,20.8,33
glmboost,8,22,27.05,60
parRF,6,27,24.6111111111111,49
xgbLinear,9,28,28,47
gamSpline,11,29,28.55,51
RRFglobal,10,32.5,33.0555555555556,77
svmLinear2,13,32.5,51.7222222222222,196
msaenet,14,33,37.7857142857143,65
svmLinear,15,33,46.7222222222222,120
RRF,19,41,45.0666666666667,82
qrf,10,47,49.1666666666667,125
avNNet,25,56.5,55.95,99
cubist,23,73,92.7894736842105,437
gamboost,80,80,80,80
DENFIS,82,82,82,82
xgbTree,44,95.5,101.666666666667,229
bagEarth,30,135.5,142.05,287
neuralnet,35,144,441.866666666667,1803
Rborist,46,146,138.5,270
evtree,96,204,241.947368421053,548
BstLm,70,213,1724.65,30717
partDSA,133,291,297.733333333333,493
blackboost,280,295,319,382
bstSm,439,439,439,439
bstTree,223,834.5,845.05,1675
bag,Inf,,,-Inf
bam,Inf,,,-Inf
bartMachine,Inf,,,-Inf
extraTrees,Inf,,,-Inf
gam,Inf,,,-Inf
gaussprLinear,Inf,,,-Inf
gaussprPoly,Inf,,,-Inf
gaussprRadial,Inf,,,-Inf
gbm_h2o,Inf,,,-Inf
glmnet_h2o,Inf,,,-Inf
logicBag,Inf,,,-Inf
logreg,Inf,,,-Inf
M5,Inf,,,-Inf
M5Rules,Inf,,,-Inf
nnls,Inf,,,-Inf
ordinalNet,Inf,,,-Inf
penalized,Inf,,,-Inf
pls,Inf,,,-Inf
plsRglm,Inf,,,-Inf
pythonKnnReg,Inf,,,-Inf
qrnn,Inf,,,-Inf
randomGLM,Inf,,,-Inf
ridge,Inf,,,-Inf
rlm,Inf,,,-Inf
rqlasso,Inf,,,-Inf
rqnc,Inf,,,-Inf
rvmLinear,Inf,,,-Inf
rvmPoly,Inf,,,-Inf
rvmRadial,Inf,,,-Inf
SBC,Inf,,,-Inf
spikeslab,Inf,,,-Inf
spls,Inf,,,-Inf
superpc,Inf,,,-Inf
svmBoundrangeString,Inf,,,-Inf
svmExpoString,Inf,,,-Inf
svmSpectrumString,Inf,,,-Inf
WM,Inf,,,-Inf
xyf,Inf,,,-Inf
