0.031,0.876,-1.313,-1.796,2.128,0.867,0.268,-0.031,-0.416,-0.806,1,0
-0.88,1.335,-0.147,0.159,-0.814,-0.359,1.599,0.147,-1.51,0.871,1,0
-0.073,-0.957,0.515,0.129,0.073,0.678,-2.618,-0.404,0.542,-0.733,1,0
-1.574,-0.099,-0.863,-0.08,0.08,0.923,-0.242,0.398,1.106,0.173,1,0
0.045,0.083,1.365,-1.816,0.659,-0.481,-0.045,0.048,-1.09,-0.484,1,0
1.256,-0.468,-1.07,1.289,-1.792,-0.166,0.679,0.318,0.166,-0.447,1,0
0.572,0.635,-0.907,-1.36,-0.792,1.486,-0.594,-0.183,1.463,0.183,1,0
-0.282,0.037,0.355,-0.037,-0.341,1.278,0.481,-0.647,-0.562,0.303,1,0
-1.553,0.139,-0.202,-1.217,0.175,0.075,-0.036,-0.556,0.581,0.036,1,0
0.118,-1.223,1.395,-0.016,0.016,0.032,-1.21,1.273,-0.294,-0.096,1,0
1.509,-0.157,-2.112,1.606,0.157,-0.426,-0.813,0.217,3.28,-0.643,1,0
-0.518,0.279,-0.374,0.214,-0.214,0.36,1.061,-0.627,-0.311,2.2,1,0
-1.677,-1.288,0.691,-0.478,-0.687,0.278,0.325,0.123,-0.123,1.377,1,0
1.687,-0.968,-0.009,-0.45,-1.403,0.009,1.382,0.336,0.171,-0.089,1,0
-1.089,-0.427,-0.458,1.369,1.391,-0.151,0.896,0.151,-0.81,1.966,1,0
1.07,-1.749,-0.216,-1.009,0.158,-0.158,1.033,0.98,1.496,-2.776,1,0
2.84,2.988,-0.105,0.005,0.462,-0.405,1.574,-0.144,-0.549,-0.005,1,0
-1.029,-0.136,0.643,-0.693,0.904,0.136,1.098,1.196,-0.744,-0.515,1,0
-1.358,-1.132,1.662,-1.807,1.35,-0.001,0.82,0.064,-0.002,0.001,1,0
-0.074,-0.401,-0.944,-0.307,0.25,1.118,1.3,-0.379,0.373,0.074,1,0
0.764,2.336,-0.463,-0.157,0.157,-1.241,2.97,-1.201,-1.311,0.94,1,0
0.269,1.33,-0.31,0.942,0.399,-0.269,0.336,-0.899,-0.554,-0.651,1,0
1.906,-0.005,-1.057,0.689,-1.658,-0.044,0.005,-0.65,1.533,0.705,1,0
-1.161,0.514,-0.702,-0.816,-0.173,0.094,1.41,0.813,0.578,-0.094,1,0
-0.214,0.974,0.264,-0.917,1.339,-1.079,-1.497,0.149,-0.149,1.784,1,0
0.282,0.818,-0.092,0.098,-0.001,-0.738,1.102,-0.493,0.001,-0.376,1,0
-1.795,1.4,0.674,-0.916,-1.46,0.42,-1.276,2.903,0.709,-0.42,1,0
0.429,-1.09,0.357,-1.025,-0.284,1.664,0.548,0.284,-1.214,-0.81,1,0
1.268,0.141,-0.472,0.347,-0.141,-0.684,0.16,-1.018,1.231,-1.337,1,0
0.678,-0.014,0.58,-0.65,-0.166,1.827,-0.303,0.014,-1.309,0.219,1,0
0.875,-1.273,0.258,-0.112,-0.725,-0.405,0.112,-0.983,2.281,1.446,1,0
1.02,-0.78,-0.704,-0.612,0.179,1.056,0.082,1.216,-0.947,-0.082,1,0
2.165,-0.15,-1.512,1.122,0.15,-1.565,0.544,-0.931,-0.955,0.837,1,0
0.582,-1.683,1.404,0.049,0.295,1.123,-0.9,-1.385,-0.049,-1.981,1,0
-0.018,2.194,-0.522,0.372,-2.292,0.009,-0.009,-1.113,0.056,0.775,1,0
0.475,-1.743,3.071,-0.149,-0.787,-0.184,0.303,0.505,0.149,-0.745,1,0
-0.286,0.64,0.446,-1.501,0.944,-0.642,-0.187,0.187,0.564,-1.132,1,0
-0.113,0.191,-0.754,2.232,0.387,0.113,-0.311,0.489,-0.433,-0.708,1,0
-1.007,-0.46,1.055,0.512,0.44,-0.798,0.762,-0.88,1.097,-0.44,1,0
-0.819,1.922,-1.714,0.071,-0.302,-0.004,-1.358,0.004,0.37,1.7,1,0
-1.257,1.373,-1.687,0.348,-1.511,0.185,1.061,0.251,-0.185,-2.308,1,0
-0.271,0.833,-0.385,0.271,0.665,0.611,0.638,-1.31,-0.392,-1.679,1,0
-0.805,0.132,-0.848,2.489,-1.496,1.967,-0.505,0.341,2.261,-0.132,1,0
1.592,0.355,1.024,0.045,-1.563,-0.708,-0.428,-0.045,1.313,-1.568,1,0
0.206,-0.936,-0.304,-0.083,0.008,-0.008,3.073,-0.422,0.703,0.951,1,0
-0.095,-0.953,-1.984,0.965,-0.543,3.3,2.289,-0.816,0.095,0.259,1,0
0.194,-1.114,0.006,0.521,-0.088,-1.281,-1.049,-0.006,0.208,0.826,1,0
1.133,-0.215,-0.518,1.954,-0.056,1.406,-1.56,0.552,0.056,-0.166,1,0
-0.72,-1.13,1.235,0.227,-0.122,1.51,0.039,-0.039,-0.921,0.678,1,0
-0.51,1.016,0.877,1.176,-1.289,-0.031,-1.229,1.776,-0.876,0.031,1,0
0.08,-0.883,0.654,0.69,-0.66,1.789,-0.776,-2.354,0.291,-0.08,1,0
0.396,0.127,0.072,-0.072,-0.522,-0.117,-0.481,-0.255,0.993,0.248,1,0
1.946,-0.108,-0.071,1.479,0.342,-0.307,1.615,0.071,-1.35,-0.763,1,0
1.332,1.302,-0.832,0.029,-0.869,-1.203,1.207,-0.487,-0.029,0.357,1,0
-1.543,0.237,-0.237,0.738,-2.193,-0.314,0.769,0.874,-1.688,0.765,1,0
-0.002,0.833,2.377,1.147,-0.034,-1.264,2.212,-1.348,-1.38,0.002,1,0
-1.321,0.632,1.617,-1.408,2.41,1.254,-1.309,0.352,-0.352,-0.511,1,0
1.626,1.629,-1.921,-0.633,2.181,-0.682,0.724,-1.09,0.004,-0.004,1,0
-1.233,0.198,-0.998,0.103,0.847,-0.103,0.225,-0.834,0.17,-1.542,1,0
1.435,-0.036,0.036,-0.283,0.422,-0.038,0.657,-2.72,0.649,-1.01,1,0
1.48,0.137,-0.1,-0.307,-0.753,-0.558,0.57,-1.106,0.492,0.1,1,0
1.025,0.57,-1.563,-1.167,1.739,-0.57,-0.741,1.254,-0.931,1.972,1,0
0.806,-0.165,-0.514,-0.963,0.343,-0.231,0.165,1.462,1.832,-0.313,1,0
-0.651,-0.111,0.111,1.324,0.977,-0.383,0.818,-0.211,0.146,-0.573,1,0
0.76,1.382,1.395,-0.242,0.168,-0.63,-0.339,0.102,-0.709,-0.102,1,0
-0.664,0.95,1.136,-1.292,-1.462,0.639,1.163,-0.639,-1.243,1.187,1,0
-0.883,-0.181,2.34,0.393,0.5,0.181,-0.9,1.105,-0.646,-0.797,1,0
-0.87,-1.625,-1.046,1.286,0.985,0.33,-0.33,-1.944,1.599,1.17,1,0
0.135,0.147,-0.135,-0.574,-0.594,0.524,-0.471,1.672,1.573,-0.889,1,0
-1.249,0.095,-0.718,0.497,-0.77,-0.174,1.256,1.356,-0.095,2.138,1,0
-0.904,1.604,0.244,0.342,-0.224,-1.194,1.143,0.224,-0.737,-0.649,1,0
-0.135,-1.31,1.045,1.184,0.333,-0.416,0.301,-1.516,0.135,-0.31,1,0
-0.607,-0.734,-2.22,-0.102,-0.006,0.255,0.172,0.734,1.245,0.006,1,0
-0.854,-0.154,0.154,-1.775,0.645,1.715,-0.832,-0.795,0.649,1.945,1,0
-0.121,-1.769,0.011,1.249,-0.011,-0.075,1.484,0.86,1.713,-1.328,1,0
-0.694,0.609,-0.781,-0.363,1.538,-0.726,1.619,2.13,0.088,-0.088,1,0
-0.438,-0.349,-2.186,0.771,0.499,-0.209,-1.253,0.231,0.209,0.639,1,0
-0.559,-0.847,0.685,-0.139,1.457,-0.431,1.036,0.962,-0.387,0.139,1,0
-0.006,1.735,-0.032,0.006,0.761,-0.728,1.105,-0.766,-0.214,0.093,1,0
0.766,0.131,0.228,-1.814,0.508,-0.131,1.315,-1.273,-0.3,-1.473,1,0
-0.113,-1.155,0.336,1.56,-0.634,0.212,0.113,0.619,-0.648,-0.266,1,0
0.846,0.092,-0.631,-0.092,0.724,0.74,0.096,-0.237,-0.312,-0.48,1,0
-1.277,-0.274,0.804,0.612,-1.64,0.37,-1.92,-0.124,1.595,0.124,1,0
0.292,-0.536,0.61,-1.172,-0.292,-2.046,-1.547,1.031,1.593,1.487,1,0
-0.871,-0.688,1.013,1.915,-0.138,0.912,0.138,0.304,-2.264,-0.17,1,0
-0.086,-0.736,0.199,-0.184,0.025,0.974,1.643,-0.601,-0.025,1.049,1,0
2.378,2.183,-0.092,-1.506,-0.936,-0.144,1.049,1.728,-0.328,0.092,1,0
-0.017,2.173,-1.387,-1.937,1.475,-0.153,0.452,-2.35,0.017,0.778,1,0
1.189,-0.54,-0.009,-0.014,-0.112,1.247,0.009,0.595,0.537,-1.005,1,0
-0.095,0.497,0.578,0.311,-1.657,-0.631,-1.032,2.197,0.095,-2.028,1,0
-1.694,-0.461,0.201,-1.323,0.863,-0.201,0.414,0.718,2.126,-1.264,1,0
1.138,0.672,-0.091,0.131,-0.481,-0.276,0.091,-0.907,-0.237,0.935,1,0
0.096,0.68,-1.863,-1.456,-0.166,-0.642,0.994,0.256,0.855,-0.096,1,0
-0.702,0.993,0.418,0.656,0.012,-1.409,-1.271,0.157,-0.012,-1.583,1,0
