-2.151,-2.151,0.195,1.385,0.463,2.639,0.304,0.381,0.809,0.293,1,0
-0.878,0.878,0.678,-0.657,2.076,1.901,0.286,-0.442,-0.31,-0.672,1,0
0.403,0.403,-1.173,1.054,-1.044,-0.157,-0.542,0.652,-1.552,-0.709,1,0
0.122,-0.122,1.85,-0.078,0.583,-0.577,2.008,0.155,-0.281,-2.855,1,0
0.61,0.61,0.287,-0.265,-0.138,3.149,-0.63,-0.781,-1.407,-0.025,1,0
0.33,-0.33,1.36,-0.717,1.013,1.533,0.847,-1.955,-0.782,0.72,1,0
-0.133,-0.133,-0.599,-1.518,1.815,0.793,-0.536,0.335,-0.684,-0.797,1,0
1.885,-1.885,2.038,0.925,-1.664,-0.36,-0.897,-1.146,0.121,-0.999,1,0
-0.064,-0.064,-0.403,-1.988,0.921,0.705,-2.162,-1.181,1.241,-0.321,1,0
-1.876,-1.876,-0.977,0.288,0.08,1.04,1.031,0.224,0.381,0.842,1,0
0.612,0.612,0.475,-0.87,0.008,0.089,0.145,-0.421,0.556,0.838,1,0
0.71,0.71,-1.155,-0.125,-0.445,-0.874,-1.041,0.075,0.634,-0.542,1,0
-0.188,-0.188,-0.497,-0.968,0.126,0.139,0.501,0.293,0.221,-0.203,1,0
2.709,-2.709,0.598,-1.558,-1.827,0.778,-0.267,0.026,1.415,0.58,1,0
-1.078,-1.078,0.222,1.708,0.078,0.996,-0.529,0.524,1.716,-0.602,1,0
1.106,1.106,-0.026,-0.437,0.36,-0.753,-1.028,-0.706,-0.442,-0.384,1,0
-0.22,0.22,0.59,0.272,0.149,-1.728,2.134,1.439,-0.276,-0.097,1,0
0.442,0.442,-0.135,-1.061,-0.008,0.621,0.492,-0.715,0.067,1.906,1,0
0.606,0.606,-1.549,1.098,-0.478,1.367,-0.672,0.058,-2.195,-0.252,1,0
0.542,0.542,-0.457,1.456,-0.112,0.82,0.12,1.71,0.407,-0.775,1,0
0.534,-0.534,1.5,-1.089,0.815,0.849,0.21,0.575,1.233,-0.209,1,0
0.152,0.152,-0.644,-0.169,1.564,-0.456,-0.646,-0.21,-1.829,0.637,1,0
-2.076,-2.076,-0.093,-0.824,-0.2,1.3,-0.09,-0.225,1.472,-0.128,1,0
0.274,0.274,0.103,-0.513,0.832,-0.857,-0.781,2.087,0.55,-0.23,1,0
-0.204,-0.204,0.014,0.999,1.115,0.953,-0.008,-0.291,-0.935,-0.81,1,0
0.065,0.065,-0.753,-1.294,-0.73,0.806,-0.288,-0.947,0.666,-3.224,1,0
-0.223,-0.223,-0.501,-0.15,0.257,1.159,0.433,1.137,-0.076,1.088,1,0
0.404,0.404,-0.04,-0.064,1.652,0.234,0.646,0.448,-0.407,0.491,1,0
0.656,-0.656,0.864,0.757,-0.251,-0.703,-0.097,-0.21,-1.016,0.5,1,0
-2.213,-2.213,-0.627,1.48,-1.288,0.557,1.261,0.285,0.595,1.017,1,0
