bm C1 ^ -2,0,0,0,0,72,0,0
poly C1 t C2 t C3^1d3,0,0,0.002,0.018,9,0.004,0
median subtraction in each row,0,0,0.006,0.023,9,0.017,0.013
poly C1 t C2,0,0,0.011,0.056,10,0.039,0.014
sparsity 20,0,0.0245,0.029,0.067,10,0.059,0.046
ifs nested 2 layer,0,0,0.008,0.082,74,0.034,0.002
bm 1dC1,0,0,0.014,0.105,9,0.035,0
poly C1 t C2 t C3,0,0,0.007,0.198,73,0,0
sparsity NA,0,0.11,0.11,0.22,2,0.198,0.165
composite 1,0,0.1205,0.108,0.303,76,0.209,0.133
composite 2,0,0,0.036,0.306,76,0.18,0
bm log(C1),0,0.2555,0.251,0.411,10,0.398,0.365
ifs C2+C3 & C4+C5 on C1,0,0.186,0.164,0.416,74,0.255,0.206
ifs smooth -C2-C3&C2+C3 onC1,0,0.055,0.088,0.417,74,0.239,0.099
sparsity 0,0.089,0.358,0.288,0.441,10,0.409,0.39
ifs -C2-C3 & C2+C3 on C1,0,0.0935,0.118,0.481,74,0.223,0.179
poly C1 ^ C2,0,0,0.028,0.503,74,0.064,0
bm C1 ^ 2,0,0,0.067,0.517,9,0.143,0.039
ifs C2 & -C2 on C1,0,0.113,0.131,0.59,74,0.281,0.174
noise in predictors,0.222,0.591,0.492,0.713,10,0.713,0.687
bm C1 ^ .5,0,0.3845,0.38,0.723,10,0.651,0.583
ifs C1&C2 on random,0,0.485,0.433,0.742,73,0.564,0.52
ifs C2 & C3t2 on C4g1.5,0,0.4665,0.437,0.745,74,0.678,0.528
needles hay noise,0,0.1,0.244,0.781,8,0.536,0.396
bm sin(C2),0.419,0.723,0.637,0.791,9,0.767,0.76
colinerity middle is correct,0.349,0.834,0.666,0.853,10,0.84,0.837
rescale isotonic addition ran bin,0.319,0.8505,0.674,0.873,10,0.87,0.867
rescale isotonic addition,0.334,0.877,0.682,0.896,10,0.894,0.892
quantilization,0.364,0.881,0.705,0.897,9,0.893,0.89
rescale 4 poly,0,0,0.183,0.935,74,0.721,0.312
ifs C1 & C2 on C1,0,0.278,0.291,0.978,74,0.512,0.367
needles in haystack,0,0.0065,0.215,0.998,8,0.669,0.27
Spread thinly,0.033,0.729,0.646,0.998,10,0.998,0.97
mean subtraction in each row,0,0.417,0.536,0.999,10,0.988,0.931
outliers,0,0.499,0.496,1,73,0.713,0.61
ifs 1 & -1 on C1,0,0,0.308,1,74,0.984,0.815
basic latent features,0.366,0.9585,0.785,1,10,0.999,0.995
colinerity unnecessary,0.276,0.8975,0.719,1,10,1,0.984
composite complete,0,0.9745,0.705,1,74,1,1
