sparsity 20,0,0,0.003,0.087,61,0.005,0
ifs nested 2 layer,0,0,0.018,0.149,73,0.052,0.024
median subtraction in each row,0,0,0.021,0.159,73,0.062,0.033
composite 2,0,0.172,0.152,0.242,66,0.213,0.197
needles hay noise,0,0.039,0.056,0.267,42,0.14,0.083
bm C1 ^ -2,0,0,0.016,0.278,69,0,0
poly C1 t C2 t C3^1d3,0,0.052,0.069,0.308,67,0.169,0.13
composite 1,0,0.1185,0.137,0.327,66,0.268,0.178
poly C1 t C2 t C3,0,0.0025,0.065,0.416,58,0.187,0.111
ifs -C2-C3 & C2+C3 on C1,0,0.089,0.113,0.424,73,0.3,0.142
sparsity NA,0,0.1265,0.144,0.426,10,0.227,0.188
ifs C2+C3 & C4+C5 on C1,0,0.199,0.182,0.431,73,0.284,0.235
ifs smooth -C2-C3&C2+C3 onC1,0,0.123,0.158,0.452,73,0.34,0.229
bm 1dC1,0,0,0.074,0.457,61,0.219,0.099
ifs C2 & -C2 on C1,0,0.084,0.127,0.574,73,0.334,0.164
ifs C1&C2 on random,0,0.327,0.319,0.609,73,0.445,0.374
noise in predictors,0,0.658,0.509,0.694,73,0.691,0.684
sparsity 0,0,0.582,0.458,0.712,64,0.671,0.651
poly C1 ^ C2,0,0.308,0.311,0.786,65,0.503,0.367
colinerity middle is correct,0,0.7875,0.641,0.835,74,0.824,0.818
poly C1 t C2,0,0,0.089,0.871,58,0.37,0.029
ifs C1 & C2 on C1,0,0.447,0.422,0.883,73,0.608,0.544
bm log(C1),0,0.4685,0.421,0.901,66,0.694,0.577
ifs C2 & C3t2 on C4g1.5,0,0.444,0.427,0.924,73,0.624,0.539
rescale isotonic addition ran bin,0,0.877,0.697,0.924,73,0.895,0.883
rescale 4 poly,0,0,0.232,0.936,73,0.682,0.481
rescale isotonic addition,0,0.881,0.698,0.937,73,0.904,0.895
quantilization,0,0.845,0.775,0.958,58,0.946,0.879
bm C1 ^ .5,0,0.6295,0.614,0.985,66,0.913,0.79
bm sin(C2),0,0.769,0.762,0.988,63,0.961,0.937
bm C1 ^ 2,0,0.0875,0.321,0.99,20,0.923,0.863
needles in haystack,0,0.08,0.215,0.999,51,0.923,0.196
mean subtraction in each row,0,0.613,0.511,0.999,73,0.999,0.999
Spread thinly,0,0.923,0.65,0.999,74,0.999,0.998
outliers,0,0.513,0.501,1,73,0.724,0.657
ifs 1 & -1 on C1,0,0.1785,0.374,1,74,0.998,0.836
basic latent features,0,0.997,0.833,1,69,1,1
colinerity unnecessary,0,0.961,0.749,1,73,1,1
composite complete,0,0.924,0.677,1,73,1,1
