basic latent features,419,-0.108,0,0,0.012,0.138,0.009,-0.054,0,0,0.006,0.069,0.005
polynomial C1 t C2,251,-0.047,0,0,0.058,0.245,0.035,-0.023,0,0,0.03,0.122,0.017
polynomial C1 t C2 t U3,249,-0.064,0,0,0,0.057,0.002,-0.032,0,0,0,0.028,0.001
polynomial C1 t C2 t U3^1d3,250,-0.155,-0.009,0,0.006,0.159,-0.002,-0.078,-0.005,0,0.003,0.08,-0.001
mean subtraction in each row,251,-0.077,-0.013,0,0.007,0.048,-0.005,-0.038,-0.007,0,0.004,0.024,-0.002
just random,248,-0.006,0,0,0,0.02,0.001,-0.003,0,0,0,0.01,0
polynomial C1 ^ -2,228,-0.276,0,0,0.277,0.477,0.142,-0.138,0,0,0.139,0.238,0.071
smoothed switches between -C2-U3 & C2+U3 based on C1,251,-0.13,-0.014,0,0,0.069,-0.013,-0.065,-0.007,0,0,0.034,-0.006
,1,0,0,0,0,0,0,0,0,0,0,0,0
switches between -C2-U3 & C2+U3 based on C1,252,-0.046,-0.004,0.004,0.021,0.119,0.011,-0.023,-0.002,0.002,0.011,0.06,0.005
polynomial C1 ^ 2,252,-0.086,0,0.008,0.075,0.357,0.046,-0.043,0,0.004,0.038,0.179,0.023
median subtraction in each row,238,-0.079,0,0.008,0.035,0.057,0.015,-0.04,0,0.004,0.018,0.028,0.007
polynomial C1 ^ .5,257,-0.156,-0.001,0.009,0.021,0.137,0.009,-0.078,-0.001,0.005,0.011,0.068,0.005
switches between 1 & -1 based on C1,201,-0.026,0.012,0.046,0.154,0.427,0.094,-0.013,0.006,0.023,0.077,0.214,0.047
switches between C2+U3 & C4+C5 based on C1,254,-0.023,0.033,0.058,0.108,0.395,0.074,-0.012,0.017,0.029,0.054,0.198,0.037
switches between C2 & -C2 based on C1,254,-0.045,0.032,0.08,0.151,0.461,0.105,-0.023,0.016,0.04,0.075,0.23,0.052
randomly switches between C1 & C2,254,-0.011,0.039,0.08,0.118,0.42,0.085,-0.005,0.019,0.04,0.059,0.21,0.043
polynomial C1 ^ C2,250,-0.082,0,0.154,0.479,0.486,0.233,-0.041,0,0.077,0.24,0.243,0.117
