rpart1SE,2,2,2.13888888888889,4
glm,2,2,2.18918918918919,4
lm,2,2,2.18918918918919,4
bayesglm,2,2,2.32432432432432,5
gcvEarth,2,2,2.54054054054054,6
pcr,2,3,7.51764705882353,47
lmStepAIC,2,4,3.78378378378378,6
enet,4,4,4,4
glmStepAIC,2,4,4.2972972972973,7
glm.nb,2,4,4.33333333333333,21
leapBackward,2,4,7.5632183908046,51
leapForward,1,4,7.90804597701149,49
rpart2,2,4,9.30487804878049,44
rpart,2,4,9.40476190476191,48
lasso,5,5,5,5
treebag,5,5,6.28571428571429,16
lars2,2,5,8.31034482758621,39
kernelpls,2,5,8.82758620689655,39
simpls,2,5,9.61904761904762,49
foba,2,5,13.6521739130435,64
blasso,6,6,6,6
bridge,6,6,6,6
leapSeq,2,6,8.95402298850575,37
blassoAveraged,7,7,7,7
krlsPoly,7,7,7,7
lars,2,7,12.0804597701149,57
knn,2,8,13.9770114942529,71
elm,2,8,14.0229885057471,57
earth,3,8,14.6,79
relaxo,3,9,14.75,74
glmnet,3,9,15.0352941176471,65
svmRadialSigma,2,9,15.2771084337349,111
krlsRadial,10,10,10,10
svmRadial,3,10,15.566265060241,105
msaenet,6,11,34.9459459459459,253
svmRadialCost,2,12,20.3975903614458,115
ranger,4,13,19.9647058823529,109
icr,3,13,23.4367816091954,108
ctree2,3,13,27.6091954022989,291
svmLinear3,2,14,22.2142857142857,132
widekernelpls,2,14,25.2619047619048,198
ppr,3,14,46.7647058823529,482
bagEarthGCV,10,15,16.2702702702703,32
ctree,3,16,25.9195402298851,224
glmboost,6,17,31.7126436781609,154
svmPoly,2,17,64.289156626506,1410
dnn,4,18,25.9425287356322,117
rqlasso,5,19,22.1764705882353,56
pcaNNet,4,19,30.2588235294118,125
nnet,3,19,35.4235294117647,258
kknn,4,19,67.5402298850575,383
rqnc,6,22,29,101
gamSpline,6,23,51.3333333333333,336
xgbLinear,6,23.5,49.5357142857143,410
rf,6,25.5,43.3809523809524,241
cforest,5,26,48.735632183908,520
parRF,6,28,46.6470588235294,225
svmLinear,2,31,55.6951219512195,445
svmLinear2,2,32,58.1686746987952,446
RRFglobal,8,33,100.416666666667,877
gbm,12,41,145.517647058824,2058
qrf,10,48,73.2117647058824,357
avNNet,9,53,129.584269662921,1770
RRF,16,59,149.626865671642,722
gamboost,80,80,80,80
DENFIS,82,82,82,82
cubist,12,94,264.505882352941,2340
xgbTree,22,104,627.47619047619,29834
bagEarth,29,130,249.896551724138,1749
Rborist,33,170,242,1316
BstLm,37,212,715.494252873563,30717
gam,35,254,320.666666666667,673
evtree,56,258,546.895348837209,4466
partDSA,133,291,297.733333333333,493
blackboost,280,295,319,382
bstSm,439,439,439,439
bam,147,461.5,461.5,776
neuralnet,35,664,1888.46511627907,17723
bstTree,223,834.5,845.05,1675
bag,Inf,,,-Inf
bartMachine,Inf,,,-Inf
extraTrees,Inf,,,-Inf
gaussprLinear,Inf,,,-Inf
gaussprPoly,Inf,,,-Inf
gaussprRadial,Inf,,,-Inf
gbm_h2o,Inf,,,-Inf
glmnet_h2o,Inf,,,-Inf
logicBag,Inf,,,-Inf
logreg,Inf,,,-Inf
M5,Inf,,,-Inf
M5Rules,Inf,,,-Inf
nnls,Inf,,,-Inf
ordinalNet,Inf,,,-Inf
pls,Inf,,,-Inf
plsRglm,Inf,,,-Inf
pythonKnnReg,Inf,,,-Inf
qrnn,Inf,,,-Inf
randomGLM,Inf,,,-Inf
ridge,Inf,,,-Inf
rlm,Inf,,,-Inf
rvmLinear,Inf,,,-Inf
rvmPoly,Inf,,,-Inf
rvmRadial,Inf,,,-Inf
SBC,Inf,,,-Inf
spikeslab,Inf,,,-Inf
spls,Inf,,,-Inf
superpc,Inf,,,-Inf
svmBoundrangeString,Inf,,,-Inf
svmExpoString,Inf,,,-Inf
svmSpectrumString,Inf,,,-Inf
WM,Inf,,,-Inf
xyf,Inf,,,-Inf
penalized,Inf,,,-Inf
,Inf,,,-Inf
