spearman,pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
0,NA,1,1,1,-1,0,0,Thu Dec 05 03:42:21 2019,perfect,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,435,222,7.473,7.416,random,NA,nohyperparameters,1,5,no rep,no min,,,,,,,,,,0,2,2,3,2,6,2,7,7,11,1,12,2,13,7,31,24,41,3,42,7,46,7,50,3,51,7,52,2,58,3,68,24,70,2,81,3,83,24,84,7,100,24,103,3,116,2,125,3,126,2,138,2,142,7,144,24,155,1,156,3,161,3,169,3,172,3,176,3,192,3,194,3,197,2,199,3,206,2,208,7,210,7,215,7,234,7,237,3,242,7,243,3,248,24,249,7,265,2,270,2,274,7,278,3,279,7,280,7,284,24,290,2,296,24,297,7,298,24
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:42:56 2019,regr.bartMachine,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,402,222,13
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:43:05 2019,regr.bcart,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,411,222,7
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:43:18 2019,regr.blm,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,422,222,11
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:43:21 2019,regr.brnn,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,468,222,2
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:43:26 2019,regr.bst,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,468,222,2
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:43:40 2019,regr.btlm,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,477,222,13
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:43:53 2019,regr.cforest,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,177,222,8
Fail,Fail,Fail,Fail,PackageFail,Thu Dec 05 03:44:16 2019,regr.crs,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,23
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:44:19 2019,regr.ctree,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,177,222,2
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:44:22 2019,regr.cubist,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,181,222,2
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:44:28 2019,regr.cvglmnet,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,516,222,4
Fail,Fail,Fail,Fail,Fail,Fail,Thu Dec 05 03:44:34 2019,regr.earth,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,516,222,4
0,NA,1,1,1,-1,0,0,Thu Dec 05 03:54:02 2019,perfect,1,2,QSlinks14_55,ignore,none,asis,ALTA,QSlink,1,5,10403,435,222,7.473,7.416,random,NA,nohyperparameters,1,5,no rep,no min,,,,,,,,,,0,2,2,3,2,6,2,7,7,11,1,12,2,13,7,31,24,41,3,42,7,46,7,50,3,51,7,52,2,58,3,68,24,70,2,81,3,83,24,84,7,100,24,103,3,116,2,125,3,126,2,138,2,142,7,144,24,155,1,156,3,161,3,169,3,172,3,176,3,192,3,194,3,197,2,199,3,206,2,208,7,210,7,215,7,234,7,237,3,242,7,243,3,248,24,249,7,265,2,270,2,274,7,278,3,279,7,280,7,284,24,290,2,296,24,297,7,298,24
