,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avNNet, Tue May 01 14:17:38 2018, 0, bas interactive latent features, c(92.2, 100, 75.7, 29.5, 45.3, 45.9, 0, 58.5, 94.5)
bagEarth, Tue May 01 14:22:13 2018, 0.968, bas interactive latent features, c(100, 19.2, 8.1, 0.2, 0, 0, 0, 0, 0)
bagEarthGCV, Tue May 01 14:23:30 2018, 0.968, bas interactive latent features, c(100, 18.6, 7.7, 0, 0, 0, 0, 0, 0)
bartMachine, Tue May 01 14:52:01 2018, 0.968, bas interactive latent features, c(67, 100, 58.2, 21.3, 27.5, 10.5, 8.3, 3.3, 0)
bayesglm, Tue May 01 14:52:09 2018, 0.988, bas interactive latent features, c(92.2, 100, 75.7, 29.5, 45.3, 45.9, 0, 58.5, 94.5)
blasso, Tue May 01 14:53:15 2018, 0.987, bas interactive latent features, c(92.2, 100, 75.7, 29.5, 45.3, 45.9, 0, 58.5, 94.5)
blassoAveraged, Tue May 01 14:54:19 2018, 0.987, bas interactive latent features, c(92.2, 100, 75.7, 29.5, 45.3, 45.9, 0, 58.5, 94.5)
bridge, Tue May 01 14:55:49 2018, 0.987, bas interactive latent features, c(92.2, 100, 75.7, 29.5, 45.3, 45.9, 0, 58.5, 94.5)
cforest, Tue May 01 15:04:45 2018, 0.94, bas interactive latent features, c(20.5, 100, 10.9, 1.5, 0.1, 0.1, 0, 1.7, 36.2)
ctree, Tue May 01 15:05:01 2018, 0.89, bas interactive latent features, c(92.2, 100, 75.7, 29.5, 45.3, 45.9, 0, 58.5, 94.5)
ctree2, Tue May 01 15:05:20 2018, 0.89, bas interactive latent features, c(92.2, 100, 75.7, 29.5, 45.3, 45.9, 0, 58.5, 94.5)
avNNet, Tue May 01 16:34:51 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
bagEarth, Tue May 01 16:38:40 2018, 0.308, sparsity 2 row center, c(100, 78.3, 56.7, 32.6, 2, 0, 0, 0, 0)
bagEarthGCV, Tue May 01 16:40:09 2018, 0.422, sparsity 2 row center, c(100, 82.6, 69.2, 56.8, 31.7, 17.9, 6.6, 1, 0)
bartMachine, Tue May 01 16:48:34 2018, 0.329, sparsity 2 row center, c(100, 69.5, 61.9, 64.2, 3.4, 0, 0.2, 1.9, 0.9)
bayesglm, Tue May 01 16:48:42 2018, 0.521, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
blasso, Tue May 01 16:49:02 2018, 0.456, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
blassoAveraged, Tue May 01 16:49:20 2018, 0.469, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
bridge, Tue May 01 16:49:31 2018, 0.473, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
cforest, Tue May 01 16:50:18 2018, 0.13, sparsity 2 row center, c(78.5, 69.7, 34.7, 100, 0.3, 0, 0.6, 3, 2.8)
ctree, Tue May 01 16:50:30 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
ctree2, Tue May 01 16:50:43 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
cubist, Tue May 01 16:51:48 2018, 0.426, sparsity 2 row center, c(100, 100, 100, 100, 0, 0, 0, 0, 0)
dnn, Tue May 01 16:52:13 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
earth, Tue May 01 16:52:25 2018, 0.462, sparsity 2 row center, c(100, 84.9, 60.9, 48.7, 0, 0, 0, 0, 0)
elm, Tue May 01 16:52:34 2018, 0.521, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
enet, Tue May 01 16:52:42 2018, 0.502, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
evtree, Tue May 01 16:58:19 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
extraTrees, Tue May 01 17:01:34 2018, 0.255, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
foba, Tue May 01 17:01:55 2018, 0.462, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
gamboost, Tue May 01 17:05:20 2018, 0.349, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
gamSpline, Tue May 01 17:05:49 2018, 0.522, sparsity 2 row center, c(11.1, 44.5, 0, 25.4, 98.7, 21.1, 43.8, 4.9, 100)
gaussprPoly, Tue May 01 17:06:11 2018, 0.513, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
gbm, Tue May 01 17:07:23 2018, 0.334, sparsity 2 row center, c(46.4, 39, 75, 100, 18.7, 38, 2.2, 3.1, 0)
gcvEarth, Tue May 01 17:11:36 2018, 0.343, sparsity 2 row center, c(100, 85.7, 63.5, 52.6, 0, 0, 0, 0, 0)
glm, Tue May 01 17:11:44 2018, 0.521, sparsity 2 row center, c(80.8, 80.7, 70.7, 100, 5.8, 0, 12.5, 3.1, 8.3)
glm.nb, Tue May 01 17:11:53 2018, 0.527, sparsity 2 row center, c(83.5, 78.2, 69.1, 100, 3.2, 0, 12.7, 4.1, 7.3)
glmboost, Tue May 01 17:12:19 2018, 0.481, sparsity 2 row center, c(76.5, 81.8, 82.4, 100, 2.9, 0, 9.7, 2.7, 7.2)
glmnet, Tue May 01 17:12:44 2018, 0.506, sparsity 2 row center, c(77.1, 78.9, 79.9, 100, 4.3, 0, 10.2, 2.2, 7.3)
glmStepAIC, Tue May 01 17:17:20 2018, 0.462, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
icr, Tue May 01 17:17:48 2018, 0.521, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
kernelpls, Tue May 01 17:17:56 2018, 0.515, sparsity 2 row center, c(92.8, 94.7, 63.7, 100, 41.8, 18.2, 0, 2.6, 6.6)
kknn, Tue May 01 17:18:09 2018, 0.163, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
knn, Tue May 01 17:18:15 2018, 0.142, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
krlsPoly, Tue May 01 17:18:25 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
krlsRadial, Tue May 01 17:19:01 2018, 0.509, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
lars, Tue May 01 17:19:16 2018, 0.504, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
lars2, Tue May 01 17:19:21 2018, 0.469, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
lasso, Tue May 01 17:19:27 2018, 0.504, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
leapBackward, Tue May 01 17:19:37 2018, 0.462, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
leapForward, Tue May 01 17:19:44 2018, 0.462, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
leapSeq, Tue May 01 17:19:50 2018, 0.462, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
lm, Tue May 01 17:19:56 2018, 0.521, sparsity 2 row center, c(80.8, 80.7, 70.7, 100, 5.8, 0, 12.5, 3.1, 8.3)
lmStepAIC, Tue May 01 17:20:14 2018, 0.462, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
M5, Tue May 01 17:22:30 2018, 0.462, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
M5Rules, Tue May 01 17:23:03 2018, 0.462, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 78.1
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 85.3
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 90.9
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 100
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 0
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 0
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 0
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 0
msaenet, Tue May 01 17:24:44 2018, 0.462, sparsity 2 row center, 0
nnet, Tue May 01 17:25:53 2018, 0, sparsity 2 row center, c(0, 100, 64.3, 90.8, 63.7, 42.8, 60.7, 63.1, 45.1)
null, Tue May 01 17:26:10 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
parRF, Tue May 01 17:26:58 2018, 0.19, sparsity 2 row center, Failed
pcaNNet, Tue May 01 17:27:14 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
pcr, Tue May 01 17:27:21 2018, 0.479, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
plsRglm, Tue May 01 17:28:36 2018, 0.482, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
ppr, Tue May 01 17:28:50 2018, 0.373, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
qrf, Tue May 01 17:30:16 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
ranger, Tue May 01 17:31:10 2018, 0.217, sparsity 2 row center, Failed
Rborist, Tue May 01 17:39:21 2018, 0.196, sparsity 2 row center, c(80.7, 100, 21.8, 80.5, 67.6, 8.1, 0, 13.9, 0.6)
relaxo, Tue May 01 17:39:54 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
rf, Tue May 01 17:40:30 2018, 0.176, sparsity 2 row center, Failed
ridge, Tue May 01 17:40:41 2018, 0.526, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
rlm, Tue May 01 17:40:48 2018, 0.524, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
rpart, Tue May 01 17:40:55 2018, 0, sparsity 2 row center, c(20.3, 73.9, 91.2, 81.7, 100, 21.6, 0, 0, 0)
rpart1SE, Tue May 01 17:41:03 2018, 0, sparsity 2 row center, c(45.1, 66.7, 65.5, 74.2, 100, 19.4, 4.9, 33, 0)
rpart2, Tue May 01 17:41:11 2018, 0, sparsity 2 row center, c(27.2, 70.2, 93.6, 92, 100, 15.4, 0, 0, 0)
RRF, Tue May 01 17:42:59 2018, 0.229, sparsity 2 row center, Failed
RRFglobal, Tue May 01 17:44:08 2018, 0.241, sparsity 2 row center, Failed
rvmLinear, Tue May 01 17:44:30 2018, 0.552, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
rvmPoly, Tue May 01 17:44:53 2018, 0.528, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
rvmRadial, Tue May 01 17:45:33 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
SBC, Tue May 01 17:55:18 2018, 0.244, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
simpls, Tue May 01 17:55:25 2018, 0.515, sparsity 2 row center, c(92.8, 94.7, 63.7, 100, 41.8, 18.2, 0, 2.6, 6.6)
spikeslab, Tue May 01 17:57:00 2018, 0.494, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
spls, Tue May 01 17:57:14 2018, 0.515, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
superpc, Tue May 01 17:57:26 2018, 0, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
svmLinear, Tue May 01 17:59:15 2018, 0.507, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
svmLinear2, Tue May 01 18:01:13 2018, 0.507, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
svmLinear3, Tue May 01 18:01:47 2018, 0.523, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
svmPoly, Tue May 01 18:02:08 2018, 0.507, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
svmRadial, Tue May 01 18:02:19 2018, 0.057, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
svmRadialCost, Tue May 01 18:02:31 2018, 0.057, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
svmRadialSigma, Tue May 01 18:02:44 2018, 0.057, sparsity 2 row center, c(81.9, 84.9, 55.2, 100, 10.9, 8.1, 0, 1.5, 22.7)
treebag, Tue May 01 18:03:43 2018, 0.074, sparsity 2 row center, c(42, 68.7, 79, 71.8, 100, 27.8, 11.7, 0, 22.4)
widekernelpls, Tue May 01 18:03:54 2018, 0.515, sparsity 2 row center, c(92.8, 94.7, 63.7, 100, 41.8, 18.2, 0, 2.6, 6.6)
xgbLinear, Tue May 01 18:04:47 2018, 0.199, sparsity 2 row center, c(100, 99.7, 76.9, 51.6, 14.7, 7.9, 7.7, 0.3, 0)
xgbTree, Tue May 01 18:08:21 2018, 0.242, sparsity 2 row center, c(100, 91.3, 68.8, 53.6, 21.7, 17.1, 5.8, 4.4, 0)
xyf, Tue May 01 18:08:45 2018, NA, sparsity 2 row center, Failed
avNNet, Tue May 01 18:09:39 2018, 0, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
bagEarth, Tue May 01 18:14:46 2018, 0.471, sparsity 2 row center, c(100, 86.1, 72.9, 58.7, 18.8, 4.8, 0, 0, 0)
bagEarthGCV, Tue May 01 18:16:14 2018, 0.446, sparsity 2 row center, c(100, 86.6, 75, 60.4, 34.3, 18.1, 5.9, 1.5, 0)
bayesglm, Tue May 01 18:54:26 2018, 0.449, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
blasso, Tue May 01 18:54:56 2018, 0.481, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
blassoAveraged, Tue May 01 18:55:12 2018, 0.478, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
bridge, Tue May 01 18:55:24 2018, 0.475, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
BstLm, Tue May 01 18:58:44 2018, 0.108, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
cforest, Tue May 01 18:59:09 2018, 0.149, sparsity 2 row center, Failed
ctree, Tue May 01 18:59:22 2018, 0.04, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
ctree2, Tue May 01 18:59:33 2018, 0.04, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
cubist, Tue May 01 19:00:53 2018, 0.444, sparsity 2 row center, c(100, 100, 100, 100, 0, 0, 0, 0, 0)
dnn, Tue May 01 19:01:09 2018, 0, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
earth, Tue May 01 19:01:22 2018, 0.416, sparsity 2 row center, c(100, 100, 83.2, 75.8, 9.2, 3.5, 0, 0, 0)
elm, Tue May 01 19:01:30 2018, 0.449, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
enet, Tue May 01 19:01:39 2018, 0.468, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
evtree, Tue May 01 19:05:42 2018, 0, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
extraTrees, Tue May 01 19:08:02 2018, 0.228, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
foba, Tue May 01 19:08:10 2018, 0.45, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
gamboost, Tue May 01 19:10:29 2018, 0.487, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
gamSpline, Tue May 01 19:10:56 2018, 0.463, sparsity 2 row center, c(22.7, 51.5, 41.5, 8.5, 20.5, 63.3, 0, 100, 100)
gaussprPoly, Tue May 01 19:11:15 2018, 0.468, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
gbm, Tue May 01 19:12:03 2018, 0.057, sparsity 2 row center, c(78.3, 96.6, 86.9, 100, 56, 15.3, 0, 60, 29.3)
gcvEarth, Tue May 01 19:16:06 2018, 0.416, sparsity 2 row center, c(100, 100, 83.2, 75.8, 9.2, 3.5, 0, 0, 0)
glm, Tue May 01 19:16:12 2018, 0.449, sparsity 2 row center, c(100, 68.3, 72.4, 96.5, 15.6, 11.2, 8.8, 0, 23.3)
glm.nb, Tue May 01 19:16:18 2018, 0.468, sparsity 2 row center, c(100, 68.5, 70.9, 96, 13.9, 13.7, 9.8, 0, 23.3)
glmboost, Tue May 01 19:16:41 2018, 0.458, sparsity 2 row center, c(94.9, 70.5, 84.8, 100, 14.9, 10.7, 9.4, 0, 23.9)
glmnet, Tue May 01 19:16:50 2018, 0.452, sparsity 2 row center, c(94.5, 69.9, 84.3, 100, 15.1, 10.2, 9.2, 0, 24.1)
glmStepAIC, Tue May 01 19:20:52 2018, 0.446, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
icr, Tue May 01 19:21:14 2018, 0.449, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
kernelpls, Tue May 01 19:21:19 2018, 0.449, sparsity 2 row center, c(100, 88.9, 63.1, 85.6, 35.5, 40.6, 0, 6.3, 5.8)
kknn, Tue May 01 19:21:31 2018, 0.269, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
knn, Tue May 01 19:21:37 2018, 0.228, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
krlsPoly, Tue May 01 19:21:46 2018, 0, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
krlsRadial, Tue May 01 19:22:09 2018, 0.468, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
lars, Tue May 01 19:22:15 2018, 0.449, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
lars2, Tue May 01 19:22:22 2018, 0.463, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
lasso, Tue May 01 19:22:33 2018, 0.449, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
leapBackward, Tue May 01 19:22:38 2018, 0.457, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
leapForward, Tue May 01 19:22:44 2018, 0.457, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
leapSeq, Tue May 01 19:22:49 2018, 0.457, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
lm, Tue May 01 19:22:54 2018, 0.449, sparsity 2 row center, c(100, 68.3, 72.4, 96.5, 15.6, 11.2, 8.8, 0, 23.3)
lmStepAIC, Tue May 01 19:23:03 2018, 0.446, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
M5, Tue May 01 19:24:02 2018, 0.446, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
M5Rules, Tue May 01 19:24:21 2018, 0.446, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 97.4
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 75.5
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 93.8
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 100
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 0
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 0
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 0
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 0
msaenet, Tue May 01 19:25:04 2018, 0.451, sparsity 2 row center, 16.1
nnet, Tue May 01 19:25:50 2018, 0, sparsity 2 row center, c(0, 77.1, 100, 44, 65.7, 10.5, 49.1, 43.2, 28.4)
null, Tue May 01 19:26:03 2018, 0, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
parRF, Tue May 01 19:26:36 2018, 0.183, sparsity 2 row center, Failed
pcaNNet, Tue May 01 19:26:49 2018, 0, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
pcr, Tue May 01 19:26:55 2018, 0.094, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
plsRglm, Tue May 01 19:28:02 2018, 0.445, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
ppr, Tue May 01 19:28:12 2018, 0.44, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
qrf, Tue May 01 19:29:18 2018, 0, sparsity 2 row center, c(100, 99.3, 66, 84.7, 22.6, 23.4, 28.2, 0, 35.9)
Rborist, Tue May 01 23:26:17 2018, 0.41, sparsity 2 row center, c(52.7, 0, 14.7, 79.8, 57.2, 22.6, 20.9, 4.3, 100)
relaxo, Tue May 01 23:26:31 2018, 0.501, sparsity 2 row center, c(100, 96.4, 54.7, 74, 0, 22.9, 18.5, 7.3, 37)
