,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL1_hold_permute,SL.bayesglm,Mon Oct 07 20:44:57 2019,0.168,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V9,0.9705,V17,0.9928,V18,0.997,V21,0.9971,V16,0.9986,V13,1,V26,1,V28,1,V19,1,V11,1.001,V30,1.002,V4,1.006,V2,1.006,V10,1.022,V22,1.035,V15,1.036,V29,1.044,V5,1.046,V31,1.049,V25,1.065,V23,1.09,V3,1.114,V20,1.124,V24,1.142,V14,1.19,V27,1.269,V7,3.067,V12,3.281
SL1_train_permute,SL.bayesglm,Mon Oct 07 20:44:58 2019,0.168,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V18,0.9952,V29,0.9963,V22,0.9965,V31,0.9967,V17,0.999,V16,0.9993,V11,0.9999,V28,1,V26,1,V13,1,V10,1,V19,1,V30,1.006,V2,1.006,V4,1.008,V9,1.01,V21,1.022,V25,1.028,V5,1.038,V20,1.042,V15,1.046,V3,1.081,V24,1.085,V23,1.098,V14,1.168,V27,1.18,V7,5.545,V12,5.944
SL1_hold_permute,SL.biglasso,Mon Oct 07 20:47:47 2019,0.038,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,70,222,14,V21,0.9962,V30,0.9974,V16,0.998,V2,1,V5,1,V7,1,V9,1,V10,1,V12,1,V14,1,V15,1,V17,1,V18,1,V19,1,V20,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V31,1,V4,1.002,V13,1.014,V11,1.036,V29,1.038,V3,1.063
SL1_train_permute,SL.biglasso,Mon Oct 07 20:48:01 2019,0.038,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,51,222,14,V21,0.9989,V30,0.9992,V2,1,V5,1,V7,1,V9,1,V10,1,V12,1,V14,1,V15,1,V17,1,V18,1,V19,1,V20,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V31,1,V4,1.003,V13,1.004,V16,1.009,V29,1.021,V11,1.027,V3,1.04
SL1_hold_permute,SL.caret,Mon Oct 07 20:58:52 2019,0.14,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V30,0.9622,V14,0.9792,V13,0.9827,V5,0.9832,V23,0.9886,V26,0.9907,V27,0.9987,V18,0.9991,V17,0.9993,V28,0.9993,V15,0.9999,V10,1,V19,1.001,V25,1.001,V7,1.001,V24,1.001,V12,1.001,V11,1.006,V29,1.007,V31,1.007,V20,1.008,V22,1.012,V16,1.016,V21,1.018,V9,1.021,V3,1.025,V4,1.027,V2,1.081
SL1_train_permute,SL.caret,Mon Oct 07 20:58:53 2019,0.14,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V25,1.006,V7,1.015,V12,1.015,V15,1.017,V17,1.018,V18,1.029,V11,1.031,V28,1.033,V10,1.039,V31,1.048,V19,1.049,V27,1.057,V24,1.066,V22,1.092,V26,1.107,V5,1.111,V23,1.117,V13,1.124,V20,1.126,V29,1.127,V14,1.163,V21,1.225,V16,1.228,V9,1.245,V30,1.345,V3,1.351,V2,1.491,V4,1.748
SL1_hold_permute,SL.cforest,Mon Oct 07 21:03:13 2019,0.1,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,144,V4,0.9953,V30,0.9977,V14,0.9983,V13,0.9992,V15,0.9994,V5,0.9994,V23,1,V18,1,V17,1,V7,1.001,V12,1.001,V10,1.001,V26,1.001,V28,1.001,V24,1.003,V27,1.005,V31,1.005,V22,1.007,V19,1.009,V16,1.012,V21,1.013,V20,1.013,V25,1.013,V9,1.014,V29,1.026,V11,1.027,V2,1.028,V3,1.04
SL1_train_permute,SL.cforest,Mon Oct 07 21:05:49 2019,0.1,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,156,V15,1.001,V7,1.003,V31,1.003,V18,1.003,V12,1.003,V25,1.004,V28,1.004,V22,1.005,V5,1.006,V24,1.006,V14,1.007,V10,1.008,V27,1.009,V20,1.009,V23,1.01,V29,1.01,V19,1.011,V17,1.011,V9,1.011,V11,1.012,V30,1.012,V26,1.013,V13,1.02,V21,1.02,V2,1.03,V16,1.033,V4,1.053,V3,1.077
SL1_hold_permute,SL.earth,Mon Oct 07 21:05:55 2019,0.19,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V5,1,V7,1,V9,1,V13,1,V14,1,V15,1,V16,1,V17,1,V18,1,V19,1,V20,1,V22,1,V25,1,V26,1,V27,1,V28,1,V29,1,V31,1,V4,1.023,V3,1.03,V10,1.032,V23,1.033,V12,1.057,V11,1.094,V2,1.23,V24,3.14,V30,6.543,V21,8.668
SL1_train_permute,SL.earth,Mon Oct 07 21:05:56 2019,0.19,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V5,1,V7,1,V9,1,V13,1,V14,1,V15,1,V16,1,V17,1,V18,1,V19,1,V20,1,V22,1,V25,1,V26,1,V27,1,V28,1,V29,1,V31,1,V11,1.076,V2,1.092,V23,1.095,V10,1.138,V4,1.162,V3,1.162,V12,1.512,V24,2.517,V21,6.451,V30,6.832
