0.335,asis,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNe,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,,,,,,,0.953,0.91,0.012,0.109,0.042,Thu Aug 17 23:20:08 2017,avNNet,1,1,basic latent features,ignore,none,range01,1.2130597097,random,249,26,cv,5,6,1,5,3,0.0001543716,FALSE
0.382,centernscale,0.213,0.768,1.06,0.639,Mon Oct 23 20:32:26 2017,avNNet,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,272,48,cv,32,3,1,5,14,0.0002660044,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.366,centernscale,0.213,0.757,1.061,0.655,Mon Oct 23 20:32:40 2017,nnet,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,273,11,cv,32,3,1,5,19,0.003120194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.388,centernscale,0.214,0.743,1.059,0.632,Mon Oct 23 20:32:50 2017,pcaNNet,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,274,10,cv,32,3,1,5,16,8.37841566392746e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:32:58 2017,glm.nb,1,1,basic latent features,ignore,none,centernscale,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:33:16 2017,gam,1,1,basic latent features,ignore,none,centernscale,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:34:49 2017,bam,1,1,basic latent features,ignore,none,centernscale,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.999,centernscale,0.999,0.001,0.001,0.001,Mon Oct 23 20:35:13 2017,msaenet,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,278,23,cv,32,3,1,5,0.3547236363,2,0.2509936222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96,centernscale,0.96,0.049,0.054,0.041,Mon Oct 23 20:35:19 2017,svmLinear2,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,279,6,cv,32,3,1,5,0.171246154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.957,centernscale,0.957,0.054,0.057,0.044,Mon Oct 23 20:35:28 2017,svmLinear3,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,280,6,cv,32,3,1,5,66.6384806135,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,centernscale,1,0,0,0,Mon Oct 23 20:35:36 2017,relaxo,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,281,8,cv,32,3,1,5,0.0006084313,0.9899259082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.995,centernscale,0.996,0.019,0.005,0.005,Mon Oct 23 20:35:44 2017,superpc,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,282,5,cv,32,3,1,5,0.0308962651,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.804,centernscale,0.799,0.277,0.271,0.203,Mon Oct 23 20:38:11 2017,xgbTree,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,283,147,cv,32,3,1,5,345,8,0.0409382071,0.3805639176,0.6089615203,0,0.432817289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.995,centernscale,0.996,0.05,0.005,0.005,Mon Oct 23 20:40:48 2017,BstLm,1,1,basic latent features,ignore,none,centernscale,1.3471048889,random,284,154,cv,32,3,1,5,74,0.3368295137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:41:01 2017,glm.nb,1,1,random,ignore,none,centernscale,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:41:19 2017,gam,1,1,random,ignore,none,centernscale,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:42:59 2017,bam,1,1,random,ignore,none,centernscale,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.055,centernscale,0.118,0.831,1.598,1.164,Mon Oct 23 20:44:00 2017,avNNet,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,298,49,cv,32,3,1,5,16,0.0002937539,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039,centernscale,0.124,0.838,1.588,1.06,Mon Oct 23 20:44:13 2017,nnet,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,299,12,cv,32,3,1,5,20,0.0270014872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049,centernscale,0.125,0.818,1.585,1.049,Mon Oct 23 20:44:26 2017,pcaNNet,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,300,13,cv,32,3,1,5,5,0.0159932218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:44:35 2017,glm.nb,1,1,bm C1 ^ 2,ignore,none,centernscale,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:44:53 2017,gam,1,1,bm C1 ^ 2,ignore,none,centernscale,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:46:34 2017,bam,1,1,bm C1 ^ 2,ignore,none,centernscale,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:48:00 2017,msaenet,1,1,bm C1 ^ 2,ignore,none,centernscale,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16,centernscale,-0.138,1.029,NA,NA,Mon Oct 23 20:49:25 2017,svmLinear2,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,305,84,cv,32,3,1,5,0.1052022185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.158,centernscale,-0.016,0.918,1.841,1.278,Mon Oct 23 20:49:40 2017,svmLinear3,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,306,12,cv,32,3,1,5,0.0028256379,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.133,centernscale,-0.002,0.921,1.816,1.249,Mon Oct 23 20:49:53 2017,relaxo,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,307,8,cv,32,3,1,5,11.1630192133,0.2299179442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.141,centernscale,0.002,1.005,1.809,1.259,Mon Oct 23 20:50:08 2017,superpc,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,308,11,nohyperparameters,32,3,no rep,no min,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.517,centernscale,0.423,0.584,1.045,0.533,Mon Oct 23 20:52:36 2017,xgbTree,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,309,147,cv,32,3,1,5,95,2,0.4641367601,1.180374322,0.6587991635,2,0.6760392722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.135,centernscale,-0.015,0.971,1.839,1.252,Mon Oct 23 20:54:40 2017,BstLm,1,1,bm C1 ^ 2,ignore,none,centernscale,1.8122204363,random,310,123,cv,32,3,1,5,7,0.1111342278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.262,centernscale,0.231,0.723,0.259,0.188,Mon Oct 23 20:55:20 2017,avNNet,1,1,bm C1 ^ .5,ignore,none,centernscale,0.3367128991,random,311,37,cv,32,3,1,5,16,0.0041412958,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.259,centernscale,0.231,0.728,0.259,0.189,Mon Oct 23 20:55:31 2017,nnet,1,1,bm C1 ^ .5,ignore,none,centernscale,0.3367128991,random,312,10,cv,32,3,1,5,17,0.0032771006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.277,centernscale,0.233,0.723,0.258,0.184,Mon Oct 23 20:55:42 2017,pcaNNet,1,1,bm C1 ^ .5,ignore,none,centernscale,0.3367128991,random,313,11,cv,32,3,1,5,20,0.0013921296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:55:48 2017,glm.nb,1,1,bm C1 ^ .5,ignore,none,centernscale,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,centernscale,Fail,Fail,Fail,Fail,Mon Oct 23 20:56:05 2017,gam,1,1,bm C1 ^ .5,ignore,none,centernscale,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
