glm.nb,3,3,5.96296296296296,26
leapBackward,2,10,12.1111111111111,31
pcr,2,11.5,13.8472222222222,30
leapForward,2,13,13.5,27
rpart,2,13.5,15.5,60
rpart2,2,16,15.4383561643836,71
lars2,3,18,16.3661971830986,35
leapSeq,2,18.5,15.5555555555556,28
kernelpls,2,19.5,15.6944444444444,30
krlsPoly,9,20.5,29.1216216216216,274
simpls,2,21,16.8055555555556,62
svmRadial,8,21.5,33.972972972973,588
icr,5,22,867,45270
lasso,3,22.5,17.4864864864865,34
rlm,4,23,20.1388888888889,40
widekernelpls,2,24,18.3888888888889,36
lars,3,24,20.1216216216216,39
svmRadialSigma,7,25.5,32.7027027027027,380
superpc,6,26,24.7142857142857,55
earth,5,26.5,37.3636363636364,673
elm,4,27,26.56,112
knn,4,27,27.7702702702703,149
foba,6,30,38.7142857142857,388
enet,6,31,825.906666666667,34636
relaxo,7,35,44.7222222222222,578
spls,9,35,49.027027027027,535
ppr,12,35.5,54.5972222222222,254
ranger,7,36,68.8108108108108,1773
glmnet,8,37,32.9305555555556,60
svmRadialCost,9,38,47.6756756756757,544
ctree2,10,38,528.714285714286,35612
krlsRadial,13,39.5,88,2850
gam,42,42,42,42
svmLinear3,6,42.5,96.4864864864865,3709
ctree,11,44,81.5064935064935,876
cforest,8,45,169.402597402597,3930
rf,8,45,182.445945945946,6579
blasso,6,45.5,536.878378378378,14415
dnn,16,46,48.9333333333333,218
ridge,8,47.5,773.648648648649,40090
kknn,14,48.5,87.3378378378378,1682
glmboost,13,51.5,67.1891891891892,616
svmPoly,9,52.5,111.716216216216,599
avNNe,53,53,53,53
nnet,18,53,55.3561643835616,118
parRF,8,53,211.986486486486,6188
gbm,9,55,160.957746478873,7121
pcaNNet,18,59.5,76.945945945946,778
qrf,13,63,232.22972972973,4810
gamSpline,27,76.5,312.418918918919,11035
RRFglobal,32,90,295.743243243243,8535
msaenet,22,98,117.676470588235,287
xgbLinear,29,99,155.5,3367
plsRglm,28,135,146.767123287671,486
RRF,29,153.5,204.09375,3058
avNNet,53,161,171.357142857143,407
gamboost,54,169,689.383561643836,35906
spikeslab,25,216,369.164383561644,13136
svmLinear2,7,218.5,1193.31081081081,47817
cubist,60,226,293.647887323944,1258
svmLinear,9,257.5,451,3801
bagEarth,115,292,338.718309859155,919
Rborist,51,358,721.581081081081,12100
SBC,59,361,629.3,3965
WM,85,367,385.208333333333,1677
xgbTree,160,420,581.144736842105,5788
evtree,236,479,899.12,31401
BstLm,248,775,842.493333333333,2542
bag,Inf,,,-Inf
bagEarthGCV,Inf,,,-Inf
bam,Inf,,,-Inf
bartMachine,Inf,,,-Inf
bayesglm,Inf,,,-Inf
blassoAveraged,Inf,,,-Inf
bridge,Inf,,,-Inf
extraTrees,Inf,,,-Inf
gaussprLinear,Inf,,,-Inf
gaussprPoly,Inf,,,-Inf
gaussprRadial,Inf,,,-Inf
gbm_h2o,Inf,,,-Inf
gcvEarth,Inf,,,-Inf
glm,Inf,,,-Inf
glmnet_h2o,Inf,,,-Inf
glmStepAIC,Inf,,,-Inf
lm,Inf,,,-Inf
lmStepAIC,Inf,,,-Inf
logicBag,Inf,,,-Inf
logreg,Inf,,,-Inf
M5,Inf,,,-Inf
M5Rules,Inf,,,-Inf
nnls,Inf,,,-Inf
ordinalNet,Inf,,,-Inf
pls,Inf,,,-Inf
pythonKnnReg,Inf,,,-Inf
randomGLM,Inf,,,-Inf
rpart1SE,Inf,,,-Inf
rqlasso,Inf,,,-Inf
rqnc,Inf,,,-Inf
rvmLinear,Inf,,,-Inf
rvmPoly,Inf,,,-Inf
rvmRadial,Inf,,,-Inf
svmBoundrangeString,Inf,,,-Inf
svmExpoString,Inf,,,-Inf
svmSpectrumString,Inf,,,-Inf
treebag,Inf,,,-Inf
xyf,Inf,,,-Inf
