polynomial C1 t C2 t C3^1d3,109,-0.218,-0.069,-0.025,0,0.289,-0.039,-0.109,-0.034,-0.012,0,0.145,-0.019
noise in predictors,109,-0.11,-0.015,-0.011,-0.002,0.059,-0.011,-0.055,-0.008,-0.006,-0.001,0.03,-0.006
basic latent features,109,-0.097,0,0,0.011,0.129,0.016,-0.048,0,0,0.006,0.064,0.008
just random,106,-0.013,0,0,0.016,0.06,0.009,-0.007,0,0,0.008,0.03,0.004
polynomial C1 ^ -2,108,0,0,0,0,0.474,0.034,0,0,0,0,0.237,0.017
polynomial C1 t C2,109,-0.182,-0.018,0,0.002,0.23,-0.002,-0.091,-0.009,0,0.001,0.115,-0.001
polynomial C1 ^ C2,107,-0.311,0,0,0.052,0.361,0.047,-0.156,0,0,0.026,0.18,0.023
polynomial C1 t C2 t C3,109,-0.082,0,0,0.096,0.161,0.044,-0.041,0,0,0.048,0.08,0.022
mean subtraction in each row,109,-0.02,0,0,0.009,0.213,0.01,-0.01,0,0,0.004,0.106,0.005
smoothed switches between -C2-C3 & C2+C3 based on C1,110,-0.079,0,0,0.012,0.129,0.008,-0.04,0,0,0.006,0.065,0.004
Spread thinly,106,-0.078,-0.001,0,0.005,0.127,0.008,-0.039,-0.001,0,0.003,0.064,0.004
C1^-C2,109,-0.15,0,0,0,0.285,0.008,-0.075,0,0,0,0.142,0.004
1dC1,108,-0.137,0,0,0,0.322,0.025,-0.068,0,0,0,0.161,0.013
colinerity unnecessary,104,-0.016,0,0,0.037,0.14,0.022,-0.008,0,0,0.018,0.07,0.011
switches between C2+C3 & C4+C5 based on C1,110,-0.075,-0.018,0.001,0.04,0.277,0.01,-0.038,-0.009,0,0.02,0.138,0.005
switches between C2 & -C2 based on C1,109,-0.073,-0.006,0.016,0.076,0.344,0.043,-0.037,-0.003,0.008,0.038,0.172,0.021
switches between -C2-C3 & C2+C3 based on C1,109,-0.03,0,0.017,0.061,0.351,0.041,-0.015,0,0.008,0.03,0.176,0.02
switches between C1 & C2 based on C1,110,-0.04,0,0.02,0.074,0.225,0.038,-0.02,0,0.01,0.037,0.112,0.019
colinerity middle is correct,108,-0.013,0,0.022,0.034,0.115,0.024,-0.007,0,0.011,0.018,0.057,0.012
median subtraction in each row,110,-0.08,0,0.022,0.033,0.09,0.02,-0.04,0,0.012,0.016,0.045,0.01
partial friedman sin(C2),111,-0.026,0.008,0.032,0.085,0.269,0.05,-0.013,0.004,0.016,0.042,0.134,0.025
polynomial C1 ^ 2,109,-0.073,0,0.043,0.119,0.363,0.063,-0.036,0,0.022,0.06,0.182,0.032
log(C1),108,-0.095,-0.032,0.044,0.118,0.221,0.049,-0.048,-0.016,0.022,0.06,0.11,0.025
polynomial C1 ^ .5,109,-0.013,0.013,0.047,0.087,0.122,0.048,-0.007,0.007,0.024,0.043,0.061,0.024
outliers,109,-0.165,0,0.061,0.217,0.479,0.111,-0.082,0,0.031,0.108,0.24,0.055
switches between 1 & -1 based on C1,109,0,0.014,0.063,0.104,0.41,0.091,0,0.007,0.032,0.052,0.205,0.045
randomly switches between C1 & C2,108,-0.028,0.112,0.142,0.248,0.416,0.17,-0.014,0.056,0.071,0.124,0.208,0.085
switches between C3 & C2 on C4g1.5,109,-0.056,0.182,0.266,0.336,0.53,0.248,-0.028,0.091,0.133,0.168,0.265,0.124
