1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,38927.1733333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.4,0,0,0,0,0,0,0,0,0,40.5,0,40.5,40.5,0,0,0,56.7,0,0,0,0,0,436.5,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,32710.2466666667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.31333333333333,0,0,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,387.66,0,71556,0,12,0,1619,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,37254.3144654088,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2.12578616352201,0,0,0,0,0,0,0,0,0,128,0,1664,0,0,0,0,272.100628930818,0,0,0,0,0,159,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,1,34982.2805660377,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2.12578616352201,0,0,0,0,0,0,0,0,0,142.5,0,2137.5,0,0,0,0,302.924528301887,0,0,0,15,0,889,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,1,26480.7560651379,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5.22033898305085,0,0,0,0,0,0,0,0,0,0,1274,910,0,0,0,0,475.050847457627,0,420920,160,0,0,646.5,0,0,0,24517.1012418099
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,36928.0488888889,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.4,0,0,0,0,0,0,0,0,0,24,0,24,24,0,0,0,33.6,0,0,0,0,0,292.666666666667,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,22511.95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2.5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,0,21822,0,0,0,1122,0,0,0,0
24,1,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,176,3,16264.9505928854,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7.17647058823529,0,0,0,0,0,0,0,0,0,0,0,36.6666666666667,0,0,0,0,131.56862745098,0.777777777777778,133882,14,0,0,496.333333333333,0,0,0,230.834409304316
24,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,40819,3,16315.412944664,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,7.17647058823529,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,161.470588235294,0.75,443136,39,0,0,520.75,0,0,0,53536.5326897322
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,22009.9375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.96875,0,0,0,0,0,0,0,0,0,14,0,28,0,0,0,0,41.5625,0,0,0,0,0,317,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,22009.9375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.96875,0,0,0,0,0,0,0,0,0,15,0,30,0,0,0,0,44.53125,0,0,0,0,0,317,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,24766.523255814,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3.6046511627907,0,0,0,0,0,0,0,0,0,49,0,245,0,0,0,0,176.627906976744,0,0,0,0,0,86,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,28380.34375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.46875,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,49.375,0,100527,6,0,0,32,0,1,0,27203.0692177869
3,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,40819,0,26593.0960983042,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5.64594594594595,0,0,0,0,0,0,0,0,0,0,1192.5,1060,0,0,0,0,748.087837837838,0,32340,123.75,0,0,1521.5625,0,0,0,10914.03180658
24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40819,2,34036.4166666667,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14.5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,58,0,237507,24,0,0,5,1,0,0,490053.553627285
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,9627.55555555556,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,66,0,41274,0,0,0,1170,0,0,0,0
