trg,QSlinks115_60centernscale2QSlink3regr.randomForestval,QSlinks115_60centernscale2QSlink3regr.randomForestsd,QSlinks03_95expoTrans2QSlink3regr.randomForestval,QSlinks03_95expoTrans2QSlink3regr.randomForestsd,QSlinks115_60range012QSlink3regr.randomForestval,QSlinks115_60range012QSlink3regr.randomForestsd,QSlinks115_60asis2QSlink3regr.randomForestval,QSlinks115_60asis2QSlink3regr.randomForestsd,QSlinks115_60YeoJohnson2QSlink3regr.randomForestval,QSlinks115_60YeoJohnson2QSlink3regr.randomForestsd,QSlinks115_60quantile2QSlink3regr.randomForestval,QSlinks115_60quantile2QSlink3regr.randomForestsd,QSlinks14_55Intasis2QSlink3regr.randomForestval,QSlinks14_55Intasis2QSlink3regr.randomForestsd,QSlinks14_55IntYeoJohnson2QSlink3regr.randomForestval,QSlinks14_55IntYeoJohnson2QSlink3regr.randomForestsd,QSlinks03_95YeoJohnson2QSlink3regr.randomForestval,QSlinks03_95YeoJohnson2QSlink3regr.randomForestsd,QSlinks14_55IntexpoTrans2QSlink3regr.randomForestval,QSlinks14_55IntexpoTrans2QSlink3regr.randomForestsd,QSlinks14_55Intquantile2QSlink3regr.randomForestval,QSlinks14_55Intquantile2QSlink3regr.randomForestsd,QSlinks14_55Intrange012QSlink3regr.randomForestval,QSlinks14_55Intrange012QSlink3regr.randomForestsd,QSlinks115_60expoTrans2QSlink3regr.randomForestval,QSlinks115_60expoTrans2QSlink3regr.randomForestsd,QSlinks14_55expoTrans2QSlink3regr.randomForestval,QSlinks14_55expoTrans2QSlink3regr.randomForestsd,QSlinks03_95centernscale2QSlink3regr.randomForestval,QSlinks03_95centernscale2QSlink3regr.randomForestsd,QSlinks14_55Intcenternscale2QSlink3regr.randomForestval,QSlinks14_55Intcenternscale2QSlink3regr.randomForestsd,QSlinks03_95all2QSlink3regr.randomForestval,QSlinks03_95all2QSlink3regr.randomForestsd,QSlinks14_55all2QSlink3rangerval,QSlinks14_55all2QSlink3rangersd,QSlinks03_95quantile2QSlink3regr.randomForestval,QSlinks03_95quantile2QSlink3regr.randomForestsd,QSlinks115_60expoTrans2QSlink3parRFval,QSlinks115_60expoTrans2QSlink3parRFsd,QSlinks03_95asis2QSlink3regr.randomForestval,QSlinks03_95asis2QSlink3regr.randomForestsd,QSlinks115_60expoTrans2QSlink3rfval,QSlinks115_60expoTrans2QSlink3rfsd,QSlinks14_55range012QSlink3rangerval,QSlinks14_55range012QSlink3rangersd,QSlinks14_55all2QSlink3gaussprPolyval,QSlinks14_55all2QSlink3gaussprPolysd,QSlinks14_55all2QSlink3cforestval,QSlinks14_55all2QSlink3cforestsd,QSlinks14_55IntICA2QSlink3regr.randomForestval,QSlinks14_55IntICA2QSlink3regr.randomForestsd,QSlinks03_95all2QSlink3cforestval,QSlinks03_95all2QSlink3cforestsd,QSlinks03_95PCA2QSlink3regr.randomForestval,QSlinks03_95PCA2QSlink3regr.randomForestsd,QSlinks14_55range012QSlink3regr.randomForestval,QSlinks14_55range012QSlink3regr.randomForestsd,QSlinks14_55Intall2QSlink3regr.randomForestval,QSlinks14_55Intall2QSlink3regr.randomForestsd,QSlinks14_55range012QSlink3extraTreesval,QSlinks14_55range012QSlink3extraTreessd,QSlinks115_60ICA2QSlink3regr.randomForestval,QSlinks115_60ICA2QSlink3regr.randomForestsd,QSlinks14_55YeoJohnson2QSlink3regr.randomForestval,QSlinks14_55YeoJohnson2QSlink3regr.randomForestsd,QSlinks14_55all2QSlink3extraTreesval,QSlinks14_55all2QSlink3extraTreessd,QSlinks03_95ICA2QSlink3regr.randomForestval,QSlinks03_95ICA2QSlink3regr.randomForestsd,QSlinks115_60expoTrans2QSlink3Rboristval,QSlinks115_60expoTrans2QSlink3Rboristsd,QSlinks14_55centernscale2QSlink3regr.randomForestval,QSlinks14_55centernscale2QSlink3regr.randomForestsd,QSlinks14_55IntPCA2QSlink3regr.randomForestval,QSlinks14_55IntPCA2QSlink3regr.randomForestsd,QSlinks14_55asis2QSlink3regr.randomForestval,QSlinks14_55asis2QSlink3regr.randomForestsd,QSlinks14_55ICA2QSlink3regr.randomForestval,QSlinks14_55ICA2QSlink3regr.randomForestsd,QSlinks115_60all2QSlink3regr.randomForestval,QSlinks115_60all2QSlink3regr.randomForestsd,QSlinks14_55range012QSlink3rfval,QSlinks14_55range012QSlink3rfsd,QSlinks14_55quantile2QSlink3regr.randomForestval,QSlinks14_55quantile2QSlink3regr.randomForestsd,QSlinks14_55range012QSlink3Rboristval,QSlinks14_55range012QSlink3Rboristsd,QSlinks03_95PCA2QSlink3regr.rknnval,QSlinks03_95PCA2QSlink3regr.rknnsd,QSlinks14_55all2QSlink3enetval,QSlinks14_55all2QSlink3enetsd,QSlinks14_55all2QSlink3rfval,QSlinks14_55all2QSlink3rfsd,QSlinks03_95expoTrans2QSlink3regr.gbmval,QSlinks03_95expoTrans2QSlink3regr.gbmsd,QSlinks14_55all2QSlink3glmboostval,QSlinks14_55all2QSlink3glmboostsd,QSlinks03_95range012QSlink3regr.randomForestval,QSlinks03_95range012QSlink3regr.randomForestsd,QSlinks03_95centernscale2QSlink3rfval,QSlinks03_95centernscale2QSlink3rfsd,QSlinks14_55Intquantile2QSlink3regr.brnnval,QSlinks14_55Intquantile2QSlink3regr.brnnsd,QSlinks14_55all2QSlink3blassoAveragedval,QSlinks14_55all2QSlink3blassoAveragedsd,QSlinks03_95centernscale2QSlink3parRFval,QSlinks03_95centernscale2QSlink3parRFsd,QSlinks14_55all2QSlink3glmnetval,QSlinks14_55all2QSlink3glmnetsd,QSlinks14_55Intasis2QSlink3rfval,QSlinks14_55Intasis2QSlink3rfsd,QSlinks14_55expoTrans2QSlink3regr.marsval,QSlinks14_55expoTrans2QSlink3regr.marssd,QSlinks14_55Intasis2QSlink3parRFval,QSlinks14_55Intasis2QSlink3parRFsd,QSlinks14_55range012QSlink3parRFval,QSlinks14_55range012QSlink3parRFsd,QSlinks14_55all2QSlink3fobaval,QSlinks14_55all2QSlink3fobasd,QSlinks14_55asis2QSlink3rangerval,QSlinks14_55asis2QSlink3rangersd,QSlinks14_55all2QSlink3regr.randomForestval,QSlinks14_55all2QSlink3regr.randomForestsd,QSlinks03_95centernscale2QSlink3pcrval,QSlinks03_95centernscale2QSlink3pcrsd,QSlinks14_55all2QSlink3gaussprRadialval,QSlinks14_55all2QSlink3gaussprRadialsd,QSlinks115_60expoTrans2QSlink3extraTreesval,QSlinks115_60expoTrans2QSlink3extraTreessd,QSlinks14_55all2QSlink3parRFval,QSlinks14_55all2QSlink3parRFsd,QSlinks03_95PCA2QSlink3rfval,QSlinks03_95PCA2QSlink3rfsd,QSlinks115_60PCA2QSlink3regr.randomForestval,QSlinks115_60PCA2QSlink3regr.randomForestsd,QSlinks14_55Intrange012QSlink3parRFval,QSlinks14_55Intrange012QSlink3parRFsd,QSlinks115_60IntexpoTrans2QSlink3regr.randomForestval,QSlinks115_60IntexpoTrans2QSlink3regr.randomForestsd,QSlinks03_95centernscale2QSlink3regr.bstval,QSlinks03_95centernscale2QSlink3regr.bstsd,QSlinks14_55range012QSlink3RRFglobalval,QSlinks14_55range012QSlink3RRFglobalsd,QSlinks14_55range012QSlink3RRFval,QSlinks14_55range012QSlink3RRFsd,QSlinks115_60expoTrans2QSlink3RRFval,QSlinks115_60expoTrans2QSlink3RRFsd,QSlinks14_55all2QSlink3bridgeval,QSlinks14_55all2QSlink3bridgesd,QSlinks14_55Intrange012QSlink3kknnval,QSlinks14_55Intrange012QSlink3kknnsd,QSlinks03_95all2QSlink3regr.bstval,QSlinks03_95all2QSlink3regr.bstsd,QSlinks115_60expoTrans2QSlink3cforestval,QSlinks115_60expoTrans2QSlink3cforestsd,QSlinks03_95expoTrans2QSlink3regr.gaussprval,QSlinks03_95expoTrans2QSlink3regr.gaussprsd,QSlinks14_55asis2QSlink3Rboristval,QSlinks14_55asis2QSlink3Rboristsd,QSlinks03_95ICA2QSlink3regr.gbmval,QSlinks03_95ICA2QSlink3regr.gbmsd,QSlinks14_55all2QSlink3Rboristval,QSlinks14_55all2QSlink3Rboristsd,QSlinks03_95centernscale2QSlink3cforestval,QSlinks03_95centernscale2QSlink3cforestsd,QSlinks14_55Intrange012QSlink3rfval,QSlinks14_55Intrange012QSlink3rfsd,QSlinks03_95all2QSlink3parRFval,QSlinks03_95all2QSlink3parRFsd,QSlinks14_55range012QSlink3cforestval,QSlinks14_55range012QSlink3cforestsd,QSlinks03_95quantile2QSlink3parRFval,QSlinks03_95quantile2QSlink3parRFsd,QSlinks14_55Intquantile2QSlink3regr.gaussprval,QSlinks14_55Intquantile2QSlink3regr.gaussprsd,QSlinks03_95ICA2QSlink3regr.rknnval,QSlinks03_95ICA2QSlink3regr.rknnsd,QSlinks03_95all2QSlink3regr.gaussprval,QSlinks03_95all2QSlink3regr.gaussprsd,QSlinks03_95asis2QSlink3regr.rknnval,QSlinks03_95asis2QSlink3regr.rknnsd,QSlinks03_95centernscale2QSlink3regr.gbmval,QSlinks03_95centernscale2QSlink3regr.gbmsd,QSlinks14_55IntPCA2QSlink3regr.cvglmnetval,QSlinks14_55IntPCA2QSlink3regr.cvglmnetsd,QSlinks115_60asis2QSlink3regr.glmboostval,QSlinks115_60asis2QSlink3regr.glmboostsd,QSlinks14_55asis2QSlink3RRFglobalval
1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0.611,3,2.828,2,0,2.4,0.548,3,0,2,0,2,0,2.167,0.408,2,0.647,2.2,0.447,2,0,2,0,2,0,2.5,0.707,2,0,2.8,0.447,2,0,2.75,0.5,2,0,2,0.611,2.25,0.5,2,0.755,2,0,1.5,0.707,2,0,2,1.265,1.5,0.707,2,0,2,0,0,0,1,0,2,0,1,0,2,0,1,0,2,0,2,0.719,1.5,0.707,2,0,2.2,0.447,0,0,1,0,2,0,2,0,6.56,0.812,2,0,2,0,6.505,0.71,2,0,2,0.658,2,0.707,2,0,1,0,1,0,2.833,0.408,2,0,1.667,0.516,2,0,2.2,1.304,2,0,2,0,2,0,2,0.57,2,0.587,2,0,2,0,2,0,1.833,0.408,2.5,0.707,2.4,1.817,2.667,0.516,1,1.095,2
2,2.6,0.894,2.2,0.447,2.667,1.155,2.333,0.577,2.2,0.447,2.4,0.548,2.6,0.894,2.6,0.548,2,0,2.6,0.548,2.4,0.548,2.5,0.577,2.6,0.894,2,0,2.5,0.577,2.6,0.548,2.714,0.488,4,0.848,2.25,0.5,2.5,0.707,2,0,2.5,0.707,2.5,0.707,5,1.061,4,0.602,2.2,0.447,6.483,0.452,3.25,0.5,2.25,0.5,3,0,2,0,3.5,0.548,2.25,0.5,2,0.948,2,0,2.5,0.707,2.25,0.5,3.4,0.548,2.6,0.548,4,0.816,3,0.894,2,0,2.25,0.5,2.5,0.707,2,0,2,1.116,3,0.587,2.167,1.602,4,0.508,2,0,2,0.654,4,0.632,5,0.511,2,0.68,5,0.735,3,0,4.667,2.309,3,0,2.5,0.707,6,0.995,2,0,4,0.816,3,0.875,5,0.635,2,0,4,0.782,2,0.812,3.6,0.894,2,0,4,0.71,3.4,0.894,2.5,0.707,2,0,2,0,5,0.493,2,0,4.667,0.492,3,0,3,0.632,3,0,2.8,0.837,4,0.672,3,0.687,3,0,6.568,0.57,3.5,0.707,3,0,2.667,0.516,2,0,2.667,0.707,2,0.595,2.4,1.817,4.5,0.548,4,0.707,2
2,1.8,0.447,2,0,2,0,1.75,0.5,2,0,1.8,0.447,2,0,2,0,2,0,1.8,0.447,2,0,1.833,0.408,2,0,2,0,2,0,2,0,2,0,2,0,1.75,0.5,1.5,0.707,2,0,2,0,2,0.611,1,3.606,2,0,1.8,0.837,2,0.452,2.25,0.5,2,0,2,0,2,0.647,2.2,0.447,2,0,1.667,0.577,2.25,0.5,2,1.414,2,0,2,0.707,2,0,2,0,3.167,1.472,2,0.611,2,0,2,0.755,1.833,0.408,-0.667,2.082,2.5,0.707,1.8,0.837,0,0,2,0,2,0.654,0.8,0.447,-0.333,0.577,2,0.68,0,1,2,0,-0.2,1.095,2,0,2,0.719,0,3,2,0,2.5,0.577,0,0.875,0.333,0.577,1,0,2.5,0.707,2.5,0.707,4,1.225,2,0,6.505,0.71,1.75,0.5,2,0.658,2,0.707,2,0,-0.667,1.155,1,0,1.444,0.527,2,0,0.8,0.447,2,0,1.25,0.5,3,0,2,0.687,2,0,2,0.57,2,0.587,2,0,1,0,2,0,1,0,2,0,0.75,1.5,3.6,0.548,-0.25,0.5,2
2,2.2,0.447,2.25,0.5,2.25,0.5,2.25,0.5,2,0,2.4,0.548,2.75,0.5,2.8,0.837,2,0,2.8,0.447,2.6,0.548,2.5,0.577,2.25,0.5,3,0,2,0,2.4,0.548,2.286,0.488,3,0.848,2,0,2,0,2,0,3,0,3,0.611,4,1.061,3,0.602,3,0.707,3,0,3.25,0.5,2.75,0.5,3.2,0.447,3,0.647,2.8,0.447,2.5,0.577,2,0.948,2,0,2.5,0.707,2.75,0.5,3.8,0.837,2.667,0.577,3,0,2.667,0.516,3,0.611,3,0,3,0.755,3,0,4,1.116,3,0.587,0.667,2.16,4,0.508,2,0,6.22,0.654,2.667,0.816,4,0,1,0.68,4,0.735,2,0,1.667,0.577,2,0,3,0.719,5,0.995,3,0,3.5,0.577,0,0.875,5,0.635,2,0,3,0.782,3,0,3.6,0.548,2,0,3,0,4,0.707,2,0.658,3,0.707,2,0,4,0.493,1,0,3.889,0.333,3,0,2,0.707,3,0,0.6,0.548,3,0.672,2,0.687,2,0,2.5,0.707,3,0.587,2,0,3.167,0.408,3,0,2.571,0.535,2.5,0.707,0.4,0.548,3.833,0.408,4.8,1.095,2
7,4.5,0.577,4,0,4.667,0.577,4.75,0.5,4.5,0.577,4.5,0.577,5.75,0.5,5.75,0.5,4,0,5.75,0.957,5.5,0.577,5.75,0.957,4.25,0.5,4,0,4,0,5.75,0.5,4,0,5,0.848,4,0,4.5,0.707,3.75,0.5,4.5,0.707,5,0.611,5.5,0.707,4,0,6.25,1.258,4,0.452,4,0,4,0,5.5,0.577,4,0.647,5.25,0.5,4,0,4,0,4,0,4.5,0.707,4.333,0.577,5.25,0.5,4.333,0.577,4.667,0.577,5.75,0.5,4,0.611,4,0,5,0.755,3.667,0.577,6,1.414,5,0.587,2.4,3.05,5.5,0.707,4,0,4,0.654,9.4,0.894,5,0,4,0.68,5,0,6,0,6.75,0.957,6,0,4,0.719,5.5,0.707,5,0,5,0,6,0.875,5,0,4,0,5,0.782,6.56,0.812,7,0.816,6,0,5,0.71,6,0,5,0.658,5,0.707,5,0,5,0,4,0,5.6,0.548,4,0,4.8,0.447,5,0,2.5,0.577,5,0.672,3,0.687,5,0,4,0.57,4,0.587,3,0,8.8,0.837,4,0,4,0,4,0.595,3,1.826,6,0,5.8,0.447,5
2,1.6,0.548,1.8,0.447,1.667,0.577,1.5,0.577,1.6,0.548,1.6,0.548,1.4,0.548,1.2,0.447,2,0,1.2,0.447,1.2,0.447,1,0,1.5,0.577,1.25,0.5,1.75,0.5,1,0,2,0,2,0.848,2,0,1,0,1.6,0.548,1,0,2,0.611,5,1.061,2,0.602,1.4,0.548,2,0.452,2.25,0.5,1.25,0.5,1,0,1,0.647,1.6,0.548,1,0,1,0.948,2,0,1.5,0.707,1.25,0.5,1.2,0.447,1.5,0.577,1.75,0.5,1.333,0.516,2,0.611,1.25,0.5,1,0.755,2.333,0.516,2,1.116,2,0.587,-1,2.646,1,0.508,2,0,6.22,0.654,0.2,0.447,0,0.511,1,0.68,3,0.735,1,0,0,0.707,1,0,2,0.719,0,0.995,2,0,1.5,0.577,0,0.875,1,0.635,1,0,2,0.782,2,0.812,1.2,0.447,1,0,2,0,2,0,1,0.658,1,0.707,2,0,0,0.493,1,0,2.111,0.333,2,0,1.4,0.548,1,0,2.25,1.258,2,0.672,2,0.687,1,0,2,0.57,2,0.587,1,0,2,0,2.5,0.577,1.333,0.516,2.5,0.707,0.25,0.957,3.2,0.447,0.8,0.447,1
7,3,0,3.2,0.447,3,0,2.6,0.548,3,0,3,0,3.667,0.516,3.8,0.447,3.25,0.5,3.8,0.447,3.8,0.447,3.8,0.447,3,0,4.333,0.577,3.25,0.5,3.8,0.447,3,0,6.44,0.848,3.25,0.5,2.5,0.707,3.4,0.548,3,0,4,0,3,1.061,3,0.602,4,0,3,0,3,0,4.25,0.5,4,0.707,5,0,2.8,0.447,4.25,0.5,4,0.948,3,0,3,1.414,4,0.816,3.8,0.447,4.25,0.5,3.75,0.957,3.167,0.408,4,0,4,0.816,3.5,0.707,4.5,0.548,3,1.116,6.53,0.587,3.6,1.14,3,0.508,3.333,0.577,4,0.654,2.6,0.548,3,0.511,4,0.68,3,0.735,3,0,4.667,1.155,4,0,4,0,4,0.995,4,0,3.75,0.5,3,0.875,3,0.635,3,0,6.546,0.782,6.56,0.812,3.8,0.447,4,0,3,0,2,0,4,0,4,0,4,0,3,0.493,4,0,3.5,0.707,2.5,0.707,2.2,0.447,4,0,2.25,1.708,6.672,0.672,3,0.687,4,0,3,0,3.5,0.707,3,0,3,0.707,5,0.816,2.429,0.535,5.5,0.707,1.75,1.5,4.8,0.447,3.4,0.548,4
24,12.8,3.271,14.25,1.5,13,3.367,12.2,2.588,13.4,3.647,13.2,3.493,12.4,2.302,11.8,1.643,14,1.155,11.6,1.14,12.2,0.837,12.167,1.602,13.25,4.272,10.667,3.055,15,2.449,12.2,1.304,14.286,1.604,14,0.848,13.75,1.5,12,4.243,13,3.317,11.5,3.536,7,0.611,10.667,0.577,12,1,10.2,1.095,15,0,13,1.633,14.5,4.041,11.6,1.14,8,0.647,11.4,2.302,12.25,4.787,20.333,1.155,13.75,0.957,8,0,14,5.228,11.4,1.14,16,2.309,14,4.967,12.833,2.483,8,0.611,12.5,4.933,9,0.755,13.667,3.777,10.667,0.577,17,0.587,12,4.796,10.333,0.577,13.2,2.168,14,0.654,9.2,1.095,10,0,15,0.68,11,1,11,0,12,2.16,11,0,8,0.719,10.333,1.155,7,0,12.5,4.796,12,0.875,9.667,0.577,9,0,18,0.782,12,0.812,12.6,2.702,12,0,6.505,0.71,11.25,0.957,8,0.658,8,0.707,8,0,10.333,0.577,6,0,10.714,0.951,12,2.828,10,1.826,9,0,10.25,4.272,17,0.672,13,0.687,12,0,15.5,0.707,11,0.587,15,0,9.8,0.837,11.5,3.697,10.6,2.074,6.147,0.595,14,3.464,7.6,0.548,11.2,0.837,10
24,11,2.55,15.6,1.14,11,2.944,10.5,3,10.8,2.95,10.4,2.51,16.8,2.683,14.8,2.49,15,0.816,14.75,2.217,15.8,1.924,15.5,2.51,10.5,3.109,10.667,3.055,15.25,1.258,15,2.449,15,1.265,15,0.848,15.25,1.258,10,0.859,13.6,3.578,9,0.695,7,0.611,9,1.061,11.5,0.707,14.4,2.608,14,0.452,14,1.414,12.75,2.63,15,1.673,8,0.647,13,2,12.25,4.573,20,0.948,14.5,0.577,8,1.013,13.75,3.403,13.4,1.517,15,1.633,13.25,4.113,10,1.897,8,0.611,11.25,4.193,9,0.755,15.6,4.827,11,1.116,16,0.587,14,1.414,9,0.508,14.75,3.304,15,0.654,14.6,2.881,9,0,13,0.68,10,0.735,18,0,11.333,1.528,16,0,8,0.719,9,0.995,7,0,13,4.183,15,0.875,9,0.635,8,0,16,0.782,16,1.414,9.4,0.548,16,0,11,0.71,10.75,0.957,8,0.658,8,0.707,8,0,9,0,15,0,11.167,0.983,10,0.603,11.4,1.949,9,0,16,2.16,16,0.672,13,0.687,15,0,6.568,0.57,11,0.587,18,0,9.8,1.095,12.667,5.132,11.6,2.074,16.333,1.528,14.25,3.686,8.6,0.548,11.2,1.483,10
1,1.75,0.5,1.75,0.5,1.333,0.577,1.5,0.707,1.5,0.577,1.5,0.577,1.75,0.5,1.75,0.5,1.667,0.577,1.667,0.577,1.5,0.577,1.4,0.548,1.667,0.577,1.667,0.577,2,1,1.5,0.577,2,1,1,0.848,2,1,2,1.414,1.5,0.577,2,0,2,0.611,2,1,2,0,1.5,1,6.483,0.452,2,1,2,1,1.25,0.5,1,0.647,1,0,1.333,0.577,1,0,1.667,1.155,2,1.414,1.333,0.577,1,0,1.333,0.577,2,0,1.25,0.5,2,0.611,2,1,1,0.755,1,0,0.333,0.577,1,0.587,3,1.225,1,0,1.5,0.707,1.5,0.707,1.8,0.447,1.333,0.577,2,0,1,0,3,0,0.75,0.5,1,0,3,0.719,0.667,0.577,1,0,1.333,0.577,1.5,2.121,1,0,1,0,1,0.782,2,0.812,1.25,0.5,2,0,1,0.71,1.75,0.5,2,0.658,1,0.707,3,0,1,0,2,0,2,0,2.5,0.707,3.2,0.447,3,0,3.75,1.5,1,0.672,3,0,2,0,6.568,0.57,2,0.587,1,0,1.2,0.447,1,0,3.2,0.447,1,0.595,3,0,4,0,2,1.155,1
