1,-0.387,0.588,0.335,0.097,0.337,-0.556,-2,-1.717,-0.37,1,0
1,0.362,-0.1,-0.584,1.471,0.839,0.605,-0.57,-0.671,0.258,1,0
1,-0.575,0.525,0.119,-0.901,0.838,0.542,1.466,1.03,1.741,1,0
1,-0.546,2.143,-1.984,-1.714,0.658,-1.793,-0.531,1.022,1.749,1,0
1,-1.949,0.28,-0.081,-1.486,-0.724,-1.242,-0.21,-1.761,-0.115,1,0
1,-1.167,-0.546,-0.516,0.519,1.864,-0.934,-0.043,0.029,1.379,1,0
-1,0.903,0.287,-2.103,1.13,-0.858,-2.244,-2.397,0.574,0.647,1,0
-1,0.937,0.427,-0.35,0.331,0.219,-0.814,-0.489,1.689,-1.703,1,0
-1,0.539,-0.167,-0.495,1.883,1.374,0.535,-1.223,-1.628,1.39,1,0
1,-0.217,-1.111,0.017,-0.654,-1.043,-0.5,1.191,-0.475,-1.318,1,0
-1,0.862,-1.038,0.198,1.306,2.942,-0.888,0.906,-0.863,1.52,1,0
-1,1.022,0.713,-2.473,0.605,0.496,0.662,1.53,-0.322,-1.098,1,0
1,-0.156,0.918,-0.463,-0.282,1.217,-0.581,1.399,1.678,0.623,1,0
1,-0.32,0.47,-1.407,0.328,0.177,1.879,-0.284,-1.407,1.062,1,0
-1,0.718,1.051,-0.4,0.094,3.536,1.837,1.465,-2.334,1.213,1,0
-1,0.995,-0.297,-0.901,1.725,0.253,0.076,0.171,-1.839,0.916,1,0
-1,1.518,1.113,-1.971,0.723,2.054,-0.049,-0.519,-1.278,0.558,1,0
1,-0.667,-0.123,-0.633,-0.313,0.16,-0.225,1.429,0.733,-1.291,1,0
-1,1.052,-1.44,1.329,-0.011,-0.272,-1.236,0.511,-0.388,1.676,1,0
1,0.486,-0.242,0.746,-0.164,-0.17,0.357,-0.137,0.81,1.115,1,0
1,-0.858,-1.118,-0.53,1.342,0.413,-0.514,-0.181,0.071,-0.693,1,0
1,-0.753,0.3,2.079,0.069,-0.038,0.376,0.056,-1.183,0.342,1,0
1,-1.842,1.024,-0.732,1.433,-0.304,0.098,1.787,0.156,0.752,1,0
1,-0.537,-0.614,0.642,-0.281,0.251,-0.462,0.095,1.203,-0.784,1,0
1,-1.109,-0.699,1.3,-0.928,0.733,-0.459,0.023,-2.028,0.17,1,0
-1,1.232,-0.661,-0.979,1.189,-1.32,0.761,1.783,2.212,-1.371,1,0
-1,0.881,0.756,-0.38,0.837,1.472,-0.21,1.084,0.011,1.055,1,0
1,-1.208,0.118,-0.224,-0.053,-0.364,0.926,2.143,-0.179,1.047,1,0
