0.31,0.752,-0.442
-0.924,0.012,-0.936
-0.047,-0.12,0.073
-0.151,0.521,-0.672
-2.103,-1.745,-0.358
2.992,1.684,1.308
-1.267,-0.305,-0.962
-2.81,-0.351,-2.459
0.111,-0.402,0.514
-0.319,-0.599,0.279
-0.179,-0.906,0.727
-0.474,-1.01,0.536
-1.728,-0.26,-1.468
-0.282,0.654,-0.936
-1.641,-0.639,-1.002
-0.853,-0.155,-0.698
0.76,0.645,0.115
1.372,1.297,0.075
-2.397,-0.762,-1.636
1.532,0.245,1.287
0.008,-1.11,1.117
-0.388,-0.074,-0.314
-2.125,-1.438,-0.687
3.354,1.421,1.934
1.204,1.09,0.113
1.578,0.355,1.222
1.318,1.207,0.111
-2.36,-0.263,-2.096
0.777,-0.47,1.247
1.102,0.242,0.86
0.084,-0.035,0.119
0.989,0.327,0.663
-1.12,-1.939,0.819
-0.123,0.931,-1.054
-0.398,0.091,-0.489
-0.877,-0.906,0.03
0.423,0.227,0.196
0.08,-0.144,0.224
-0.133,0.547,-0.68
1.025,2.49,-1.465
0.252,0.599,-0.347
0.714,0.803,-0.089
-2.777,-1.411,-1.366
-0.272,-0.999,0.726
-0.034,0.29,-0.324
0.708,-0.174,0.882
0.698,0.52,0.177
-1.822,-1.193,-0.629
-0.235,-0.32,0.085
0.747,-1.141,1.888
0.548,-0.416,0.965
0.689,0.394,0.294
1.767,1.184,0.582
3.335,1.072,2.263
-0.861,-0.653,-0.208
-0.299,1.014,-1.313
-1.811,-0.227,-1.584
-0.702,-1.479,0.777
2.01,1.085,0.925
0.901,-0.239,1.14
0.633,-0.054,0.687
2.116,1.811,0.305
-2.467,-1.655,-0.813
-1.84,-1.044,-0.796
-0.965,-0.31,-0.655
-0.567,0.29,-0.858
0.752,-0.503,1.254
1.751,-0.56,2.311
0.334,0.428,-0.094
-1.118,0.227,-1.345
3.535,1.212,2.323
-1.216,-0.145,-1.071
-0.915,-0.579,-0.336
1.654,0.901,0.753
0.06,0.29,-0.23
1.675,1.441,0.234
-0.511,-1.001,0.49
1.097,1.423,-0.327
-0.155,-0.533,0.378
-0.463,-1.147,0.684
-0.527,-0.128,-0.399
-1.192,-0.987,-0.205
1.048,0.956,0.091
-1.688,-0.661,-1.027
0.864,0.149,0.715
2.626,1.559,1.067
1.487,1.611,-0.124
0.208,-0.525,0.733
-1.818,-0.352,-1.465
-1.12,-0.954,-0.167
0.012,-0.662,0.674
-0.239,1.067,-1.306
0.609,0.834,-0.226
1.841,-0.021,1.862
0.5,-1.33,1.83
-0.437,-0.176,-0.261
0.811,0.699,0.112
0.728,0.537,0.191
-2.223,-1.654,-0.57
4.138,2.001,2.137
1.612,0.427,1.185
1.057,0.956,0.1
1.181,0.406,0.775
-1.058,-0.348,-0.711
-0.048,1.729,-1.777
0.738,0.561,0.177
-1.518,-1.35,-0.168
-0.924,-1.161,0.237
-0.529,0.466,-0.995
1.826,-0.756,2.582
0.828,0.061,0.767
-2.122,-1.424,-0.698
1.518,0.551,0.967
1.4,1.188,0.212
1.025,-0.18,1.205
-0.074,0.467,-0.542
1.03,0.906,0.125
-0.197,-0.276,0.079
0.622,-0.181,0.804
-0.602,-0.918,0.316
-1.812,-0.607,-1.205
1.73,2.007,-0.277
-2.162,-1.134,-1.028
0.212,0.176,0.037
-2.894,-1.427,-1.467
-1.885,-1.39,-0.495
-1.569,0.497,-2.067
-2.048,-0.632,-1.416
-1.125,-0.48,-0.645
0.719,0.017,0.702
-1.757,-0.638,-1.119
2.098,1.356,0.742
2.908,1.363,1.545
-2.382,0.77,-3.152
1.232,0.66,0.572
-0.862,-0.636,-0.227
-0.802,-1.017,0.216
0.178,0.272,-0.094
-1.316,-0.701,-0.615
-0.131,0.259,-0.39
-0.639,-0.548,-0.091
-0.51,1.066,-1.576
1.278,1.393,-0.114
-2.576,-0.856,-1.719
-3.817,-1.412,-2.405
0.349,0.621,-0.272
0.567,1.282,-0.716
-0.287,0.413,-0.699
-0.039,0.226,-0.266
0.333,0.557,-0.225
-0.082,1.057,-1.139
0.388,-0.528,0.917
-1.632,-0.73,-0.903
0.479,0.12,0.359
-1.124,0.116,-1.241
-3.087,-1.049,-2.038
0.596,-1.292,1.888
3.174,1.789,1.385
2.333,1.237,1.096
2.491,1.101,1.39
0.221,0.555,-0.334
1.853,0.663,1.189
-0.725,-0.848,0.123
0.845,-0.451,1.296
2.586,1.715,0.872
-2.045,-1.231,-0.814
1.578,0.906,0.672
0.817,0.155,0.662
0.88,0.139,0.741
0.132,0.243,-0.111
0.652,1.556,-0.904
-0.492,-0.522,0.03
1.473,-0.594,2.066
1.767,0.829,0.937
2.139,1.698,0.441
1.026,0.64,0.386
-0.796,-0.664,-0.132
0.133,0.208,-0.075
1.393,0.714,0.679
-0.278,1.692,-1.971
-0.845,-0.069,-0.776
0.27,0.761,-0.49
-0.532,0.324,-0.856
-0.204,-0.817,0.612
0.154,0.492,-0.339
0.343,0.517,-0.174
0.428,1.308,-0.88
1.348,1.293,0.056
-0.253,0.43,-0.683
-0.574,0.857,-1.431
-0.938,-0.915,-0.022
-1.744,-0.095,-1.65
0.424,0.939,-0.515
-0.391,-1.502,1.111
0.315,-0.299,0.614
1.327,-0.248,1.575
0.409,-0.318,0.727
-0.683,-1.289,0.606
1.554,0.486,1.068
0.946,2.022,-1.076
0.213,0.51,-0.296
2.573,0.901,1.672
-0.097,-1.223,1.127
0.153,-0.264,0.416
0.053,0.396,-0.343
-2.721,-1.051,-1.671
-1.695,-0.581,-1.114
-2.462,-1.898,-0.564
-0.28,-0.59,0.31
-1.822,-1.314,-0.508
1.223,0.727,0.496
-1.129,-0.841,-0.288
1.751,1.28,0.471
-0.589,-1.276,0.686
-1.368,-0.068,-1.301
-2.158,-0.916,-1.241
0.853,-0.412,1.266
-0.866,0.461,-1.327
0.882,1.386,-0.503
0.938,0.108,0.83
-0.155,-0.132,-0.023
0.207,0.15,0.058
0.079,-0.658,0.737
-0.174,0.367,-0.541
-0.962,0.112,-1.074
-0.799,0.101,-0.9
-1.087,-0.144,-0.943
-1.24,-1.342,0.102
2.207,-0.445,2.652
0.231,-0.751,0.982
-0.485,-1.47,0.986
-0.201,-1.018,0.817
1.593,2.216,-0.622
-0.532,-1.562,1.03
1.57,1.301,0.27
1.01,-0.516,1.526
1.202,-0.385,1.587
-2.318,-1.126,-1.192
1.691,1.957,-0.266
1.055,0.655,0.4
0.705,-1.017,1.722
-0.44,-0.227,-0.213
3.044,2.141,0.903
-1.733,-0.87,-0.863
0.218,0.056,0.162
0.158,0.767,-0.609
-0.013,-1.55,1.537
-1.084,-0.168,-0.915
-0.061,0.398,-0.459
-2.802,0.188,-2.99
0.472,-0.632,1.104
1.37,1.261,0.109
-0.758,-0.865,0.107
-1.598,0.396,-1.994
-2.277,0.628,-2.905
-1.907,-0.553,-1.353
0.33,-0.649,0.979
1.059,-0.491,1.551
-0.413,-0.754,0.341
-1.387,-0.674,-0.713
2.676,1.046,1.63
-0.858,-0.268,-0.59
-1.176,-0.972,-0.204
-0.301,0.263,-0.563
-0.355,0.424,-0.779
-2.347,-0.859,-1.488
0.794,0.932,-0.138
0.497,0.042,0.455
-0.9,-1.251,0.351
1.476,1.248,0.228
0.072,0.595,-0.522
-0.863,-1.405,0.542
1.757,1.342,0.415
0.102,-0.585,0.687
-2.397,-0.931,-1.466
0.652,-0.631,1.283
-0.635,0.227,-0.861
0.251,0.075,0.177
-0.015,0.482,-0.496
1.165,0.729,0.436
-2.433,-2.243,-0.19
0.307,0.358,-0.052
-0.705,0.105,-0.811
-0.292,-0.746,0.454
-1.326,-1.86,0.533
-0.835,-0.309,-0.526
2.718,1.039,1.678
1.057,1.66,-0.603
-0.399,0.622,-1.021
-0.685,1.881,-2.566
-0.96,0.433,-1.393
-2.514,-0.455,-2.059
0.127,0.372,-0.246
-0.514,-0.205,-0.309
-0.749,-0.589,-0.16
-0.774,-0.765,-0.008
2.506,2.132,0.374
1.216,-0.166,1.382
0.164,0.48,-0.316
2.033,1.067,0.966
1.449,1.346,0.103
-2.148,-1.088,-1.06
-0.598,-0.017,-0.581
0.194,-0.898,1.092
-0.5,0.294,-0.794
2.608,-0.054,2.662
-2.347,-1.821,-0.526
0.736,1.581,-0.844
-0.702,-1.113,0.411
0.143,-1.08,1.223
-1.465,-0.4,-1.066
-3.795,-1.637,-2.157
2.463,1.641,0.822
1.118,0.272,0.846
2.467,2.164,0.303
-1.317,1.152,-2.469
0.053,-0.063,0.115
1.813,1.047,0.766
-0.603,-0.177,-0.426
2.36,0.818,1.542
1.4,0.743,0.656
0.069,-1.05,1.119
-0.343,-0.095,-0.248
0.031,-1.354,1.384
-0.293,-0.765,0.472
-1.257,0.251,-1.509
0.842,0.809,0.033
-0.776,-1.271,0.494
-1.634,-1.727,0.093
-1.617,-2.183,0.567
-1.214,-1.448,0.233
-2.868,-1.222,-1.646
0.905,1.296,-0.391
2.503,2.129,0.374
0.27,0.941,-0.671
-1.981,-1.433,-0.548
0.967,0.562,0.405
-1.506,-0.598,-0.908
1.574,0.843,0.73
0.657,0.542,0.116
-0.389,0.504,-0.893
1.54,1.381,0.159
0.462,-0.22,0.682
