1,0,0,0,0,0,0,0,0,0,0,0,0,0,38927.1733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,4.5,6.3,0,0,0,0,0,0,0,40819,0,0,4.0045871559633
2,0,0,0,0,0,0,0,0,0,0,0,0,0,32710.2466666667,0,0,0,1,0,0,0,0,0,0,0,0,0,3.31333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,0,39.76,5963,0,0,0,5963,0,0,0,0,0,7.46082949308756
2,0,0,0,0,0,0,0,0,0,0,0,0,0,37254.3144654088,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12578616352201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,0,27.6352201257862,0,0,0,0,0,0,0,40819,0,0,0.697368421052632
2,0,0,0,0,0,0,0,0,0,0,0,0,1,34982.2805660377,0,0,0,1,0,0,0,0,0,0,0,0,0,2.12578616352201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,0,31.8867924528302,0,0,0,0,0,0,0,40819,0,0,3.67355371900826
7,0,0,0,0,0,0,0,0,0,0,0,0,1,26480.7560651379,0,14,0,0,0,0,0,0,0,0,0,0,0,5.22033898305085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,52.2033898305085,42092,0,0,0,84184,0,0,0,24517.1012418099,47.5204736412947,3.40263157894737
2,0,0,0,0,0,0,0,0,0,0,0,0,0,36928.0488888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,4.2,0,0,0,0,0,0,0,40819,0,0,2.78730158730159
7,0,0,0,0,0,0,0,0,0,0,0,0,0,22511.95,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,21822,0,0,0,43644,0,0,0,0,0,11.1089108910891
24,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,3,16264.9505928854,1,0,0,0,0,0,0,0,0,0,0,0,0,7.17647058823529,0,0,0,0,0,6.11111111111111,0,0,0,0,0,0,0,0,32.6666666666667,0,16.7450980392157,57378,0,0,0,172134,0,0,0,230.834409304316,98.0181651307822,4.35380116959064
24,0,0,0,0,0,0.25,0,0,0,0,0,0,3,16315.412944664,3,0,0,0,0,0,0,0,0,0,0,1,0,7.17647058823529,0,0,0,0,0,5.625,0,0,0,0,0,0,0,0,54,0,21.5294117647059,147712,0,0,0,590848,0,0,0,53536.5326897322,102.840079567202,4.41313559322034
1,0,0,0,0,0,0,0,0,0,0,0,0,0,22009.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5.9375,0,0,0,0,0,0,0,40819,0,0,2.78070175438597
1,0,0,0,0,0,0,0,0,0,0,0,0,0,22009.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5.9375,0,0,0,0,0,0,0,40819,0,0,2.75652173913044
2,0,0,0,0,0,0,0,0,0,0,0,0,0,24766.523255814,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,18.0232558139535,0,0,0,0,0,0,0,40819,0,0,0.577181208053691
7,0,0,0,0,0,0,0,0,0,0,0,0,0,28380.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,7.40625,33509,0,0,0,33509,1,0,0,27203.0692177869,3.2136312795983,0.266666666666667
3,0,0,0.25,0,0,0,0,0,0,0,0,0,0,26593.0960983042,0,9,0,0,0,0,0,0,0,0,0,0,0,5.64594594594595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.25,0,77.6317567567568,7644,0,0,0,4704,0,0,0,10914.03180658,28.9133016627078,6.95571428571429
24,1,0,0,0,0,0,0,0,0,0,0,0,2,34036.4166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,14.5,237507,0,2,1,475014,0,0,0,490053.553627285,6.57617299637845,0.0485436893203884
3,0,0,0,0,0,0,0,0,0,0,0,0,0,9627.55555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,3,9,13758,0,0,0,41274,0,0,0,0,0,11.5841584158416
1,0,0,0,0,0,0,0,0,0,0,0,0,0,28380.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4.9375,0,0,0,0,0,0,0,40819,0,0,0.275862068965517
