DENFIS,0,0,0,0,1,0,0,0
,0,0,0,0,1,0,0,0
dnn,0.026,0,0,0.767710049423394,87,0,0.012,0.071
relaxo,0.118,0,0,1,84,0.121,0.394,0.579
svmLinear3,0.147,0,0,0.982,84,0.316,0.483,0.71
qrf,0.244,0,0,1,85,0.563,0.672,0.819
krlsPoly,0.037,0.037,0.037,0.037,1,0.037,0.037,0.037
pcr,0.203,0,0.048,1,85,0.415,0.668,0.851
BstLm,0.187,0,0.06,1,87,0.312,0.448,0.778
gam,0.361,0,0.083,1,3,0.45,0.633,0.817
simpls,0.228,0,0.0851894563426689,1,84,0.523,0.73,0.858
widekernelpls,0.228,0,0.0851894563426689,1,84,0.523,0.73,0.864
lars2,0.229,0,0.0944444444444445,1,87,0.446,0.706,0.837
rpart2,0.25,0,0.107551813471503,1,82,0.555,0.661,0.712
partDSA,0.154,0,0.114666666666667,0.737373737373737,15,0.147,0.259,0.473
icr,0.234,0,0.130666666666667,1,87,0.562,0.732,0.91
kernelpls,0.237,0,0.146666666666667,1,87,0.562,0.732,0.911
glmboost,0.239,0,0.157333333333333,1,87,0.523,0.732,0.891
lars,0.237,0,0.16,1,87,0.501,0.723,0.836
ctree2,0.264,0,0.162626262626263,1,87,0.562,0.715,0.801
leapBackward,0.238,0,0.176,1,87,0.541,0.738,0.91
glm.nb,0.241,0,0.181333333333333,1,45,0.651,0.738,0.81
leapForward,0.236,0,0.184,1,87,0.489,0.721,0.862
glmStepAIC,0.269,0,0.184,1,37,0.54,0.759,1
lmStepAIC,0.269,0,0.184,1,37,0.54,0.759,1
leapSeq,0.241,0,0.186666666666667,1,87,0.544,0.737,0.91
glmnet,0.241,0,0.189333333333333,0.973,85,0.51,0.731,0.923
rpart,0.282,0,0.194337322934445,1,84,0.574,0.742,0.819
knn,0.204,0,0.206601466992665,0.889,87,0.322,0.424,0.659
svmLinear2,0.229,0,0.216,1,83,0.54,0.692,0.834
rqlasso,0.259,0.001,0.221333333333333,1,17,0.614,0.697,0.871
elm,0.243,0,0.24,1,87,0.54,0.73,0.862
ctree,0.275,0,0.25,1,87,0.57,0.715,0.801
bayesglm,0.269,0,0.250666666666667,1,37,0.536,0.756,1
glm,0.269,0,0.250666666666667,1,37,0.536,0.756,1
lm,0.269,0,0.250666666666667,1,37,0.536,0.756,1
foba,0.279,0,0.255,1,69,0.596,0.76,0.992
kknn,0.254,0,0.275,0.914,87,0.415,0.507,0.668
xgbTree,0.249,0,0.276476683937824,0.884,84,0.514,0.609,0.679
cforest,0.296,0,0.277777777777778,1,87,0.58,0.669,0.856
gcvEarth,0.352,0,0.3,0.999,37,0.711,0.94,0.983
evtree,0.295,0,0.306531088082902,1,86,0.591,0.638,0.753
rpart1SE,0.284,0,0.316544563859915,1,36,0.583,0.665,0.745
bstTree,0.369,0,0.351335335335335,0.92,20,0.744,0.764,0.781
gamSpline,0.317,0,0.359,1,87,0.692,0.936,0.967
rf,0.372,0,0.361595354523227,0.999,84,0.733,0.856,0.934
parRF,0.368,0,0.379496402877698,0.991,85,0.733,0.842,0.941
ranger,0.371,0,0.382207578253707,0.99,85,0.733,0.836,0.934
rqnc,0.267,0.001,0.397333333333333,1,17,0.611,0.694,0.873
nnet,0.342,0,0.434,0.992,85,0.665,0.778,0.898
treebag,0.345,0,0.442446043165468,0.996,35,0.679,0.766,0.874
Rborist,0.383,0,0.444052052052052,0.996,84,0.759,0.86,0.956
bagEarthGCV,0.36,0,0.444987775061125,0.999,37,0.891,0.953,0.983
RRFglobal,0.393,0,0.449662792288692,0.999,84,0.76,0.841,0.941
avNNet,0.364,0,0.452525252525253,0.993,89,0.722,0.788,0.884
pcaNNet,0.35,0,0.462406015037594,0.977,85,0.692,0.774,0.92
msaenet,0.388,0,0.469437652811736,1,37,0.743,0.77,0.878
gbm,0.344,0,0.48,0.972,85,0.665,0.775,0.881
xgbLinear,0.403,0,0.497446602303649,1,84,0.727,0.907,0.97
RRF,0.418,0,0.509722222222222,0.998,67,0.729,0.899,0.945
bam,0.542,0.083,0.5415,1,2,0.725,0.817,0.908
ppr,0.414,0,0.553,1,85,0.839,0.939,0.992
neuralnet,0.385,0,0.614,0.988,43,0.726,0.876,0.927
earth,0.466,0,0.69682151589242,1,85,0.891,0.946,0.968
bagEarth,0.481,0,0.741007194244604,1,87,0.92,0.949,0.97
cubist,0.51,0,0.761658031088083,1,85,0.99,0.999,1
blackboost,0.77,0.724,0.785,0.801,3,0.791,0.795,0.798
enet,0.973,0.973,0.973,0.973,1,0.973,0.973,0.973
krlsRadial,0.994,0.994,0.994,0.994,1,0.994,0.994,0.994
gamboost,0.995,0.995,0.995,0.995,1,0.995,0.995,0.995
bstSm,0.997,0.997,0.997,0.997,1,0.997,0.997,0.997
blasso,0.998,0.998,0.998,0.998,1,0.998,0.998,0.998
bridge,0.998,0.998,0.998,0.998,1,0.998,0.998,0.998
blassoAveraged,0.999,0.999,0.999,0.999,1,0.999,0.999,0.999
lasso,1,1,1,1,1,1,1,1
