sparsity 0,92,-0.132,-0.056,-0.036,0,0.052,-0.033,-1,-0.11,-0.051,0,0.084,-0.1
composite 2,92,-0.13,-0.059,-0.028,0,0.043,-0.03,-0.867,-0.161,-0.083,0,1,-0.079
ifs smooth -C2-C3&C2+C3 onC1,92,-0.167,-0.057,-0.017,0,0.077,-0.026,-1,-0.338,-0.034,0,1,-0.188
composite 1,92,-0.1,-0.03,-0.013,0.006,0.087,-0.013,-1,-0.105,-0.042,0.022,0.897,-0.084
needles hay noise,80,-0.059,-0.014,-0.002,0,0.021,-0.008,-1,-0.242,-0.022,0,1,-0.133
Spread thinly,92,-0.079,-0.008,-0.001,0.005,0.091,0.002,-0.491,-0.014,-0.001,0.005,0.535,0.001
basic latent features,93,-0.081,0,0,0.017,0.221,0.015,-0.072,0,0,0.015,1,0.023
random,68,-0.042,0,0,0.025,0.074,0.012,-1,0,0,0.232,1,0.105
poly C1 t C2,92,-0.096,-0.004,0,0.002,0.119,0.001,-1,-0.014,0,0.01,1,0.093
poly C1 t C2 t C3,94,-0.182,0,0,0,0.176,0.001,-1,0,0,0,1,-0.067
poly C1 t C2 t C3^1d3,92,-0.175,-0.009,0,0,0.092,-0.012,-1,-0.208,0,0,1,-0.121
ifs 1 & -1 on C1,92,-0.272,-0.002,0,0.036,0.378,0.019,-1,-0.002,0,0.03,1,-0.038
ifs C2+C3 & C4+C5 on C1,92,-0.068,-0.016,0,0.016,0.242,0.01,-1,-0.038,0,0.036,0.453,-0.021
ifs nested 2 layer,93,0,0,0,0.018,0.094,0.015,0,0,0,1,1,0.341
mean subtraction in each row,94,-0.036,-0.007,0,0,0.107,-0.002,-1,-0.043,0,0,1,-0.112
median subtraction in each row,92,-0.13,-0.004,0,0.002,0.049,-0.006,-1,-0.112,0,0.087,1,0.035
rescale 4 poly,92,-0.409,-0.014,0,0.062,0.338,0.008,-1,-0.012,0,0.117,1,-0.04
colinerity unnecessary,92,-0.047,0,0,0.012,0.256,0.01,-0.075,0,0,0.01,1,0.025
needles in haystack,75,-0.043,-0.012,0,0,0.06,-0.004,-1,-0.228,0,0,1,-0.108
sparsity NA,18,-0.036,-0.003,0,0.019,0.044,0.004,-0.158,-0.006,0,0.066,1,0.061
sparsity 20,92,-0.05,-0.006,0,0,0.109,0.001,-1,-0.022,0,0,1,-0.061
composite complete,92,-0.067,-0.001,0,0.01,0.068,0.002,-1,-0.001,0,0.012,1,0.007
bm C1 ^ .5,92,-0.065,-0.008,0.007,0.033,0.172,0.023,-0.188,-0.006,0.005,0.043,1,0.046
rescale isotonic addition,92,-0.017,0.002,0.009,0.038,0.096,0.019,-0.038,0.002,0.007,0.036,0.361,0.03
ifs C2 & -C2 on C1,92,-0.03,0,0.009,0.04,0.265,0.032,-1,0,0.049,0.172,1,0.138
rescale isotonic addition ran bin,92,-0.022,0.006,0.01,0.038,0.093,0.022,-0.023,0.003,0.006,0.037,1,0.043
noise in predictors,92,-0.067,0.002,0.014,0.033,0.175,0.017,-0.198,0.002,0.014,0.056,1,0.042
bm sin(C2),92,-0.016,0.007,0.019,0.042,0.134,0.029,-0.035,0.005,0.013,0.032,0.116,0.022
bm log(C1),92,-0.096,-0.011,0.024,0.055,0.547,0.032,-0.162,-0.012,0.018,0.081,1,0.061
colinerity middle is correct,92,-0.029,0.005,0.026,0.058,0.165,0.032,-0.04,0.003,0.018,0.064,0.247,0.036
quantilization,92,-0.035,0.008,0.03,0.074,0.106,0.04,-0.086,0.005,0.025,0.046,0.076,0.026
bm C1 ^ 2,94,-0.028,0,0.044,0.138,0.276,0.072,-0.048,0,0.032,0.196,1,0.12
ifs -C2-C3 & C2+C3 on C1,92,-0.019,0,0.056,0.124,0.253,0.065,-1,0,0.205,0.523,1,0.314
bm 1dC1,93,-0.061,0,0.077,0.218,0.474,0.112,-1,0,1,1,1,0.613
ifs C1 & C2 on C1,92,-0.039,0.022,0.084,0.196,0.376,0.109,-1,0.038,0.165,0.333,1,0.2
outliers,92,-0.04,0.002,0.097,0.573,0.606,0.259,-0.12,0.007,0.136,1,1,0.497
ifs C1&C2 on random,92,-0.015,0.053,0.098,0.162,0.348,0.112,-0.882,0.152,0.236,0.368,1,0.301
poly C1 ^ C2,92,-0.019,0.058,0.163,0.224,0.354,0.144,-0.165,0.084,0.302,0.565,1,0.375
ifs C2 & C3t2 on C4g1.5,92,-0.146,0.078,0.166,0.294,0.554,0.191,-0.83,0.152,0.264,0.54,1,0.341
bm C1 ^ -2,90,-0.101,0,0.434,0.447,0.476,0.236,-1,0,1,1,1,0.478
