ifs nested 2 layer,0,0,0.017,0.146,93,0.087,0.018
random,0,0,0.034,0.166,68,0.149,0.038
median subtraction in each row,0,0.002,0.021,0.229,92,0.068,0.031
composite 2,0,0.148,0.142,0.283,92,0.213,0.205
composite 1,0,0.1755,0.154,0.29,92,0.278,0.22
poly C1 t C2 t C3,0,0,0.012,0.451,94,0,0
needles hay noise,0,0.0145,0.063,0.472,80,0.191,0.066
bm C1 ^ -2,0,0.4345,0.238,0.476,90,0.449,0.447
ifs smooth -C2-C3&C2+C3 onC1,0,0.103,0.124,0.482,92,0.287,0.214
ifs C1&C2 on random,0,0.2785,0.255,0.489,92,0.377,0.334
sparsity NA,0,0.1385,0.142,0.507,18,0.278,0.218
poly C1 t C2 t C3^1d3,0,0,0.023,0.538,92,0.047,0
sparsity 20,0,0,0.054,0.547,92,0.197,0.063
noise in predictors,0,0.4865,0.422,0.645,92,0.623,0.566
sparsity 0,0,0.305,0.317,0.665,92,0.61,0.464
bm 1dC1,0,0.077,0.118,0.684,93,0.301,0.218
poly C1 ^ C2,0.048,0.2785,0.3,0.786,92,0.463,0.364
colinerity middle is correct,0,0.6265,0.586,0.789,92,0.782,0.745
poly C1 t C2,0,0.001,0.09,0.856,92,0.397,0.076
bm log(C1),0,0.417,0.447,0.902,92,0.779,0.608
ifs -C2-C3 & C2+C3 on C1,0,0.093,0.144,0.913,92,0.364,0.202
rescale 4 poly,0,0.0955,0.234,0.915,92,0.676,0.465
rescale isotonic addition ran bin,0,0.6965,0.641,0.916,92,0.887,0.88
rescale isotonic addition,0,0.7275,0.661,0.932,92,0.913,0.9
bm C1 ^ 2,0,0.1845,0.327,0.942,94,0.878,0.637
needles in haystack,0,0.002,0.101,0.961,75,0.359,0.053
quantilization,0,0.851,0.755,0.966,92,0.925,0.897
bm sin(C2),0,0.7525,0.731,0.979,92,0.958,0.932
bm C1 ^ .5,0,0.7575,0.641,0.982,92,0.931,0.828
Spread thinly,0,0.5275,0.581,0.998,92,0.998,0.986
outliers,0,0.572,0.491,0.999,92,0.67,0.606
mean subtraction in each row,0,0.0905,0.397,0.999,94,0.999,0.953
ifs C2 & -C2 on C1,0,0.057,0.144,1,92,0.411,0.148
ifs C2+C3 & C4+C5 on C1,0,0.2625,0.279,1,92,0.495,0.374
ifs C1 & C2 on C1,0,0.336,0.317,1,92,0.542,0.431
ifs C2 & C3t2 on C4g1.5,0,0.411,0.408,1,92,0.624,0.494
basic latent features,0,0.838,0.792,1,93,1,0.997
ifs 1 & -1 on C1,0,0.5465,0.512,1,92,1,0.939
colinerity unnecessary,0,0.693,0.699,1,92,1,0.994
composite complete,0,0.684,0.64,1,92,1,0.995
