1.454,-1.454,0.386,-0.409,0.107,0.181,0.803,1.277,-0.629,0.725,1,0
0.723,0.272,0.361,1.009,0.301,0.414,0.23,-1.081,0.506,-0.706,1,0
-1.042,0.665,0.174,-0.975,-0.312,0.232,-0.463,1.586,1.919,-1.227,1,0
-0.637,-0.129,-0.554,-0.883,-0.248,1.427,0.206,-0.532,-0.323,0.142,1,0
-1.967,0.793,-1.23,0.096,-0.324,0.727,0.962,0.448,-0.75,1.771,1,0
-1.591,0.716,-0.13,-1.501,-1.56,0.714,1.509,0.143,1.079,0.965,1,0
0.275,-1.066,-1.615,0.68,0.331,-0.72,1.08,1.792,-0.654,-0.773,1,0
-0.667,0.533,0.185,-0.629,-1.028,-0.441,-0.901,0.117,0.638,0.848,1,0
-0.263,0.24,0.751,-1.229,0.977,-1.014,-0.764,0.228,-0.241,0.54,1,0
-0.256,0.101,0.603,-0.781,0.271,-1.7,-0.345,1.512,2.458,-0.284,1,0
-3.04,1.694,0.47,-1.518,-0.684,-0.839,0.864,-0.141,1.599,1.174,1,0
-1.758,-0.092,0.608,-2.282,0.788,0.369,-0.686,1.199,-0.774,0.465,1,0
-0.168,0.207,-0.07,0.524,-0.842,-0.06,0.756,-0.511,0.156,-0.741,1,0
0.508,-1.326,-0.125,-1.248,-1.184,1.341,1.389,-0.307,1.703,2.019,1,0
0.692,-0.85,0.623,-0.659,0.41,0.389,1.055,-0.027,-1.355,-2.269,1,0
2.883,-0.724,0.177,1.423,0.016,-0.798,0.077,-0.812,0.014,-1.026,1,0
-0.395,1.015,0.352,0.146,0.138,0.954,-0.104,-0.921,0.147,1.665,1,0
1.939,-0.338,0.545,0.84,-0.101,-0.185,1.436,-0.384,0.479,1.109,1,0
2.159,-0.466,0.754,0.864,-0.417,1.745,1.537,0.318,0.64,-1.254,1,0
1.205,2.412,0.533,2.671,0.165,0.352,1.038,-0.503,-0.538,0.286,1,0
0.133,-0.297,1.526,-1.743,1.106,-1.148,0.339,-0.921,0.644,0.232,1,0
-0.108,-0.228,0.291,-0.301,0.483,0.367,0.571,0.909,0.675,-0.721,1,0
-1.937,-0.297,-1.129,-0.685,-0.836,1.493,-2.434,-0.751,-0.536,-0.78,1,0
1.09,-1.204,0.68,-1.001,-0.335,-0.418,-0.299,0.378,-1.002,-0.239,1,0
0.629,-0.098,0.737,-0.725,-1.655,-0.246,0.305,-0.131,-0.674,-0.753,1,0
1.523,-0.641,-0.846,0.681,-0.568,-0.928,-1.49,0.918,2.192,1.13,1,0
0.693,0.206,-0.686,1.765,-1.985,-0.754,0.071,-0.401,-2.497,-1.297,1,0
0.248,-0.331,-1.333,0.678,-1.136,1.853,0.036,1.154,0.472,0.035,1,0
0.033,-0.394,-0.034,-0.602,-1.502,0.636,0.406,1.101,0.658,1.828,1,0
2.559,-0.583,1.218,0.819,1.142,1.223,1.041,-0.652,0.095,-0.279,1,0
-1.254,0.427,0.636,-1.394,0.655,0.367,0.587,-0.376,-0.648,1.112,1,0
-0.383,1.068,1.123,-1.346,-1.567,-0.182,-1.275,1.314,-0.576,0.419,1,0
-1.101,0.912,-0.482,-0.152,-0.086,-1.222,0.338,-0.665,2.07,2.78,1,0
