spearman,pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
1,1,1,-1,0,0,Tue Mar 26 20:08:54 2019,perfect,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,20,403,144,222,1.127,1.131,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,,,,,0,1,4,4,5,72,4,73,3,114,4,119,2,127,5,131,2
0.055,-0.064,0.082,1.08,1.03,0.931,Tue Mar 26 20:10:28 2019,h2oAutoml 1,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,20,403,6,222,1.127,1.131,random,93,cv,10,20,NA,5,,,,GBM_2_AutoML_20190326_200922,,,,,,0,1,3.53,4,3.49,72,3.87,73,3.92,114,2.67,119,2.68,127,3.6,131,3
0.088,-0.079,0.075,1.08,1.04,0.944,Tue Mar 26 20:19:39 2019,h2oAutoml 10,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,20,403,624,222,1.127,1.131,random,550,cv,10,20,NA,5,,,,GBM_4_AutoML_20190326_201032,,,,,,0,1,3.51,4,3.52,72,3.84,73,3.92,114,2.64,119,2.7,127,3.58,131,3.02
0.081,-0.111,0.049,1.23,1.07,0.972,Tue Mar 26 20:21:05 2019,SL.bartMachine,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,20,403,215,222,1.127,1.131,random,75,nohyperparameters,1,20,no rep,no min,,,,,,,,,,0,1,3.42,4,3.57,72,3.85,73,3.72,114,3.11,119,3.25,127,3.38,131,3.14
0.166,-0.004,0.1,1.57,1.01,0.879,Tue Mar 26 20:21:20 2019,SL.bayesglm,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,20,403,124,222,1.127,1.131,random,15,nohyperparameters,1,20,no rep,no min,,,,,,,,,,0,1,3.97,4,4.25,72,3.75,73,4.06,114,3.08,119,3.13,127,3.25,131,3.15
-0.002,-0.127,-0.013,1.23,1.14,0.986,Wed Mar 27 00:09:19 2019,SL.biglasso,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,20,403,516,222,1.127,1.131,random,13673,nohyperparameters,1,20,no rep,no min,,,,,,,,,,0,1,3.98,4,3.24,72,3.55,73,3.72,114,3.37,119,3.38,127,3.42,131,3.34
1,1,1,-1,0,0,Wed Mar 27 00:12:17 2019,perfect,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,144,222,1.059,1.139,random,NA,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,5,14,3,49,4,61,4,72,4,73,3,78,5,104,3,106,2,114,4,119,2,126,4,127,5,131,2
0.198,0.052,0.109,1.19,0.944,0.813,Wed Mar 27 00:22:26 2019,SL.caret,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,143,222,1.059,1.139,random,602,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,3.42,14,3.55,49,3.26,61,3.59,72,3.57,73,3.58,78,3.4,104,3.06,106,2.45,114,3.25,119,3.13,126,3.58,127,3.5,131,3.18
NA,-0.095,0,1.47,1.06,0.938,Wed Mar 27 00:23:00 2019,SL.caret.rpart,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,624,222,1.059,1.139,random,27,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,3.43,14,3.43,49,3.43,61,3.43,72,3.43,73,3.43,78,3.43,104,3.43,106,3.43,114,3.43,119,3.43,126,3.43,127,3.43,131,3.43
0.148,-0.028,0.074,1.2,0.98,0.881,Wed Mar 27 00:23:38 2019,SL.cforest,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,418,222,1.059,1.139,random,39,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,3.45,14,3.77,49,2.86,61,3.41,72,3.79,73,3.71,78,3.59,104,2.89,106,2.7,114,3.04,119,3.12,126,3.46,127,3.49,131,3.03
Fail,Fail,Fail,Fail,Fail,Fail,Wed Mar 27 00:30:51 2019,SL.dbarts,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,451,222,39
-0.016,-0.424,-0.36,1.92,1.44,1.22,Wed Mar 27 00:30:59 2019,SL.earth,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,118,222,1.059,1.139,random,8,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,2.39,14,4.35,49,1.51,61,3.71,72,4.18,73,4.78,78,3.3,104,3.17,106,2.54,114,3.09,119,3.18,126,3.22,127,3.54,131,3.65
0.186,0.079,0.124,1.12,0.928,0.789,Wed Mar 27 00:31:06 2019,SL.extraTrees,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,162,222,1.059,1.139,random,7,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,3.37,14,3.57,49,3.19,61,3.62,72,3.65,73,3.65,78,3.41,104,2.87,106,2.14,114,3.08,119,2.94,126,3.6,127,3.59,131,3.12
Fail,Fail,Fail,Fail,Fail,Fail,Wed Mar 27 00:31:47 2019,SL.gam,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,118,222,29
0.159,0.055,0.121,1.33,0.931,0.81,Wed Mar 27 00:37:56 2019,SL.gbm,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,265,222,1.059,1.139,random,368,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,3.55,14,3.74,49,2.92,61,3.76,72,3.84,73,3.67,78,3.59,104,2.88,106,2.56,114,3.11,119,3.19,126,3.59,127,3.51,131,2.92
Fail,Fail,Fail,Fail,Fail,Fail,Wed Mar 27 00:38:09 2019,SL.glm,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,118,222,1
0.152,-0.087,0.004,1.23,1.06,0.932,Wed Mar 27 00:38:37 2019,SL.glmnet,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,50,222,1.059,1.139,random,28,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,3.4,14,3.21,49,2.9,61,3.48,72,3.61,73,3.76,78,3.49,104,3.2,106,3.28,114,3.31,119,3.36,126,3.44,127,3.39,131,3.26
0.263,0.077,0.148,1.23,0.902,0.791,Wed Mar 27 00:39:21 2019,SL.ipredbagg,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,182,222,1.059,1.139,random,45,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,3.6,14,3.66,49,3.12,61,3.76,72,3.7,73,3.58,78,3.52,104,2.72,106,2.24,114,2.92,119,3.18,126,3.51,127,3.69,131,2.94
0.554,0.258,0.223,1.32,0.822,0.636,Wed Mar 27 00:40:39 2019,SL.kernelKnn,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,118,222,1.059,1.139,random,1,nohyperparameters,1,10,no rep,no min,,,,,,,,,,0,4,3.6,14,3,49,3.8,61,3.6,72,4.1,73,3.1,78,3.7,104,3.4,106,2.6,114,3.7,119,3.1,126,3.7,127,3.8,131,3.5
Fail,Fail,Fail,Fail,Fail,Fail,Wed Mar 27 00:40:45 2019,SL.knn,1,2,9thbadbooksPCAincRpca_unsort_every_blanket_only100,ignore,none,asis,ACEREBOUT,fullPCAs9bk10,1,10,403,118,222,1
