pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,


offspring may have been 300
-0.146,0.02,0.0245,0.93,0.764,Sun Jul 01 19:40:48 2018,TPOT 3,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,6258,cv,10,3,NA,5,RobustScaler,StackingRandomForestRegressor,XGBRegressor,,,0,36,3.86,40,4.72,69,3.53,80,4.35,83,4.2,91,5.09
-0.092,0.089,0.55,0.865,0.728,Sun Jul 01 20:57:17 2018,TPOT 4,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,4588,cv,10,4,NA,5,StackingGradientBoostingRegressor,RobustScaler,XGBRegressor,,,0,36,4.02,40,4.55,69,3.12,80,4.45,83,3.91,91,5.42
0.188,0.385,0.529,0.583,0.542,Sun Jul 01 23:48:41 2018,TPOT 5,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,10284,cv,10,5,NA,5,StackingXGBRegressor,VarianceThreshold,MaxAbsScaler,StackingXGBRegressor,VarianceThreshold,0,36,4.31,40,4.47,69,2.8,80,4.52,83,3.26,91,4.82
0.125,0.311,0.422,0.654,0.583,Mon Jul 02 01:48:16 2018,TPOT 6,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,7175,cv,10,6,NA,5,VarianceThreshold,StackingKNeighborsRegressor,ZeroCount,StackingXGBRegressor,MinMaxScaler,0,36,4.56,40,4.36,69,2.72,80,4.5,83,3.04,91,5.03
0.219,0.323,0.269,0.642,0.52,Mon Jul 02 04:02:06 2018,TPOT 8,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,8030,cv,10,8,NA,5,make_union,StackingExtraTreesRegressor,FunctionTransformer,),StackingGradientBoostingRegressor,0,36,4.06,40,4.9,69,2.77,80,4.39,83,4.11,91,4.7
0.251,0.362,0.419,0.605,0.499,Mon Jul 02 05:49:04 2018,TPOT 10,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,6419,cv,10,10,NA,5,RobustScaler,Normalizer,GradientBoostingRegressor,,,0,36,4.03,40,4.52,69,3.07,80,4.16,83,3.55,91,4.71
0.124,0.204,0.364,0.755,0.584,Mon Jul 02 08:52:35 2018,TPOT 12,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,11011,cv,10,12,NA,5,StackingXGBRegressor,StackingXGBRegressor,RobustScaler,RandomForestRegressor,,0,36,3.93,40,4.26,69,3.08,80,4.06,83,4.27,91,4.28
-0.023,0.155,0.245,0.801,0.682,Mon Jul 02 09:40:06 2018,TPOT 15,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,2851,cv,10,15,NA,5,MaxAbsScaler,GradientBoostingRegressor,,,,0,36,3.82,40,4.39,69,3.29,80,4.14,83,3.95,91,4.92
0.048,0.162,0.237,0.795,0.634,Mon Jul 02 14:09:23 2018,TPOT 18,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,16157,cv,10,18,NA,5,StackingGradientBoostingRegressor,StackingExtraTreesRegressor,StandardScaler,StackingXGBRegressor,GradientBoostingRegressor,0,36,3.89,40,4.57,69,3.07,80,3.95,83,4.33,91,4.82
0.047,0.203,0.175,0.756,0.636,Mon Jul 02 20:26:15 2018,TPOT 21,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,22612,cv,10,21,NA,5,StackingXGBRegressor,StackingExtraTreesRegressor,StandardScaler,StackingXGBRegressor,RobustScaler,0,36,4.14,40,4.07,69,3.03,80,3.99,83,3.74,91,4.97
-0.085,0.122,0.351,0.833,0.724,Tue Jul 03 07:21:42 2018,TPOT 25,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,39326,cv,10,25,NA,5,make_union,make_union,make_pipeline,StackingGradientBoostingRegressor,ZeroCount,0,36,4.45,40,4.55,69,3.36,80,4.31,83,3.53,91,5.24
0.11,0.286,0.299,0.677,0.594,Tue Jul 03 08:37:19 2018,TPOT 29,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,4537,cv,10,29,NA,5,RobustScaler,Normalizer,GradientBoostingRegressor,,,0,36,3.93,40,4.35,69,3.08,80,4.31,83,3.75,91,4.7
0.03,0.214,0.171,0.746,0.647,Tue Jul 03 11:09:07 2018,TPOT 33,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,9108,cv,10,33,NA,5,MaxAbsScaler,StackingRidgeCV,MinMaxScaler,StackingRandomForestRegressor,XGBRegressor,0,36,3.47,40,4.86,69,2.79,80,4.29,83,4.21,91,4.93
0.141,0.239,0.018,0.722,0.573,Tue Jul 03 15:44:01 2018,TPOT 38,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,16493,cv,10,38,NA,5,make_union,FunctionTransformer,FunctionTransformer,),StackingExtraTreesRegressor,0,36,4.13,40,3.99,69,3.02,80,3.86,83,4.01,91,4.13
0.024,0.22,0.437,0.74,0.651,Tue Jul 03 19:23:04 2018,TPOT 9,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,3899,cv,10,9,NA,5,MaxAbsScaler,StackingGradientBoostingRegressor,StackingXGBRegressor,StackingXGBRegressor,RidgeCV,0,36,3.6,40,4.14,69,3.02,80,3.92,83,4.05,91,4.51
-0.141,0.07,0.2,0.882,0.761,Tue Jul 03 21:18:38 2018,TPOT 11,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,6933,cv,10,11,NA,5,StackingRandomForestRegressor,StackingRidgeCV,StackingKNeighborsRegressor,XGBRegressor,,0,36,4.14,40,3.91,69,3.33,80,4.26,83,4.09,91,4.65
-0.036,0.107,0.161,0.847,0.691,Tue Jul 03 23:16:09 2018,TPOT 42,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,7051,cv,10,42,NA,5,StandardScaler,GradientBoostingRegressor,,,,0,36,4.1,40,4.42,69,3.28,80,4.04,83,4,91,5.15
Fail,Fail,Fail,Fail,Fail,Wed Jul 04 10:10:50 2018,TPOT 5,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,2120
0.238,0.291,0.291,0.672,0.508,Wed Jul 04 14:24:33 2018,TPOT 7,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,15224,cv,10,7,NA,5,StackingRandomForestRegressor,StackingGradientBoostingRegressor,StackingXGBRegressor,SelectPercentile,PCA,0,36,4.05,40,4.09,69,2.81,80,4.13,83,4.1,91,4.05
-0.048,0.148,0.291,0.808,0.698,Wed Jul 04 15:28:41 2018,TPOT 9,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,3848,cv,10,9,NA,5,StackingRidgeCV,XGBRegressor,,,,0,36,3.6,40,4.55,69,2.97,80,4.12,83,4.3,91,4.95
-0.196,0.063,0.552,0.889,0.797,Wed Jul 04 16:12:26 2018,TPOT 11,1,2,4thbookrPCA,ignore,none,range01,ACEREBOUT,hffoldrecc20hp20cv20hf,2,20,403,168,222,0.9488,0.9938,random,2625,cv,10,11,NA,5,StackingXGBRegressor,XGBRegressor,,,,0,36,3.79,40,4.01,69,3.01,80,4.28,83,4.18,91,5.11
