noise in predictors,144,-0.074,-0.033,-0.026,-0.009,0.058,-0.021,-1,-0.024,-0.021,-0.009,1,0.002
poly C1 ^ C2,143,-0.24,-0.092,-0.023,0.118,0.315,0.006,-1,-1,-0.042,0.442,1,-0.112
basic latent features,139,-0.105,0,0,0.025,0.22,0.013,-0.214,0,0,0.016,1,0.05
bm C1 ^ .5,145,-0.111,-0.015,0,0.013,0.232,0.01,-1,-0.012,0,0.013,1,0.019
bm C1 ^ -2,143,0,0,0,0,0.472,0.04,0,0,0,0,1,0.109
bm log(C1),142,-0.108,-0.03,0,0.054,0.249,0.014,-0.29,-0.038,0,0.055,1,0.056
poly C1 t C2,141,-0.119,-0.02,0,0,0.119,-0.007,-1,-0.333,0,0,1,-0.172
poly C1 t C2 t C3,144,-0.039,0,0,0.001,0.062,0.006,-1,0,0,0.017,1,0.141
poly C1 t C2 t C3^1d3,141,-0.169,-0.048,0,0.008,0.153,-0.008,-1,-1,0,0.008,1,-0.195
ifs C2+C3 & C4+C5 on C1,145,-0.079,-0.034,0,0.02,0.287,0.004,-0.506,-0.075,0,0.1,1,0.054
ifs smooth -C2-C3&C2+C3 onC1,144,-0.147,-0.066,0,0.039,0.122,-0.016,-1,-0.184,0,0.21,1,0.057
ifs -C2-C3 & C2+C3 on C1,144,-0.052,0,0,0.096,0.247,0.045,-1,0,0,1,1,0.206
ifs nested 2 layer,141,-0.042,0,0,0.003,0.122,0.005,-1,0,0,0.133,1,0.098
mean subtraction in each row,145,-0.09,0,0,0.012,0.175,0.003,-1,0,0,0.013,1,-0.025
median subtraction in each row,141,-0.048,0,0,0.001,0.069,0.002,-1,0,0,0.055,1,0.195
rescale 4 poly,143,-0.369,-0.124,0,0.112,0.381,-0.01,-1,-0.819,0,0.184,1,-0.154
colinerity unnecessary,144,-0.062,0,0,0.009,0.115,0.008,-1,0,0,0.007,1,0.007
Spread thinly,144,-0.121,-0.004,0,0,0.118,-0.001,-1,-0.005,0,0,0.697,-0.028
needles in haystack,105,-0.076,-0.015,0,0.006,0.133,-0.001,-1,-0.07,0,0.021,1,0.037
needles hay noise,106,-0.071,0,0,0.017,0.11,0.008,-1,0,0,0.214,1,0.125
sparsity 20,142,-0.108,0,0,0,0.053,-0.003,-1,0,0,0,0.727,-0.115
composite 1,142,-0.076,-0.043,0,0.008,0.103,-0.011,-1,-0.469,0,0.031,1,-0.208
composite complete,141,-0.122,-0.022,0,0,0.128,-0.01,-1,-0.022,0,0,0.217,-0.071
rescale isotonic addition ran bin,143,-0.031,-0.001,0.001,0.018,0.076,0.01,-0.158,-0.001,0.001,0.01,1,0.031
random,6,0.001,0.001,0.003,0.005,0.009,0.004,0.333,0.429,0.764,1,1,0.715
colinerity middle is correct,145,-0.047,-0.005,0.005,0.017,0.094,0.009,-0.069,-0.004,0.004,0.012,0.294,0.01
rescale isotonic addition,144,-0.112,0.004,0.008,0.014,0.146,0.014,-1,0.002,0.005,0.018,0.341,0.01
bm 1dC1,143,-0.206,0,0.01,0.043,0.312,0.039,-0.238,0,0.281,1,1,0.419
quantilization,144,-0.1,0.002,0.011,0.024,0.173,0.015,-0.156,0.002,0.007,0.016,0.486,0.021
bm C1 ^ 2,143,-0.076,0,0.012,0.068,0.347,0.05,-0.17,0,0.025,1,1,0.32
composite 2,143,-0.088,0,0.015,0.027,0.04,0.007,-1,-0.002,0.034,0.06,1,-0.023
bm sin(C2),145,-0.018,0.007,0.016,0.092,0.203,0.051,-0.123,0.004,0.01,0.095,1,0.051
sparsity NA,24,-0.022,0,0.022,0.08,0.151,0.042,-0.088,0.013,0.119,0.394,1,0.29
sparsity 0,142,-0.044,0.002,0.023,0.039,0.1,0.023,-0.531,0.003,0.026,0.046,0.565,0.026
ifs 1 & -1 on C1,146,-0.096,0,0.028,0.083,0.432,0.057,-1,0,0.038,0.114,1,0.075
ifs C2 & -C2 on C1,143,-0.06,0,0.029,0.059,0.402,0.04,-1,0,0.134,0.312,1,0.179
ifs C2 & C3t2 on C4g1.5,145,-0.052,0,0.045,0.091,0.567,0.067,-1,0,0.058,0.139,1,0.1
ifs C1&C2 on random,144,-0.027,0,0.056,0.087,0.315,0.056,-0.033,0,0.082,0.182,1,0.118
ifs C1 & C2 on C1,144,-0.027,0.074,0.126,0.246,0.517,0.152,-0.034,0.137,0.238,1,1,0.502
outliers,137,-0.053,0.036,0.152,0.588,0.63,0.28,-0.299,0.041,0.579,1,1,0.533
