DENFIS,0.019,0,0,0.850549450549451,56,0,0,0
dnn,0.01,0,0,0.23956043956044,56,0.004,0.015,0.059
WM,0.097,0,0,0.971428571428571,56,0.109,0.194,0.352
superpc,0.12,0,0,0.965421853388658,46,0.056,0.222,0.598
qrf,0.147,0,0,1,56,0.179,0.366,0.591
krlsPoly,0.027,0,0.00566824820556164,0.969230769230769,56,0.022,0.041,0.082
glm.nb,0.218,0,0.0210342918387354,1,28,0.291,0.441,0.75
pcr,0.22,0,0.0552258064516129,1,56,0.331,0.52,0.959
relaxo,0.239,0,0.0682307692307692,1,56,0.363,0.597,0.969
xgbTree,0.207,0,0.105562844542448,0.993406593406593,56,0.411,0.527,0.612
BstLm,0.257,0,0.110706160706161,0.982019363762102,56,0.452,0.661,0.898
icr,0.294,0,0.128545008357933,1,56,0.52,0.816,0.994
elm,0.291,0,0.140071071071071,1,56,0.51,0.681,1
blasso,0.302,0,0.153252480705623,0.997997997997998,53,0.57,0.71,0.976
pcaNNet,0.262,0,0.157089224925358,0.964835164835165,56,0.467,0.611,0.868
gbm,0.253,0,0.162162162162162,0.988,51,0.423,0.592,0.78
lars2,0.313,0,0.167676767676768,1,55,0.632,0.71,0.971
bridge,0.304,0,0.174475939822883,0.998998998998999,52,0.607,0.698,0.969
glmnet,0.319,0,0.177638368246968,0.983529411764706,56,0.604,0.713,0.966
evtree,0.208,0,0.178831643379321,1,56,0.333,0.393,0.656
knn,0.203,0,0.183023933023933,0.962637362637363,56,0.285,0.381,0.588
blassoAveraged,0.318,0,0.210677508269019,0.999,54,0.622,0.711,0.971
SBC,0.266,0,0.215715715715716,0.818823529411765,20,0.423,0.525,0.715
kknn,0.249,0,0.223120032932602,0.96043956043956,56,0.378,0.496,0.599
kernelpls,0.338,0,0.22478522116761,1,56,0.587,0.907,0.999
lasso,0.346,0,0.22591279261621,1,56,0.626,0.924,0.96
ridge,0.344,0,0.22877066702866,1,56,0.667,0.943,1
leapForward,0.311,0,0.23167213520025,1,56,0.556,0.692,0.976
bayesglm,0.34,0,0.237641721103684,1,56,0.587,0.943,1
glm,0.34,0,0.237641721103684,1,56,0.587,0.943,1
lm,0.34,0,0.237641721103684,1,56,0.587,0.943,1
spikeslab,0.324,0,0.238738738738739,1,56,0.595,0.698,0.969
widekernelpls,0.348,0,0.241368507872175,1,56,0.621,0.943,0.998
simpls,0.345,0,0.242870009373677,1,56,0.597,0.943,0.994
leapBackward,0.324,0,0.246200997027899,1,56,0.632,0.745,0.998
lars,0.343,0,0.246625125125125,1,56,0.645,0.847,0.965
enet,0.331,0,0.247623123123123,1,56,0.625,0.757,0.933
plsRglm,0.346,0,0.248830648830649,1,56,0.606,0.947,1
glmboost,0.349,0,0.254123623623624,1,56,0.649,0.733,0.987
spls,0.351,0,0.257043718535161,1,56,0.666,0.946,1
foba,0.333,0,0.259133133133133,1,54,0.581,0.738,0.949
leapSeq,0.329,0,0.263560639470783,1,56,0.612,0.734,0.982
glmStepAIC,0.357,0,0.267060639470783,1,56,0.642,0.954,1
lmStepAIC,0.357,0,0.267060639470783,1,56,0.642,0.954,1
ctree,0.267,0,0.272640586797066,1,56,0.475,0.562,0.618
ctree2,0.273,0,0.288701192857672,1,56,0.487,0.575,0.671
cforest,0.301,0,0.292391287687191,0.997787610619469,56,0.513,0.648,0.746
rpart,0.269,0,0.294617092464987,1,56,0.414,0.543,0.739
gamSpline,0.395,0,0.300825322504647,1,56,0.868,0.936,1
rpart2,0.271,0,0.316032845694351,1,56,0.409,0.562,0.737
rpart1SE,0.283,0,0.329675303197354,1,56,0.451,0.562,0.737
avNNe,0.335,0.335,0.335,0.335,1,0.335,0.335,0.335
avNNet,0.341,0,0.339088235294118,0.974,56,0.626,0.75,0.902
nnet,0.332,0,0.350304661507981,0.964835164835165,56,0.631,0.747,0.911
svmLinear3,0.333,0,0.359559180576631,1,56,0.674,0.819,0.932
ppr,0.42,0,0.364675175175175,1,56,0.888,0.968,0.989
bagEarthGCV,0.425,0,0.387120808213373,1,56,0.888,0.912,0.99
msaenet,0.391,0,0.398,1,29,0.656,0.717,0.996
gamboost,0.411,0,0.400319070904645,0.997997997997998,56,0.822,0.956,0.992
rf,0.386,0,0.402021141019624,0.973626373626374,56,0.679,0.749,0.864
treebag,0.365,0,0.415264705882353,1,56,0.635,0.721,0.774
parRF,0.395,0,0.419419419419419,0.992,56,0.703,0.792,0.863
Rborist,0.403,0,0.423848734926125,0.989,56,0.713,0.822,0.864
ranger,0.404,0,0.42736818761098,1,56,0.706,0.798,0.905
gcvEarth,0.427,0,0.453827879472796,1,56,0.876,0.938,0.999
krlsRadial,0.427,0,0.462224743711845,0.997997997997998,56,0.729,0.911,0.97
RRFglobal,0.404,0,0.462284211306216,1,56,0.703,0.781,0.928
RRF,0.435,0,0.521897810218978,1,55,0.722,0.818,0.94
xgbLinear,0.448,0,0.529888092543694,1,56,0.784,0.914,0.971
svmLinear2,0.421,0,0.550119145526244,1,56,0.802,0.932,0.951
rlm,0.406,0,0.555432783733517,1,54,0.752,0.961,1
earth,0.515,0,0.694643006263048,1,56,0.873,0.897,0.953
qrnn,0.53,0,0.7285,1,56,0.937,1,1
bagEarth,0.532,0,0.73377078891258,1,56,0.899,0.927,0.949
cubist,0.599,0,0.897746294011854,1,56,0.981,0.999,1
