leapForward,2,2,2,2
leapSeq,2,2,2,2
leapBackward,2,2,2.07142857142857,3
lm,1,2,3.18918918918919,11
pcr,2,3,3.02857142857143,7
kernelpls,2,3,3.25714285714286,9
rpart1SE,1,3,3.32432432432432,8
lasso,2,3,3.33333333333333,7
simpls,1,3,3.47058823529412,8
rlm,2,3,3.48571428571429,9
glm,2,3,3.48648648648649,10
rpart,1,3,3.56756756756757,18
widekernelpls,2,3,3.58823529411765,9
rpart2,2,3,3.59459459459459,14
gcvEarth,2,3,3.61764705882353,8
lars,2,3,3.69444444444444,10
lars2,2,3,3.88571428571429,11
lmStepAIC,2,3,3.91428571428571,12
glmStepAIC,2,3,3.97142857142857,11
knn,2,3,4.11111111111111,18
bayesglm,2,3,6.55263157894737,62
elm,2,4,4.77777777777778,15
superpc,3,4,5.73333333333333,18
foba,3,4,6.27777777777778,61
krlsPoly,4,5,7.66666666666667,50
treebag,4,5,8.63888888888889,116
bridge,2,5,54.9189189189189,983
blassoAveraged,3,5,56.8918918918919,1013
enet,3,5,153.916666666667,5342
earth,3,5.5,5.73529411764706,10
svmLinear3,3,6,7.06896551724138,20
relaxo,4,6,9.61111111111111,114
blasso,3,6,57.3243243243243,1012
ridge,4,6,175.638888888889,6117
ranger,3,6.5,13.5555555555556,221
glmnet,5,7,7.69444444444444,25
svmRadialSigma,5,7,8.97142857142857,57
svmRadial,5,7,9.05555555555556,58
svmRadialCost,5,7,9.27777777777778,57
ctree,6,7,20.1666666666667,323
ctree2,6,7,20.695652173913,319
rf,3,7,33.5277777777778,935
dnn,6,8,9.38888888888889,35
spls,4,8,10.4,98
parRF,4,8,34.0833333333333,951
cforest,5,8,53.78125,780
icr,3,8,89.8,2848
kknn,6,9,21.6285714285714,426
krlsRadial,6,9,21.6666666666667,423
glmboost,7,10,12.52,63
svmPoly,5,10,12.75,55
bagEarthGCV,7,10,17.5277777777778,273
gam,10,10.5,10.5,11
nnet,6,12,12.5277777777778,20
pcaNNet,7,13,13.3428571428571,22
gbm,4,13,33.9705882352941,736
qrf,7,13,36.9166666666667,878
ppr,7,14,14.6285714285714,23
RRFglobal,9,18,45,976
msaenet,12,18.5,20.5714285714286,81
gamSpline,8,20,20.1142857142857,34
spikeslab,5,20,66.7586206896552,1368
xgbLinear,14,28,34.9459459459459,122
plsRglm,15,28,601.513513513514,21191
RRF,15,35,71.6111111111111,1371
svmLinear,6,43,54.5277777777778,196
gamboost,33,43,148.88,2659
cubist,20,44,121.972972972973,2764
avNNet,17,45,44.9705882352941,70
svmLinear2,4,47,50.625,145
avNNe,53,53,53,53
extraTrees,17,55,294.173913043478,5641
SBC,13,71.5,116.708333333333,393
bam,55,73,73,91
bagEarth,32,92.5,228.333333333333,5059
Rborist,32,94,166.4,1054
xgbTree,119,152,172.837837837838,534
BstLm,129,162,177.432432432432,344
evtree,142,194,199.342857142857,385
WM,71,230.5,216.705882352941,402
bartMachine,173,260.5,278.538461538462,536
qrnn,748,1457,2551.88571428571,19350
bag,Inf,,,-Inf
gaussprLinear,Inf,,,-Inf
gaussprPoly,Inf,,,-Inf
gaussprRadial,Inf,,,-Inf
gbm_h2o,Inf,,,-Inf
glm.nb,Inf,,,-Inf
glmnet_h2o,Inf,,,-Inf
logicBag,Inf,,,-Inf
logreg,Inf,,,-Inf
M5,Inf,,,-Inf
M5Rules,Inf,,,-Inf
nnls,Inf,,,-Inf
ordinalNet,Inf,,,-Inf
pls,Inf,,,-Inf
pythonKnnReg,Inf,,,-Inf
randomGLM,Inf,,,-Inf
rqlasso,Inf,,,-Inf
rqnc,Inf,,,-Inf
rvmLinear,Inf,,,-Inf
rvmPoly,Inf,,,-Inf
rvmRadial,Inf,,,-Inf
svmBoundrangeString,Inf,,,-Inf
svmExpoString,Inf,,,-Inf
svmSpectrumString,Inf,,,-Inf
xyf,Inf,,,-Inf
