composite 1,67,-0.083,-0.067,-0.047,-0.013,0.036,-0.041,-1,-0.369,-0.308,-0.054,1,-0.255
sparsity NA,10,-0.085,-0.046,-0.024,-0.003,0.008,-0.029,-1,-0.383,-0.083,-0.006,0.009,-0.232
bm C1 ^ .5,67,-0.121,-0.041,-0.005,0.01,0.17,-0.006,-1,-0.031,-0.01,0.007,0.145,-0.034
noise in predictors,74,-0.082,-0.03,-0.004,0.011,0.11,-0.005,-0.69,-0.022,-0.002,0.011,1,0.031
colinerity middle is correct,74,-0.058,-0.015,-0.002,0.017,0.081,0.006,-0.199,-0.009,0,0.02,1,0.027
basic latent features,59,-0.05,0,0,0.022,0.173,0.017,-0.068,0,0,0.02,0.599,0.033
bm C1 ^ 2,1,0,0,0,0,0,0,0,0,0,0,0,0
bm C1 ^ -2,67,-0.235,0,0,0,0.476,0.061,-1,0,0,0,1,0.104
poly C1 t C2,55,-0.018,0,0,0.013,0.186,0.021,-0.257,0,0,0.23,1,0.225
poly C1 ^ C2,58,-0.057,0,0,0,0.243,0.011,-1,0,0,0,1,0.068
ifs 1 & -1 on C1,74,-0.28,0,0,0,0.457,0.001,-1,0,0,0,1,-0.032
ifs smooth -C2-C3&C2+C3 onC1,74,-0.12,-0.003,0,0.01,0.174,0.005,-1,-0.01,0,0.046,1,0.048
ifs -C2-C3 & C2+C3 on C1,74,-0.067,0,0,0.031,0.145,0.017,-1,0,0,0.158,1,0.046
ifs nested 2 layer,73,-0.034,0,0,0.001,0.122,0.005,-1,0,0,0.031,1,0.107
mean subtraction in each row,74,-0.041,0,0,0.033,0.141,0.018,-0.814,0,0,0.173,1,0.097
median subtraction in each row,74,-0.102,0,0,0.019,0.062,0.005,-1,0,0,0.18,1,0.139
colinerity unnecessary,74,-0.05,0,0,0.003,0.131,0.008,-0.472,0,0,0.002,0.362,0.012
Spread thinly,73,-0.098,0,0,0.026,0.097,0.013,-1,0,0,0.036,1,0.083
needles in haystack,49,-0.036,-0.001,0,0.007,0.032,0.001,-0.254,-0.002,0,0.04,1,0.019
sparsity 20,61,-0.106,-0.039,0,0,0,-0.021,-1,-1,0,0,0,-0.384
poly C1 t C2 t C3,56,-0.18,0,0,0,0.017,-0.006,-1,0,0,0,0.221,-0.162
needles hay noise,9,-0.018,-0.001,0,0.001,0.037,0.002,-0.294,-0.011,0,0.008,0.216,-0.033
composite complete,74,-0.024,0,0,0.026,0.081,0.015,-0.049,0,0,0.058,1,0.062
bm sin(C2),59,-0.011,-0.005,0.001,0.009,0.208,0.015,-0.007,-0.004,0.001,0.005,0.317,0.022
random,3,0,0,0.001,0.002,0.003,0.001,0,0.214,0.429,0.714,1,0.476
rescale isotonic addition ran bin,74,-0.059,-0.004,0.003,0.015,0.159,0.009,-0.48,-0.002,0.002,0.014,1,0.022
quantilization,62,-0.008,0.003,0.007,0.016,0.113,0.015,-0.005,0.002,0.004,0.012,0.629,0.028
poly C1 t C2 t C3^1d3,74,-0.168,-0.004,0.011,0.085,0.322,0.038,-1,-0.018,0.02,1,1,0.26
composite 2,67,-0.058,-0.014,0.012,0.028,0.051,0.005,-0.69,-0.022,0.034,0.108,0.75,0.027
rescale isotonic addition,74,-0.012,0.011,0.014,0.022,0.104,0.018,-0.084,0.006,0.009,0.013,1,0.034
sparsity 0,58,-0.082,0,0.016,0.023,0.077,0.002,-0.794,0,0.016,0.024,0.078,-0.044
bm 1dC1,58,-0.033,0,0.017,0.072,0.362,0.065,-1,0,1,1,1,0.578
ifs C2 & -C2 on C1,74,-0.031,0,0.02,0.097,0.284,0.052,-0.279,0,0.128,0.607,1,0.323
outliers,73,-0.005,0.027,0.039,0.186,0.625,0.158,-0.004,0.022,0.078,0.342,1,0.288
ifs C2+C3 & C4+C5 on C1,74,-0.088,0,0.041,0.093,0.189,0.048,-1,0,0.303,1,1,0.422
ifs C1&C2 on random,74,-0.076,0.015,0.05,0.064,0.455,0.055,-0.56,0.02,0.079,0.111,0.573,0.083
ifs C1 & C2 on C1,74,-0.041,0.109,0.198,0.205,0.407,0.161,-1,0.242,0.483,0.678,1,0.464
bm log(C1),67,-0.025,0.132,0.206,0.241,0.271,0.171,-0.054,0.192,0.263,0.303,1,0.313
ifs C2 & C3t2 on C4g1.5,74,0.002,0.149,0.21,0.257,0.439,0.217,0.013,0.243,0.296,0.387,1,0.326
rescale 4 poly,74,-0.168,0.213,0.256,0.31,0.393,0.233,-1,0.23,0.448,0.58,1,0.421
