leapSeq,1,2,1.97674418604651,2
leapForward,2,2,2.02127659574468,3
leapBackward,1,2,2.57627118644068,31
kernelpls,2,2.5,3.1,9
pcr,1,3,2.98571428571429,7
rpart1SE,1,3,3.06666666666667,8
lm,1,3,3.13513513513514,11
glm,1,3,3.24324324324324,10
lasso,2,3,3.43835616438356,7
rlm,2,3,3.58571428571429,13
rpart,1,3,3.6,18
lars,2,3,3.65277777777778,12
lars2,2,3,3.68571428571429,11
rpart2,1,3,3.69333333333333,14
simpls,1,3,3.84285714285714,48
gcvEarth,2,3,3.87142857142857,17
glmStepAIC,2,3,3.92857142857143,11
lmStepAIC,2,3,3.92857142857143,12
widekernelpls,2,3,3.94285714285714,43
bayesglm,2,3,6.51948051948052,62
glm.nb,2,3,28,79
knn,2,4,4.49315068493151,19
elm,2,4,4.61643835616438,15
superpc,2,4,5.453125,18
foba,3,4,6.20833333333333,61
krlsPoly,3,5,7.82191780821918,52
treebag,4,5,9.48648648648649,116
bridge,2,5,55.5,983
blassoAveraged,3,5,57.3513513513514,1013
ridge,3,5,235.945205479452,6117
enet,3,5,381.040540540541,17256
earth,3,6,6.05714285714286,12
svmLinear3,3,6,7.07936507936508,20
relaxo,4,6,10.7808219178082,115
blasso,3,6,57.1216216216216,1012
glmnet,5,7,8.17808219178082,29
svmRadialSigma,5,7,9.57534246575342,57
svmRadialCost,5,7,9.59459459459459,57
svmRadial,5,7,9.60810810810811,58
ranger,3,7,16.1095890410959,221
ctree2,6,7,20.4130434782609,319
ctree,6,7,25.48,330
rf,3,7,41.2465753424658,935
spls,4,7.5,12.0555555555556,124
dnn,5,8,9.97297297297297,39
parRF,4,8,43.8356164383562,951
cforest,5,8,53.8181818181818,838
icr,3,8,87.3098591549296,2848
svmPoly,5,8.5,12.1621621621622,55
krlsRadial,6,9,20.7638888888889,423
kknn,6,9,20.7746478873239,426
bagEarthGCV,6,10,17.8767123287671,300
glmboost,7,10,22.5625,488
gam,10,10.5,11.25,14
nnet,6,12,12.2638888888889,20
pcaNNet,7,13,17.6338028169014,304
qrf,7,13,47.013698630137,900
gbm,4,14,44.8055555555556,863
ppr,7,15,14.9714285714286,23
msaenet,12,18,20.1666666666667,81
RRFglobal,8,18,55.4520547945205,976
gamSpline,8,20,20.1549295774648,34
spikeslab,5,21,242.031746031746,11357
xgbLinear,14,27,34.0933333333333,122
plsRglm,15,27.5,589.959459459459,21191
RRF,14,36,93.986301369863,1859
svmLinear,5,40.5,52.6891891891892,196
gamboost,33,43,161.714285714286,3206
cubist,20,44,159.697368421053,3099
avNNet,17,46,45.7391304347826,70
svmLinear2,4,46.5,53.62,158
avNNe,53,53,53,53
extraTrees,14,55,284.106382978723,5641
SBC,13,72,129.959183673469,757
Rborist,29,88.5,186.890625,1561
bagEarth,32,93,243.356164383562,6373
bam,55,111.5,119.25,199
xgbTree,110,157,204.266666666667,742
BstLm,99,166,174.6,344
evtree,142,194,200.684931506849,390
WM,69,230,220.68115942029,599
bartMachine,173,259.5,274.962962962963,542
randomGLM,734,734,734,734
qrnn,748,1355,2222.12857142857,19350
bag,Inf,,,-Inf
gaussprLinear,Inf,,,-Inf
gaussprPoly,Inf,,,-Inf
gaussprRadial,Inf,,,-Inf
gbm_h2o,Inf,,,-Inf
glmnet_h2o,Inf,,,-Inf
logicBag,Inf,,,-Inf
logreg,Inf,,,-Inf
M5,Inf,,,-Inf
M5Rules,Inf,,,-Inf
nnls,Inf,,,-Inf
ordinalNet,Inf,,,-Inf
pls,Inf,,,-Inf
pythonKnnReg,Inf,,,-Inf
rqlasso,Inf,,,-Inf
rqnc,Inf,,,-Inf
rvmLinear,Inf,,,-Inf
rvmPoly,Inf,,,-Inf
rvmRadial,Inf,,,-Inf
svmBoundrangeString,Inf,,,-Inf
svmExpoString,Inf,,,-Inf
svmSpectrumString,Inf,,,-Inf
xyf,Inf,,,-Inf
