0.335,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.12784979099243,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744822639878,FALSE,,,,,,,,,,
0.983,0.967,NA,0.079,0.031,Wed Aug 09 23:00:53 2017,avNNet,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,223,19,cv,5,6,1,5,12,0.000178932891370707,TRUE
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:00:55 2017,bag,8,1,basic latent features,ignore,none,range01,2
0.984,0.984,5,0.038,0.03,Wed Aug 09 23:01:29 2017,bagEarth,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,225,33,cv,5,6,1,5,5,1
0.984,0.984,-1,0.038,0.03,Wed Aug 09 23:01:39 2017,bagEarthGCV,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,226,10,cv,5,6,1,5,1
1,1,NA,0,0,Wed Aug 09 23:04:06 2017,bam,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,227,147,cv,5,6,1,5,TRUE,REML
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:04:07 2017,bartMachine,8,1,basic latent features,ignore,none,range01,1
1,1,-1,0,0,Wed Aug 09 23:04:09 2017,bayesglm,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,229,2,cv,5,6,1,5,none
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:04:12 2017,blasso,8,1,basic latent features,ignore,none,range01,3
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:04:15 2017,blassoAveraged,8,1,basic latent features,ignore,none,range01,2
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:04:17 2017,bridge,8,1,basic latent features,ignore,none,range01,2
0.99,0.99,382,0.023,0.019,Wed Aug 09 23:05:05 2017,BstLm,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,233,47,cv,5,6,1,5,382,0.395769781916169
0.863,0.831,3,0.406,0.257,Wed Aug 09 23:05:27 2017,cforest,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,234,22,cv,5,6,1,5,3
0.794,0.772,0.827,0.549,0.387,Wed Aug 09 23:05:31 2017,ctree,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,235,3,cv,5,6,1,5,0.826892770826817
0.794,0.772,0.727,0.549,0.387,Wed Aug 09 23:05:35 2017,ctree2,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,236,3,cv,5,6,1,5,7,0.72668731235899
0.999,0.999,1,0.002,0.001,Wed Aug 09 23:06:00 2017,cubist,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,237,25,cv,5,6,1,5,30,1
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:06:03 2017,DENFIS,8,1,basic latent features,ignore,none,range01,3
0.003,-0.012,0.032,2.437,1.87,Wed Aug 09 23:06:08 2017,dnn,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,239,4,cv,5,6,1,5,3,5,2,0.0666661405470222,0.0320300132734701
0.971,0.961,4,0.093,0.055,Wed Aug 09 23:06:11 2017,earth,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,240,3,cv,5,6,1,5,4,1
1,1,NA,0,0,Wed Aug 09 23:06:13 2017,elm,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,241,2,cv,5,6,1,5,11,purelin
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:06:16 2017,enet,8,1,basic latent features,ignore,none,range01,3
0.727,0.729,1.379,0.651,0.512,Wed Aug 09 23:12:13 2017,evtree,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,243,357,cv,5,6,1,5,1.37856192700565
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:12:14 2017,extraTrees,8,1,basic latent features,ignore,none,range01,0
1,1,7,0,0,Wed Aug 09 23:12:16 2017,foba,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,245,2,cv,5,6,1,5,7,1.72028118569705e-05
1,1,NA,0,0,Wed Aug 09 23:12:51 2017,gam,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,246,35,cv,5,6,1,5,FALSE,ML
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:12:56 2017,gamboost,8,1,basic latent features,ignore,none,range01,4
1,1,3.542,0,0,Wed Aug 09 23:13:08 2017,gamSpline,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,248,12,cv,5,6,1,5,3.5417462780606
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:13:14 2017,gaussprLinear,8,1,basic latent features,ignore,none,range01,5
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:13:21 2017,gaussprPoly,8,1,basic latent features,ignore,none,range01,7
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:13:29 2017,gaussprRadial,8,1,basic latent features,ignore,none,range01,8
0.875,0.854,2915,0.352,0.235,Wed Aug 09 23:13:59 2017,gbm,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,252,29,cv,5,6,1,5,2915,1,0.473611541329417,8
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:14:21 2017,gbm_h2o,8,1,basic latent features,ignore,none,range01,22
0.984,0.984,-1,0.038,0.03,Wed Aug 09 23:14:23 2017,gcvEarth,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,254,2,cv,5,6,1,5,1
1,1,-1,0,0,Wed Aug 09 23:14:25 2017,glm,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,255,2,cv,5,6,1,5,none
1,1,NA,0,0,Wed Aug 09 23:14:28 2017,glm.nb,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,256,3,cv,5,6,1,5,identity
1,1,NA,0,0,Wed Aug 09 23:14:38 2017,glmboost,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,257,9,cv,5,6,1,5,520,no
0.973,0.973,0.002,0.065,0.051,Wed Aug 09 23:14:41 2017,glmnet,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,258,3,cv,5,6,1,5,0.49541863729246,0.00193929525444979
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:15:02 2017,glmnet_h2o,8,1,basic latent features,ignore,none,range01,21
1,1,-1,0,0,Wed Aug 09 23:15:05 2017,glmStepAIC,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,260,2,cv,5,6,1,5,none
1,1,4,0,0,Wed Aug 09 23:15:09 2017,icr,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,261,3,cv,5,6,1,5,4
1,1,7,0,0,Wed Aug 09 23:15:11 2017,kernelpls,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,262,2,cv,5,6,1,5,7
0.9,0.892,NA,0.261,0.188,Wed Aug 09 23:15:18 2017,kknn,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,263,8,cv,5,6,1,5,21,2.24585254630074,biweight
0.889,0.873,6,0.306,0.208,Wed Aug 09 23:15:20 2017,knn,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,264,2,cv,5,6,1,5,6
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:15:24 2017,krlsPoly,8,1,basic latent features,ignore,none,range01,3
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:15:27 2017,krlsRadial,8,1,basic latent features,ignore,none,range01,3
1,1,0.921,0,0,Wed Aug 09 23:15:29 2017,lars,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,267,2,cv,5,6,1,5,0.921394443139434
1,1,9,0,0,Wed Aug 09 23:15:31 2017,lars2,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,268,2,cv,5,6,1,5,9
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:15:33 2017,lasso,8,1,basic latent features,ignore,none,range01,2
1,1,6,0,0,Wed Aug 09 23:15:35 2017,leapBackward,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,270,2,cv,5,6,1,5,6
1,1,6,0,0,Wed Aug 09 23:15:37 2017,leapForward,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,271,1,cv,5,6,1,5,6
1,1,7,0,0,Wed Aug 09 23:15:39 2017,leapSeq,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,272,2,cv,5,6,1,5,7
1,1,-1,0,0,Wed Aug 09 23:15:41 2017,lm,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,273,2,cv,5,6,1,5,TRUE
1,1,-1,0,0,Wed Aug 09 23:15:44 2017,lmStepAIC,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,274,2,cv,5,6,1,5,none
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:15:47 2017,logicBag,8,1,basic latent features,ignore,none,range01,3
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:15:50 2017,logreg,8,1,basic latent features,ignore,none,range01,3
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:15:51 2017,M5,8,1,basic latent features,ignore,none,range01,1
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:15:52 2017,M5Rules,8,1,basic latent features,ignore,none,range01,1
0.764,0.768,3.46,0.56,0.442,Wed Aug 09 23:15:59 2017,msaenet,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,279,7,cv,5,6,1,5,0.345501283090562,10,3.45996114256559
0.983,0.968,0,0.076,0.032,Wed Aug 09 23:16:09 2017,nnet,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,280,9,cv,5,6,1,5,10,0.000166796368176877
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:16:11 2017,nnls,8,1,basic latent features,ignore,none,range01,2
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:16:12 2017,ordinalNet,8,1,basic latent features,ignore,none,range01,0
0.912,0.905,4,0.228,0.166,Wed Aug 09 23:16:35 2017,parRF,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,283,23,cv,5,6,1,5,4
0.974,0.956,0,0.105,0.049,Wed Aug 09 23:16:40 2017,pcaNNet,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,284,4,cv,5,6,1,5,12,0.000184131235988491
1,1,8,0,0,Wed Aug 09 23:16:42 2017,pcr,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,285,2,cv,5,6,1,5,8
Fail,Fail,Fail,Fail,PackageFail,Wed Aug 09 23:16:48 2017,pls,8,1,basic latent features,ignore,none,range01,8
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:16:58 2017,plsRglm,8,1,basic latent features,ignore,none,range01,10
1,1,1,0,0,Wed Aug 09 23:17:01 2017,ppr,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,288,3,cv,5,6,1,5,1
Fail,Fail,Fail,Fail,PackageFail,Wed Aug 09 23:17:07 2017,pythonKnnReg,8,1,basic latent features,ignore,none,range01,9
0.772,0.801,6,0.479,0.428,Wed Aug 09 23:17:38 2017,qrf,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,290,31,cv,5,6,1,5,6
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:17:43 2017,qrnn,8,1,basic latent features,ignore,none,range01,4
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:17:43 2017,randomGLM,8,1,basic latent features,ignore,none,range01,0
0.913,0.904,6,0.231,0.163,Wed Aug 09 23:17:48 2017,ranger,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,293,4,cv,5,6,1,5,6
0.914,0.902,4,0.236,0.162,Wed Aug 09 23:19:33 2017,Rborist,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,294,104,cv,5,6,1,5,4
-0.715,-0.336,63.781,NA,NA,Wed Aug 09 23:19:36 2017,relaxo,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,295,3,cv,5,6,1,5,63.7811450348649,0.415806597564369
0.907,0.896,8,0.251,0.174,Wed Aug 09 23:19:52 2017,rf,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,296,16,cv,5,6,1,5,8
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:19:55 2017,ridge,8,1,basic latent features,ignore,none,range01,3
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:19:59 2017,rlm,8,1,basic latent features,ignore,none,range01,3
0.774,0.767,0.001,0.561,0.424,Wed Aug 09 23:20:01 2017,rpart,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,299,2,cv,5,6,1,5,0.000701025412314333
0.679,0.7,-1,0.721,0.602,Wed Aug 09 23:20:03 2017,rpart1SE,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,300,2,cv,5,6,1,5,none
0.679,0.7,11,0.721,0.602,Wed Aug 09 23:20:06 2017,rpart2,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,301,2,cv,5,6,1,5,11
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:20:07 2017,rqlasso,8,1,basic latent features,ignore,none,range01,1
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:20:07 2017,rqnc,8,1,basic latent features,ignore,none,range01,0
0.914,0.903,0.01,0.234,0.162,Wed Aug 09 23:20:58 2017,RRF,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,304,51,cv,5,6,1,5,7,0.490159736946225,0.0102663962170482
0.914,0.905,0.297,0.23,0.162,Wed Aug 09 23:21:21 2017,RRFglobal,8,1,basic latent features,ignore,none,range01,2.40770365434635,random,305,22,cv,5,6,1,5,6,0.296960069565102
